lane	n	fast_med_s	ident_med_s	ratio_med	ratio_min	ratio_max	fast_min_s	fast_max_s	ident_min_s	ident_max_s	fast_hash	ident_hash	hash_note
kmeans	1	0.032156	0.032076	0.998	0.998	0.998	0.032156	0.032156	0.032076	0.032076	ffa05b13341a115e	ffa05b13341a115e	fast==ident bits
knn	1	0.010931	0.018924	1.731	1.731	1.731	0.010931	0.010931	0.018924	0.018924	755ec3b4ef94a11b	5a880bbe1b2b201f	fast!=ident bits
dbscan	1	0.064918	0.079986	1.232	1.232	1.232	0.064918	0.064918	0.079986	0.079986	0c90f5cade5e2977	0c90f5cade5e2977	fast==ident bits
gram	1	0.005942	0.006021	1.013	1.013	1.013	0.005942	0.005942	0.006021	0.006021	793006eb4ff56963	1cbf58ff572c1af8	fast!=ident bits
nt	1	0.006818	0.006768	0.993	0.993	0.993	0.006818	0.006818	0.006768	0.006768	7dea8f5ec67a4e9d	7dea8f5ec67a4e9d	fast==ident bits
gemv	1	0.001005	0.000838	0.834	0.834	0.834	0.001005	0.001005	0.000838	0.000838	ab69c3ce6ff22f61	b918472651682518	fast!=ident bits
