NOTE: column amd-gfx942 is INCOMPLETE (the run was killed); lanes after the last one written are absent, not clean
| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       |
| gbdt-lossguide/odd           | model  | IDENTICAL x3 | 7393593a5fb3ed79 | 7393593a5fb3ed79 | 7393593a5fb3ed79 |
| gbdt-lossguide/ties          | infer  | IDENTICAL x3 | 37cf90363e2078cf | 37cf90363e2078cf | 37cf90363e2078cf |
| gbdt-lossguide/ties          | model  | IDENTICAL x3 | 3653934f21f61d9d | 3653934f21f61d9d | 3653934f21f61d9d |
| gbdt-lossguide/wide          | infer  | IDENTICAL x3 | 95431b9721836309 | 95431b9721836309 | 95431b9721836309 |
| gbdt-lossguide/wide          | model  | IDENTICAL x3 | 0b24cabbdbb1f867 | 0b24cabbdbb1f867 | 0b24cabbdbb1f867 |
| gbdt-multiclass/base         | infer  | IDENTICAL x3 | eb9f3cbfed539fe0 | eb9f3cbfed539fe0 | eb9f3cbfed539fe0 |
| gbdt-multiclass/base         | model  | IDENTICAL x3 | 33d956710bbf8d85 | 33d956710bbf8d85 | 33d956710bbf8d85 |
| gbdt-multiclass/denormal     | infer  | IDENTICAL x3 | 663b0901c8f1f7e8 | 663b0901c8f1f7e8 | 663b0901c8f1f7e8 |
| gbdt-multiclass/denormal     | model  | IDENTICAL x3 | fae3f33eaab75181 | fae3f33eaab75181 | fae3f33eaab75181 |
| gbdt-multiclass/denormal_ftz | infer  | IDENTICAL x3 | 663b0901c8f1f7e8 | 663b0901c8f1f7e8 | 663b0901c8f1f7e8 |
| gbdt-multiclass/denormal_ftz | model  | IDENTICAL x3 | fae3f33eaab75181 | fae3f33eaab75181 | fae3f33eaab75181 |
| gbdt-multiclass/dupes        | infer  | IDENTICAL x3 | e6a1babee7e9b1b8 | e6a1babee7e9b1b8 | e6a1babee7e9b1b8 |
| gbdt-multiclass/dupes        | model  | IDENTICAL x3 | c98d064d4c119379 | c98d064d4c119379 | c98d064d4c119379 |
| gbdt-multiclass/hashed       | infer  | IDENTICAL x3 | 9dc663cf3f2cd561 | 9dc663cf3f2cd561 | 9dc663cf3f2cd561 |
| gbdt-multiclass/hashed       | model  | IDENTICAL x3 | 9053a07db01dc9b7 | 9053a07db01dc9b7 | 9053a07db01dc9b7 |
| gbdt-multiclass/negative     | infer  | IDENTICAL x3 | 5be68dbb1112acb0 | 5be68dbb1112acb0 | 5be68dbb1112acb0 |
| gbdt-multiclass/negative     | model  | IDENTICAL x3 | 658c22be4241195e | 658c22be4241195e | 658c22be4241195e |
| gbdt-multiclass/odd          | infer  | IDENTICAL x3 | 1fa8ad7b45ed2d45 | 1fa8ad7b45ed2d45 | 1fa8ad7b45ed2d45 |
| gbdt-multiclass/odd          | model  | IDENTICAL x3 | 7396a283e6805a3d | 7396a283e6805a3d | 7396a283e6805a3d |
| gbdt-multiclass/ties         | infer  | IDENTICAL x3 | 36c62ed7e9da7402 | 36c62ed7e9da7402 | 36c62ed7e9da7402 |
| gbdt-multiclass/ties         | model  | IDENTICAL x3 | 333644e5d21d53f8 | 333644e5d21d53f8 | 333644e5d21d53f8 |
| gbdt-multiclass/wide         | infer  | IDENTICAL x3 | eb9f3cbfed539fe0 | eb9f3cbfed539fe0 | eb9f3cbfed539fe0 |
| gbdt-multiclass/wide         | model  | IDENTICAL x3 | bc0024b9fb857729 | bc0024b9fb857729 | bc0024b9fb857729 |
| gbdt-nan-modes/base          | infer  | IDENTICAL x3 | 01fd6a33928b42a8 | 01fd6a33928b42a8 | 01fd6a33928b42a8 |
| gbdt-nan-modes/base          | model  | IDENTICAL x3 | d43749ca39897a78 | d43749ca39897a78 | d43749ca39897a78 |
| gbdt-nan-modes/denormal      | infer  | IDENTICAL x3 | 01fd6a33928b42a8 | 01fd6a33928b42a8 | 01fd6a33928b42a8 |
| gbdt-nan-modes/denormal      | model  | IDENTICAL x3 | 6bd9026c1be4fc1b | 6bd9026c1be4fc1b | 6bd9026c1be4fc1b |
| gbdt-nan-modes/denormal_ftz  | infer  | IDENTICAL x3 | 01fd6a33928b42a8 | 01fd6a33928b42a8 | 01fd6a33928b42a8 |
| gbdt-nan-modes/denormal_ftz  | model  | IDENTICAL x3 | 6bd9026c1be4fc1b | 6bd9026c1be4fc1b | 6bd9026c1be4fc1b |
| gbdt-nan-modes/dupes         | infer  | IDENTICAL x3 | 7126d2d30b9e52a5 | 7126d2d30b9e52a5 | 7126d2d30b9e52a5 |
| gbdt-nan-modes/dupes         | model  | IDENTICAL x3 | 92631123e38a5a3f | 92631123e38a5a3f | 92631123e38a5a3f |
| gbdt-nan-modes/hashed        | infer  | IDENTICAL x3 | 59ada771e335830b | 59ada771e335830b | 59ada771e335830b |
| gbdt-nan-modes/hashed        | model  | IDENTICAL x3 | 8ac1ca5a4fa67322 | 8ac1ca5a4fa67322 | 8ac1ca5a4fa67322 |
| gbdt-nan-modes/negative      | infer  | IDENTICAL x3 | 9b0045ff2be0ff78 | 9b0045ff2be0ff78 | 9b0045ff2be0ff78 |
| gbdt-nan-modes/negative      | model  | IDENTICAL x3 | 92cdeaecfed9b169 | 92cdeaecfed9b169 | 92cdeaecfed9b169 |
| gbdt-nan-modes/odd           | infer  | IDENTICAL x3 | 6db4a8fb8ffcc4df | 6db4a8fb8ffcc4df | 6db4a8fb8ffcc4df |
| gbdt-nan-modes/odd           | model  | IDENTICAL x3 | d931157021dea1c1 | d931157021dea1c1 | d931157021dea1c1 |
| gbdt-nan-modes/ties          | infer  | IDENTICAL x3 | 7e2f6402af40601a | 7e2f6402af40601a | 7e2f6402af40601a |
| gbdt-nan-modes/ties          | model  | IDENTICAL x3 | 72dda6adec940a2a | 72dda6adec940a2a | 72dda6adec940a2a |
| gbdt-nan-modes/wide          | infer  | IDENTICAL x3 | 4904fc9a408f2e1e | 4904fc9a408f2e1e | 4904fc9a408f2e1e |
| gbdt-nan-modes/wide          | model  | IDENTICAL x3 | b6a0ab7a969785fc | b6a0ab7a969785fc | b6a0ab7a969785fc |
| gbdt-onevsall/base           | infer  | IDENTICAL x3 | 9ebe038b917dc3d0 | 9ebe038b917dc3d0 | 9ebe038b917dc3d0 |
| gbdt-onevsall/base           | model  | IDENTICAL x3 | 66c3cd878ec16470 | 66c3cd878ec16470 | 66c3cd878ec16470 |
| gbdt-onevsall/denormal       | infer  | IDENTICAL x3 | 8a1fb012333c53d5 | 8a1fb012333c53d5 | 8a1fb012333c53d5 |
| gbdt-onevsall/denormal       | model  | IDENTICAL x3 | a1deef011e0cae28 | a1deef011e0cae28 | a1deef011e0cae28 |
| gbdt-onevsall/denormal_ftz   | infer  | IDENTICAL x3 | 8a1fb012333c53d5 | 8a1fb012333c53d5 | 8a1fb012333c53d5 |
| gbdt-onevsall/denormal_ftz   | model  | IDENTICAL x3 | a1deef011e0cae28 | a1deef011e0cae28 | a1deef011e0cae28 |
| gbdt-onevsall/dupes          | infer  | IDENTICAL x3 | 1f29a1feb66272bd | 1f29a1feb66272bd | 1f29a1feb66272bd |
| gbdt-onevsall/dupes          | model  | IDENTICAL x3 | 62ad097bcfe17797 | 62ad097bcfe17797 | 62ad097bcfe17797 |
| gbdt-onevsall/hashed         | infer  | IDENTICAL x3 | c986dbf1c26dfe95 | c986dbf1c26dfe95 | c986dbf1c26dfe95 |
| gbdt-onevsall/hashed         | model  | IDENTICAL x3 | ebd62ad3a989bcd1 | ebd62ad3a989bcd1 | ebd62ad3a989bcd1 |
| gbdt-onevsall/negative       | infer  | IDENTICAL x3 | 5b97a98afcadd0df | 5b97a98afcadd0df | 5b97a98afcadd0df |
| gbdt-onevsall/negative       | model  | IDENTICAL x3 | 73f14bdaa5eef824 | 73f14bdaa5eef824 | 73f14bdaa5eef824 |
| gbdt-onevsall/odd            | infer  | IDENTICAL x3 | df5d7b6325bd9ba1 | df5d7b6325bd9ba1 | df5d7b6325bd9ba1 |
| gbdt-onevsall/odd            | model  | IDENTICAL x3 | bb3d93d69eb06198 | bb3d93d69eb06198 | bb3d93d69eb06198 |
| gbdt-onevsall/ties           | infer  | IDENTICAL x3 | 597fa19abb40fb1d | 597fa19abb40fb1d | 597fa19abb40fb1d |
| gbdt-onevsall/ties           | model  | IDENTICAL x3 | ad927470625838f6 | ad927470625838f6 | ad927470625838f6 |
| gbdt-onevsall/wide           | infer  | IDENTICAL x3 | 9ebe038b917dc3d0 | 9ebe038b917dc3d0 | 9ebe038b917dc3d0 |
| gbdt-onevsall/wide           | model  | IDENTICAL x3 | 3698dee2844353e1 | 3698dee2844353e1 | 3698dee2844353e1 |
| gbdt-ordered-rmse/base       | infer  | IDENTICAL x3 | 3113f83d552f6e3e | 3113f83d552f6e3e | 3113f83d552f6e3e |
| gbdt-ordered-rmse/base       | model  | IDENTICAL x3 | 43540d21322226ab | 43540d21322226ab | 43540d21322226ab |
| gbdt-ordered-rmse/denormal   | infer  | IDENTICAL x3 | 52d52c2862c2d480 | 52d52c2862c2d480 | 52d52c2862c2d480 |
| gbdt-ordered-rmse/denormal   | model  | IDENTICAL x3 | ba60376e07b69433 | ba60376e07b69433 | ba60376e07b69433 |
| gbdt-ordered-rmse/denormal_ftz | infer  | IDENTICAL x3 | 9f09dbf44c4ea866 | 9f09dbf44c4ea866 | 9f09dbf44c4ea866 |
| gbdt-ordered-rmse/denormal_ftz | model  | IDENTICAL x3 | 7997d9773285efc3 | 7997d9773285efc3 | 7997d9773285efc3 |
| gbdt-ordered-rmse/dupes      | infer  | IDENTICAL x3 | 957a66a8423c3f6d | 957a66a8423c3f6d | 957a66a8423c3f6d |
| gbdt-ordered-rmse/dupes      | model  | IDENTICAL x3 | c73190381d66d9bf | c73190381d66d9bf | c73190381d66d9bf |
| gbdt-ordered-rmse/hashed     | infer  | IDENTICAL x3 | 405de4dd63f5341a | 405de4dd63f5341a | 405de4dd63f5341a |
| gbdt-ordered-rmse/hashed     | model  | IDENTICAL x3 | e3e28f37057e2029 | e3e28f37057e2029 | e3e28f37057e2029 |
| gbdt-ordered-rmse/negative   | infer  | IDENTICAL x3 | 82e128c769eb2778 | 82e128c769eb2778 | 82e128c769eb2778 |
| gbdt-ordered-rmse/negative   | model  | IDENTICAL x3 | 91ecd6c2cdf861d2 | 91ecd6c2cdf861d2 | 91ecd6c2cdf861d2 |
| gbdt-ordered-rmse/odd        | infer  | IDENTICAL x3 | c7f0cb99b920a716 | c7f0cb99b920a716 | c7f0cb99b920a716 |
| gbdt-ordered-rmse/odd        | model  | IDENTICAL x3 | 4d02412a6fa569f9 | 4d02412a6fa569f9 | 4d02412a6fa569f9 |
| gbdt-ordered-rmse/ties       | infer  | IDENTICAL x3 | ca0189610e51bc17 | ca0189610e51bc17 | ca0189610e51bc17 |
| gbdt-ordered-rmse/ties       | model  | IDENTICAL x3 | f9192cb03ecc6ece | f9192cb03ecc6ece | f9192cb03ecc6ece |
| gbdt-ordered-rmse/wide       | infer  | IDENTICAL x3 | 7172e83c3f745933 | 7172e83c3f745933 | 7172e83c3f745933 |
| gbdt-ordered-rmse/wide       | model  | IDENTICAL x3 | a9b709a9373fae6f | a9b709a9373fae6f | a9b709a9373fae6f |
| gbdt-parametric-losses/base  | infer  | IDENTICAL x3 | e2dd23756497c207 | e2dd23756497c207 | e2dd23756497c207 |
| gbdt-parametric-losses/base  | model  | IDENTICAL x3 | 7e2e2a88d0c131fe | 7e2e2a88d0c131fe | 7e2e2a88d0c131fe |
| gbdt-parametric-losses/denormal | infer  | IDENTICAL x3 | 97380b63c224d060 | 97380b63c224d060 | 97380b63c224d060 |
| gbdt-parametric-losses/denormal | model  | IDENTICAL x3 | 1e0ccac7ced14a0b | 1e0ccac7ced14a0b | 1e0ccac7ced14a0b |
| gbdt-parametric-losses/denormal_ftz | infer  | IDENTICAL x3 | 97380b63c224d060 | 97380b63c224d060 | 97380b63c224d060 |
| gbdt-parametric-losses/denormal_ftz | model  | IDENTICAL x3 | 1e0ccac7ced14a0b | 1e0ccac7ced14a0b | 1e0ccac7ced14a0b |
| gbdt-parametric-losses/dupes | infer  | IDENTICAL x3 | d27d89a1ca2a3981 | d27d89a1ca2a3981 | d27d89a1ca2a3981 |
| gbdt-parametric-losses/dupes | model  | IDENTICAL x3 | 3cb83e6ba3849d79 | 3cb83e6ba3849d79 | 3cb83e6ba3849d79 |
| gbdt-parametric-losses/hashed | infer  | IDENTICAL x3 | 8c7eb86e987afebb | 8c7eb86e987afebb | 8c7eb86e987afebb |
| gbdt-parametric-losses/hashed | model  | IDENTICAL x3 | 411c116d944cbe1e | 411c116d944cbe1e | 411c116d944cbe1e |
| gbdt-parametric-losses/negative | infer  | IDENTICAL x3 | 3f181e550af527bf | 3f181e550af527bf | 3f181e550af527bf |
| gbdt-parametric-losses/negative | model  | IDENTICAL x3 | 3e302b6828292ed4 | 3e302b6828292ed4 | 3e302b6828292ed4 |
| gbdt-parametric-losses/odd   | infer  | IDENTICAL x3 | 8e189c476f8d1a35 | 8e189c476f8d1a35 | 8e189c476f8d1a35 |
| gbdt-parametric-losses/odd   | model  | IDENTICAL x3 | 618dacfa57e6afe5 | 618dacfa57e6afe5 | 618dacfa57e6afe5 |
| gbdt-parametric-losses/ties  | infer  | IDENTICAL x3 | d9e5a906ff57c89c | d9e5a906ff57c89c | d9e5a906ff57c89c |
| gbdt-parametric-losses/ties  | model  | IDENTICAL x3 | 098b24f142083ae7 | 098b24f142083ae7 | 098b24f142083ae7 |
| gbdt-parametric-losses/wide  | infer  | IDENTICAL x3 | 0629c58332e5071b | 0629c58332e5071b | 0629c58332e5071b |
| gbdt-parametric-losses/wide  | model  | IDENTICAL x3 | 326aece2829c407b | 326aece2829c407b | 326aece2829c407b |
| gbdt-pointwise-l2-bayesian-eval/base | infer  | IDENTICAL x3 | 2754757c200872f3 | 2754757c200872f3 | 2754757c200872f3 |
| gbdt-pointwise-l2-bayesian-eval/base | model  | IDENTICAL x3 | c29dddb945d072a8 | c29dddb945d072a8 | c29dddb945d072a8 |
| gbdt-pointwise-l2-bayesian-eval/denormal | infer  | IDENTICAL x3 | 2754757c200872f3 | 2754757c200872f3 | 2754757c200872f3 |
| gbdt-pointwise-l2-bayesian-eval/denormal | model  | IDENTICAL x3 | cc76fd996e83a163 | cc76fd996e83a163 | cc76fd996e83a163 |
| gbdt-pointwise-l2-bayesian-eval/denormal_ftz | infer  | IDENTICAL x3 | 2754757c200872f3 | 2754757c200872f3 | 2754757c200872f3 |
| gbdt-pointwise-l2-bayesian-eval/denormal_ftz | model  | IDENTICAL x3 | cc76fd996e83a163 | cc76fd996e83a163 | cc76fd996e83a163 |
| gbdt-pointwise-l2-bayesian-eval/dupes | infer  | IDENTICAL x3 | 9c447c2e24529fa4 | 9c447c2e24529fa4 | 9c447c2e24529fa4 |
| gbdt-pointwise-l2-bayesian-eval/dupes | model  | IDENTICAL x3 | fee0ed429e482b4f | fee0ed429e482b4f | fee0ed429e482b4f |
| gbdt-pointwise-l2-bayesian-eval/hashed | infer  | IDENTICAL x3 | c873cc2813bbb900 | c873cc2813bbb900 | c873cc2813bbb900 |
| gbdt-pointwise-l2-bayesian-eval/hashed | model  | IDENTICAL x3 | bc91bc55d5b974b4 | bc91bc55d5b974b4 | bc91bc55d5b974b4 |
| gbdt-pointwise-l2-bayesian-eval/negative | infer  | IDENTICAL x3 | 69fe3fa629a1097d | 69fe3fa629a1097d | 69fe3fa629a1097d |
| gbdt-pointwise-l2-bayesian-eval/negative | model  | IDENTICAL x3 | f98af47bb5375e00 | f98af47bb5375e00 | f98af47bb5375e00 |
| gbdt-pointwise-l2-bayesian-eval/odd | infer  | IDENTICAL x3 | e1aec5dad8dc37f0 | e1aec5dad8dc37f0 | e1aec5dad8dc37f0 |
| gbdt-pointwise-l2-bayesian-eval/odd | model  | IDENTICAL x3 | 6ea8282d329c6c7e | 6ea8282d329c6c7e | 6ea8282d329c6c7e |
| gbdt-pointwise-l2-bayesian-eval/ties | infer  | IDENTICAL x3 | 92b20ebae1dabad7 | 92b20ebae1dabad7 | 92b20ebae1dabad7 |
| gbdt-pointwise-l2-bayesian-eval/ties | model  | IDENTICAL x3 | 293e124b96e008e4 | 293e124b96e008e4 | 293e124b96e008e4 |
| gbdt-pointwise-l2-bayesian-eval/wide | infer  | IDENTICAL x3 | 194456fd0ea51325 | 194456fd0ea51325 | 194456fd0ea51325 |
| gbdt-pointwise-l2-bayesian-eval/wide | model  | IDENTICAL x3 | 9ca08d3b891657ed | 9ca08d3b891657ed | 9ca08d3b891657ed |
| gbdt-rmse/base               | infer  | IDENTICAL x3 | ba6284898fcd7adb | ba6284898fcd7adb | ba6284898fcd7adb |
| gbdt-rmse/base               | model  | IDENTICAL x3 | 6a7e0d174aadda21 | 6a7e0d174aadda21 | 6a7e0d174aadda21 |
| gbdt-rmse/denormal           | infer  | IDENTICAL x3 | 86db747723f31263 | 86db747723f31263 | 86db747723f31263 |
| gbdt-rmse/denormal           | model  | IDENTICAL x3 | 70624119eb3559b1 | 70624119eb3559b1 | 70624119eb3559b1 |
| gbdt-rmse/denormal_ftz       | infer  | IDENTICAL x3 | 86db747723f31263 | 86db747723f31263 | 86db747723f31263 |
| gbdt-rmse/denormal_ftz       | model  | IDENTICAL x3 | 70624119eb3559b1 | 70624119eb3559b1 | 70624119eb3559b1 |
| gbdt-rmse/dupes              | infer  | IDENTICAL x3 | da755bd965b6c511 | da755bd965b6c511 | da755bd965b6c511 |
| gbdt-rmse/dupes              | model  | IDENTICAL x3 | d9198fa372812bc0 | d9198fa372812bc0 | d9198fa372812bc0 |
| gbdt-rmse/hashed             | infer  | IDENTICAL x3 | b79afaae27b8bdb6 | b79afaae27b8bdb6 | b79afaae27b8bdb6 |
| gbdt-rmse/hashed             | model  | IDENTICAL x3 | e11795530a351b48 | e11795530a351b48 | e11795530a351b48 |
| gbdt-rmse/negative           | infer  | IDENTICAL x3 | 2f7db100a96ca46b | 2f7db100a96ca46b | 2f7db100a96ca46b |
| gbdt-rmse/negative           | model  | IDENTICAL x3 | 70b2f95595d7194e | 70b2f95595d7194e | 70b2f95595d7194e |
| gbdt-rmse/odd                | infer  | IDENTICAL x3 | 88f9e64eea1b35df | 88f9e64eea1b35df | 88f9e64eea1b35df |
| gbdt-rmse/odd                | model  | IDENTICAL x3 | 7a0ea772f0108d40 | 7a0ea772f0108d40 | 7a0ea772f0108d40 |
| gbdt-rmse/ties               | infer  | IDENTICAL x3 | 4044415de3b73aee | 4044415de3b73aee | 4044415de3b73aee |
| gbdt-rmse/ties               | model  | IDENTICAL x3 | b1eb77816b7f439a | b1eb77816b7f439a | b1eb77816b7f439a |
| gbdt-rmse/wide               | infer  | IDENTICAL x3 | 3f008ec3ab37ef2f | 3f008ec3ab37ef2f | 3f008ec3ab37ef2f |
| gbdt-rmse/wide               | model  | IDENTICAL x3 | 153340671f3c1919 | 153340671f3c1919 | 153340671f3c1919 |
| gbdt-symmetric/base          | infer  | IDENTICAL x3 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| gbdt-symmetric/base          | model  | IDENTICAL x3 | ee776c33f052679a | ee776c33f052679a | ee776c33f052679a |
| gbdt-symmetric/denormal      | infer  | IDENTICAL x3 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| gbdt-symmetric/denormal      | model  | IDENTICAL x3 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| gbdt-symmetric/denormal_ftz  | infer  | IDENTICAL x3 | e1db044dc82354ac | e1db044dc82354ac | e1db044dc82354ac |
| gbdt-symmetric/denormal_ftz  | model  | IDENTICAL x3 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| gbdt-symmetric/dupes         | infer  | IDENTICAL x3 | 04bc7278a6524318 | 04bc7278a6524318 | 04bc7278a6524318 |
| gbdt-symmetric/dupes         | model  | IDENTICAL x3 | 534330823f304849 | 534330823f304849 | 534330823f304849 |
| gbdt-symmetric/hashed        | infer  | IDENTICAL x3 | 548cebaf2b1310eb | 548cebaf2b1310eb | 548cebaf2b1310eb |
| gbdt-symmetric/hashed        | model  | IDENTICAL x3 | 24d9422c46dcfff9 | 24d9422c46dcfff9 | 24d9422c46dcfff9 |
| gbdt-symmetric/negative      | infer  | IDENTICAL x3 | 3d7847393c2eeeed | 3d7847393c2eeeed | 3d7847393c2eeeed |
| gbdt-symmetric/negative      | model  | IDENTICAL x3 | 145ac848bbea01ba | 145ac848bbea01ba | 145ac848bbea01ba |
| gbdt-symmetric/odd           | infer  | IDENTICAL x3 | 24dbd6988a519e0c | 24dbd6988a519e0c | 24dbd6988a519e0c |
| gbdt-symmetric/odd           | model  | IDENTICAL x3 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 |
| gbdt-symmetric/ties          | infer  | IDENTICAL x3 | e71542e71394acc3 | e71542e71394acc3 | e71542e71394acc3 |
| gbdt-symmetric/ties          | model  | IDENTICAL x3 | d01adab1226baf49 | d01adab1226baf49 | d01adab1226baf49 |
| gbdt-symmetric/wide          | infer  | IDENTICAL x3 | 9f7630d079f43f07 | 9f7630d079f43f07 | 9f7630d079f43f07 |
| gbdt-symmetric/wide          | model  | IDENTICAL x3 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 | 1cdaebf93c86aa45 |
| gemm-pinned/base             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/base             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-pinned/denormal         | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/denormal         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-pinned/denormal_ftz     | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/denormal_ftz     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-pinned/dupes            | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/dupes            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-pinned/hashed           | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/hashed           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-pinned/negative         | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/negative         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-pinned/odd              | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/odd              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-pinned/ties             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/ties             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-pinned/wide             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-pinned/wide             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/base         | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/base         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/denormal     | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/denormal     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/denormal_ftz | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/dupes        | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/dupes        | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/hashed       | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/hashed       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/negative     | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/negative     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/odd          | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/odd          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/ties         | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/ties         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gemm-transposed/wide         | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| gemm-transposed/wide         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/base             | infer  | IDENTICAL x3 | 4f79f8b5efa024a7 | 4f79f8b5efa024a7 | 4f79f8b5efa024a7 |
| gp-matern12/base             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/denormal         | infer  | IDENTICAL x3 | b18535ebf335687e | b18535ebf335687e | b18535ebf335687e |
| gp-matern12/denormal         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/denormal_ftz     | infer  | IDENTICAL x3 | b18535ebf335687e | b18535ebf335687e | b18535ebf335687e |
| gp-matern12/denormal_ftz     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/dupes            | infer  | IDENTICAL x3 | f28fbf34f5e2f5e4 | f28fbf34f5e2f5e4 | f28fbf34f5e2f5e4 |
| gp-matern12/dupes            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/hashed           | infer  | IDENTICAL x3 | d97f7a7856e5c3cf | d97f7a7856e5c3cf | d97f7a7856e5c3cf |
| gp-matern12/hashed           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/negative         | infer  | IDENTICAL x3 | 7a4ce4fbf93bfe0a | 7a4ce4fbf93bfe0a | 7a4ce4fbf93bfe0a |
| gp-matern12/negative         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/odd              | infer  | IDENTICAL x3 | 70c7a448533ae162 | 70c7a448533ae162 | 70c7a448533ae162 |
| gp-matern12/odd              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/ties             | infer  | IDENTICAL x3 | a001b7e2647b5504 | a001b7e2647b5504 | a001b7e2647b5504 |
| gp-matern12/ties             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern12/wide             | infer  | IDENTICAL x3 | d85b3fdd5a0d4b83 | d85b3fdd5a0d4b83 | d85b3fdd5a0d4b83 |
| gp-matern12/wide             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern32/base             | infer  | IDENTICAL x3 | a89afc94af5f084c | a89afc94af5f084c | a89afc94af5f084c |
| gp-matern32/base             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern32/denormal         | infer  | IDENTICAL x3 | e6f4a9df1fb82418 | e6f4a9df1fb82418 | e6f4a9df1fb82418 |
| gp-matern32/denormal         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern32/denormal_ftz     | infer  | IDENTICAL x3 | e6f4a9df1fb82418 | e6f4a9df1fb82418 | e6f4a9df1fb82418 |
| gp-matern32/denormal_ftz     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| gp-matern32/dupes            | infer  | IDENTICAL x3 | e0a8a2dff9f3e703 | e0a8a2dff9f3e703 | e0a8a2dff9f3e703 |
