create (POST to ssh up)	96
arm (on-pod watchdog)	3
stage (source + R2 URL maps)	5
env (pixi binary + envs)	11
build (host bindings)	28
run (command)	22
create to first result (POST to command end)	165
cache upload (misses only)	0
fetch	1
teardown (DELETE to verified gone)	1
billed (POST to verified gone)	170
spend	$0.0113 at $0.24/hr
