family	verdict	rc	oracle_manifest_sha256	dump_manifest_sha256
mamba1	GREEN	0	84e5e4f398b346cafab200aeeebf696ec5cd026b45263569d3160be257ba1584	85a254b74bde291da380838c0d67980a34cec5de2fd5275972d013032ab03c60
mamba2	GREEN	0	5e7db097aef826f4f0385371570a69eb7a52fab56d08289ce4a9334de6b32490	ff1d04923df796262b955a9a1fd121d28cebca72b1a5f419a75336b6c12d1de5
mamba3	GREEN	0	02f2f5970b63b8bcaad15e0258e5e95687adc44069566641eddf18c2e3bb6c22	bbc7261ec2c1f02799797e7fdb6b4d7d7967f9225c5e1399f182ff7cbdf049ef
mamba2-l257	GREEN	0	7c7695370420f09ba7af067e4db0bee2223e944dab92389e3953c7c5bfc93b2e	30e55cd47fa608873a1c26a03f2dfacdf9f4dfce2c0bc7a91b7d53d80ccfd3bd
mamba2-state	GREEN	0	7c7695370420f09ba7af067e4db0bee2223e944dab92389e3953c7c5bfc93b2e	30e55cd47fa608873a1c26a03f2dfacdf9f4dfce2c0bc7a91b7d53d80ccfd3bd
