lane	n	fast_med_s	ident_med_s	ratio_med	ratio_min	ratio_max	fast_min_s	fast_max_s	ident_min_s	ident_max_s	fast_hash	ident_hash	hash_note
kmeans	3	0.003684	0.003878	1.053	1.052	1.053	0.003667	0.003717	0.003856	0.003909	23250b50508d95f9	eeea38872c935b98	fast!=ident bits
knn	3	0.000563	0.003344	5.934	5.911	5.973	0.000560	0.000565	0.003330	0.003347	MOVED	4c6f4a612b096067	FAST HASH MOVED across legs (3 distinct)
dbscan	3	0.041717	0.040487	0.971	0.969	0.971	0.041710	0.041839	0.040421	0.040580	a9223881fb236c77	a9223881fb236c77	fast==ident bits
gram	3	0.000324	0.000571	1.762	1.733	1.772	0.000323	0.000330	0.000570	0.000574	37fc8ca7a94b7568	0e9de1a0121f721a	fast!=ident bits
nt	3	0.000075	0.000052	0.690	0.641	0.866	0.000074	0.000076	0.000048	0.000064	5c68413208583222	5c68413208583222	fast==ident bits
gemv	3	0.000018	0.000039	2.181	2.166	2.755	0.000014	0.000019	0.000039	0.000043	baa72e10387fa2c8	a0d44fa8c1343b19	fast!=ident bits
gbdt	3	0.608689	0.475260	0.781	0.780	0.787	0.606729	0.609670	0.474313	0.478742	45bfcba4070bf931	edde9bd742ac76f3	fast!=ident bits
rf	3	0.641677	0.637549	0.994	0.990	0.995	0.641227	0.641719	0.635108	0.638476	0c961d27f113ab44	acfbdbde102e8c54	fast!=ident bits
et	3	2.091667	2.093532	1.001	1.001	1.004	2.084695	2.091702	2.092054	2.095737	a4d03520b4584c37	a4d03520b4584c37	fast==ident bits
