create (POST to ssh up)	37
arm (on-pod watchdog)	8
stage (source + R2 URL maps)	42
env (pixi binary + envs)	39
build (host bindings)	24
run (command)	32
create to first result (POST to command end)	184
cache upload (misses only)	0
fetch	2
teardown (DELETE to verified gone)	1
billed (POST to verified gone)	206
spend	$0.0137 at $0.24/hr
