step	lr_f32_hex	loss_mean	seconds	hash_seconds	state_sha256	gradient_sha256	losses_sha256_16	hash_scheme	label
1011	3a14824b	3.991937	19.489	6.505	14b42fbc7e457d670d9827981f7b0f06504d77a56a8f44f90a1e0f5718836740	f7be36246d0cf8fd6666116846543f2514d16efb72b95968b0523f87e662f5da	539248d83f0bfce6	sliced-sha256-8.v2	nvidia-A-2
1012	3a147c83	3.952804	19.497	6.541	4b546aec3a475f2259fec22041e39142998b327633dc9f16c36b9081d7d931a7	4e8c43d565a4f883312a53a6f1ad6c7adc53d89c08bbd71b3d2caaec4691fb92	e468ffd2dda1d604	sliced-sha256-8.v2	nvidia-A-2
1013	3a1476b8	3.987961	19.484	6.167	aec06e3db3bdb1de63ae6cd7535cdd66cf0bceebe4cb5d948e8342d9efc30dce	ac9a6bd5c4752cf5f50503337f7a1edd611b0c4d5b791abdc2714609c5af50b0	85af8d6aaa305f1f	sliced-sha256-8.v2	nvidia-A-2
1014	3a1470ec	3.969548	19.502	6.427	90f56b50094e00ab2747be4eea99a74cefd68f141e98064c2365cafa21bbd3ca	d52973904c63e1320c68d3f881ce0450469f2fe415b519d9c35263052990b908	a5c533ac7e22bbff	sliced-sha256-8.v2	nvidia-A-2
1015	3a146b1e	3.950539	19.499	6.693	c0abbfb68343c2e6ddad2834f78345c81ea971305d83d10f434af4c9fe01071f	7f4d4f46dcdadc6b3c4a31014c500bdc334326894b99fb281d186031c6815a3c	27ad341fd816e392	sliced-sha256-8.v2	nvidia-A-2
1016	3a14654e	3.919541	19.499	6.689	776efda15da71080ace3379704d9e930d07640c220a4361ee3dd9b5184435929	d3bf6b0490f16b41d436c658afa09055537f4817e2c9ecd68cfbb90e99d7aed0	55d425119eb9cbac	sliced-sha256-8.v2	nvidia-A-2
1017	3a145f7d	4.005642	19.488	6.649	6adf09f464bb28c0aff7e5a64ac581e9f6b445e80ec037afb88c7785561d08a7	cdd5c716f99302b81e724977627a0f398fdd6083d6aeeeb0ed81982a2cad4443	c699c58235bad402	sliced-sha256-8.v2	nvidia-A-2
1018	3a1459a9	3.967480	19.506	6.665	42425f538939e7c7110608c16dfb8387dcbd7043facaf5129528e68701ba2571	99138c4b9538afa81cc03e7358151d72db1f33848315e8c97dbcdb57ae270193	19ad9bf9b7838528	sliced-sha256-8.v2	nvidia-A-2
1019	3a1453d4	3.930704	19.492	6.823	94ac1db62e81bfb8fa2df669b2d4a8102546e4e48eb2391d14229588b5dfb14a	b50ca31c890e05d9d1faab0cfbb0df246157d48c12341d0d1f520d38fb8daa4b	88c5d8f91c446410	sliced-sha256-8.v2	nvidia-A-2
1020	3a144dfe	3.961461	19.515	6.907	2cf2c34fb4e5ac1fc321205cc13d9b309bc52a885146e78fd6d9ae2cf996d142	5d22d6a1b7f6ac4e46023ae76e9ea05680fa2998016b5c33fef27aecd5e7acea	9275ada1df467cbd	sliced-sha256-8.v2	nvidia-A-2
1021	3a144825	3.935540	19.521	6.534	4100cbcccc574e9bdbc90c8427bc0459d591edcf491b83dca12549369d03cc32	40362e33dbdff750dfe30548224a35c5d336445ae7fbbc2caea235335b37e7b8	839becf52c21e559	sliced-sha256-8.v2	nvidia-A-2
1022	3a14424b	3.985538	19.499	6.526	e6b905e9a85ce894697aba1efa76bb480660ea5fbb1c00378f73597b394ae5e6	0c61275aa8cc34c011afac9f87cdf1e6b4b08c3c151dfedf76d11801e7bd7dd1	6fb5bd126d108c88	sliced-sha256-8.v2	nvidia-A-2
1023	3a143c6e	3.921658	19.501	6.598	16be67344d47428c1197fb95a000d29a2b5f5137e81238416c275b672e19c7d9	4a8a9cbacc7a374239a722346afe7de00c6b596930f60b46e41ff6fbba311237	bd1b2546e03c8a5f	sliced-sha256-8.v2	nvidia-A-2
1024	3a143691	3.909462	19.494	6.635	91cb5202edd76837d5f83285639922f91ec37de42f3e16289181bfe997875505	6b45aede58a830afe3460207b1d9c4fc165280c49548c63fa8bd6a141fbdea74	fbc4ef883574db07	sliced-sha256-8.v2	nvidia-A-2
1025	3a1430b1	3.919918	19.495	6.602	bb001528946c19417efcbffff3cbae72a3c3e26b0161bb16d40202dc8592893c	02f25abb37dfd66a598eb9b55b09006c2d57948c92092a3a9ccf16ca5bce73dc	4d9ce3b1f1bd35c9	sliced-sha256-8.v2	nvidia-A-2
1026	3a142acf	3.909298	19.493	6.598	98093214123578ce1c868ab990b0e70fc0c4546334690f9ac44edd09485e2cfa	16c77a6b71995dab680c46203a2bb756262046282e5e927a94b7469c64f44252	3ff874c819783a39	sliced-sha256-8.v2	nvidia-A-2
1027	3a1424ec	3.924219	19.494	6.658	3b134d37eb3c58682d244a7df3e76f41e1cd7534304584189131266577e43ded	1f8befdd16c7782e8fb5469f71f6efff1f40286d1424b55f5c3500bebd63ece2	cff3132932e33a83	sliced-sha256-8.v2	nvidia-A-2
1028	3a141f07	3.901288	19.514	6.584	31c0adab6ef7a50e82f4e56e4bf19e3618c53f0a41876f5b9bceae86366329e4	08b0ccd9de96293da9633811743786545c286cecd780ce22bef08ab83bfe6c53	7f71a56f208ceda3	sliced-sha256-8.v2	nvidia-A-2
1029	3a141920	3.899949	19.493	6.321	977fbecd691f37312bc6a39e395c266454eaed6811396c3fee2f7e9a8d68272d	020230e063a9a27cdd9fbe1fabb26247a251b7f9dddaf27abb523cd775f7bdea	7929e16c1ab5328a	sliced-sha256-8.v2	nvidia-A-2
1030	3a141338	3.866854	19.497	6.655	ccb5f182e24648f4e35cbf8ab7551530efe64072fb47b82ad1457e9c46b6ac41	c5c02ad1eeec1a97d4ef4462332a6bf620814f722ea3f438f84c3371b6c228f7	2385311b2d37ae06	sliced-sha256-8.v2	nvidia-A-2
1031	3a140d4e	3.916567	19.500	6.632	179c86ad03505c30b5094098af4f5602f6e420870b56bec1f14816da2d07c294	e0c349d8c331a227172e7f05f136957cb9e1a7e8d045c47a23b5748d8c919100	baed28dcdb708c66	sliced-sha256-8.v2	nvidia-A-2
1032	3a140762	3.896308	19.501	6.618	5650fa12660da0c2f6332f6043889f5157d9cc51df468b8d76ae8619845c360a	64bc7b709fb7d5c8a10cdf338ec4da408cb1ea4649ce486810d200eb1ad6ed87	27d5eae42ad79322	sliced-sha256-8.v2	nvidia-A-2
1033	3a140174	3.815319	19.498	6.581	8582057dbe3596879ab889e19f284804d409096c16225a30443d4e28bed5975f	46d313349e7fa262db114f2f5309ccd443fdee263f6f62b679b90fce50d9f993	6b5775757e19ccb7	sliced-sha256-8.v2	nvidia-A-2
1034	3a13fb84	3.791532	19.511	6.686	60e9a3dd802cdbe9f14d4b5edc65fc8f84407bb7cbe119cd7f87f62dd8df3fa6	024eac6970538240e052b123bfaa20820b06d067f3dfd696f1c72db92d946bb6	cb009dc379c6d868	sliced-sha256-8.v2	nvidia-A-2
1035	3a13f593	3.789898	19.512	6.618	059176b0942c9bd31558d60d42d3e3345ffb2b02666a73bcee09e342e12238b3	7c512308144e6d21505001663afb59b27e9398b79ca6a337d598e79f7559791a	0b456fcaeaef2e96	sliced-sha256-8.v2	nvidia-A-2
1036	3a13efa0	3.766784	19.508	6.630	417ebcced63af84d0b6788a2a3e4837533e14d72ac7d86c5709860c057528ad2	6889f8a723fea317a404313427a37409b560debb988bb2f94d71c4964b317945	608351f7bcbef3ca	sliced-sha256-8.v2	nvidia-A-2
1037	3a13e9ab	3.797119	19.497	6.625	99c19d85156a9af79ddf4b3770fea01326584f111cfa1938820f5000b238288d	b2259f60bd9e8a789416164d4f03a078a06b9e6566ba23d586a49479f52a0169	9e9d5e2b48371920	sliced-sha256-8.v2	nvidia-A-2
1038	3a13e3b4	3.790480	19.512	6.600	09e84a95d977c06946e8d524425b654f5734579c6ef4cc1f24b0a75aa6e8cab4	db08c00834b34e12d7cad68209e1b3fc8ae98233af7872b5772ec22015c1e139	8f847c3a5d3b27f4	sliced-sha256-8.v2	nvidia-A-2
1039	3a13ddbc	3.729378	19.524	6.369	39229b9b24af54f4bb9fa5b1018a723d450e4503422056da272a1a0827ec125a	fc2d87a8685ca981b2d319f4ffea295b259a6c3e7ca85b33bd142d367423d8d7	23b78b6a93875c36	sliced-sha256-8.v2	nvidia-A-2
1040	3a13d7c2	3.716815	19.515	6.614	6a559ca196cf0d93a15e4624c1cb2e75a570c7253753b2eabe5addce94814eb7	ee79de4dea8f1cb1cb0c6a8c2f001db10b07e28105c26e470d8b643ec30cd32b	4512bedf9a72cbbf	sliced-sha256-8.v2	nvidia-A-2
1041	3a13d1c6	3.797471	19.499	6.615	ffa0a0fead2c835f887152ff8d6a584c26e226f734f62e46ee5626204f45760f	dc6f65d2e174f2fdf1f7802a7216108cec88f9070429a201f2399e1e932ba8ef	de6320820ee9f5c7	sliced-sha256-8.v2	nvidia-A-2
1042	3a13cbc8	3.802439	19.500	6.586	1c84b5e9ce37dc969afea5afae526da3d5ddc06c0536209f25018dbbd4ff6780	5c2b5cd3847e702c69b4ee9d52a79b44b28b9028a199c6c50a89b98ece35f5d8	dcf8cb180bd21c77	sliced-sha256-8.v2	nvidia-A-2
1043	3a13c5c9	3.791606	19.499	6.583	68920438d44e55bed9f5060c4b6c7f1a6201cdc8772f1bd36ed5c4351dde1e1c	e958e215a7865ad52d48b8e9db3835a2498081649058978051fc52d11877289f	4e767d229de85391	sliced-sha256-8.v2	nvidia-A-2
1044	3a13bfc8	3.783819	19.497	6.708	d3ede9eac2e787826aba687ccd0da948c1dbfd4ab209f7d58cb67c43072ea377	e9b341897180886b889832af69ea911f2b618d2d362b990b31d53b0452bf93df	2a86f596c04fc76c	sliced-sha256-8.v2	nvidia-A-2
1045	3a13b9c5	3.826459	19.498	6.562	3f0af15c6c62492b7ca862aca135a7a44682453b210bcfb64fc761f67ba8f642	bf814f0388413e24b51c7a64355050d46e7a5351a682164f2e22b892f221ef39	9a29efea5a60ff0f	sliced-sha256-8.v2	nvidia-A-2
1046	3a13b3c0	3.985681	19.501	6.613	9ca5f0fb8f6d79c512980dcd3a4b55199fe7d7f6e422947096738fc82daa3610	eb21f6dcc47953ed1a947002ef12c609ee1944dd43218028e22bed9b97e80710	b8e7179145435fa7	sliced-sha256-8.v2	nvidia-A-2
1047	3a13adba	3.999883	19.512	6.601	8283800655c0733871ddf8d51a90d3f58df80cb65b8e0ad2d36b92ab2585b110	631e3f4c744a1373eca4624713f34192b71df4df0373c6c3b533ec993bf1ba25	461e4645b38aa905	sliced-sha256-8.v2	nvidia-A-2
1048	3a13a7b1	3.933821	19.520	6.595	671f023862bc3e9c22b30ba44df1fa4b1ce808a09441e4c7f47b0cc61ffc1451	bba818411310a24b76990b4ff38385251f9ca08f6ce8fe1ba71c7ab16af60478	a2491bb40970c6d3	sliced-sha256-8.v2	nvidia-A-2
1049	3a13a1a8	3.965922	19.502	6.590	69bc57ae5fc88d485fdc9c952e2c5f355c94b8570c35c8f27e1b08c715e2647a	6cf23a00e106ea456d189532dc81e25df8d31a444bbe694ccb0fd65f62f25858	e50b1fe4a9ee4a1b	sliced-sha256-8.v2	nvidia-A-2
1050	3a139b9c	3.892846	19.526	6.624	fb3748e8a178ccde0055fffd3d9d5b3c791e99dbcc79afef7c15320f3292956e	53cccd37b02d19a92fb08f273bd0229c00c089c6596acaf24736ae10e0971981	708c4fb5f0867b6f	sliced-sha256-8.v2	nvidia-A-2
1051	3a13958e	3.934210	19.519	6.508	ef83803d928ce509e2f667ad6cc2d946034bf73a2022eb22f538b060fad4f56d	2a0fe7ff3589d88dbe7a53ff8a4a13daaebceec0be86d5809d5f3d92db32e04e	e0d5e42b84bc46fe	sliced-sha256-8.v2	nvidia-A-2
1052	3a138f7f	3.940429	19.502	6.650	a009a7c881c9d2a0b2ca28882887914fc9434cd459c47638d1bcc53051e65bcb	a423221b8a40ca0500c4231774f8952effa66f4abcea8d0b567351041dd39bf9	bb65e2fed763766b	sliced-sha256-8.v2	nvidia-A-2
1053	3a13896e	3.937390	19.498	6.584	4116e15582182687264296e49b492cf56f7ea946aea5f550e9d14965f0031c12	f14c0cf798126973068642d3f6bd27e977956b7cdc31a3b01ec0521b67e78e96	4044ad2385c5de8c	sliced-sha256-8.v2	nvidia-A-2
1054	3a13835c	3.929473	19.506	6.294	3a154826ef5564d78ea98be5792820a4fbe5faaacdbce41def0ac598cfc598a0	85bcaca1916f974802585d5cb179e92f7b18a013cc862cd5409e82e442f0145e	ead75b24e85200be	sliced-sha256-8.v2	nvidia-A-2
1055	3a137d47	3.906972	19.502	6.479	43470611f1e8cff4c718c392141df91e9bcfcf4b0b56838466db5884ed35f451	8119139ebf865b592278d65073e3cc700e05068bbab1846c89ef187f3df38090	8c633da639acf0f0	sliced-sha256-8.v2	nvidia-A-2
1056	3a137731	3.937802	19.504	6.597	c2b5416a579fa824cd3eac0b3f895a738f254e723e2cb2158d9c16dee9ef6403	9ba0b4e4b1f109a1ce7313452eb70252cbaca4e3fe330e2a02602d7ba81da307	7b6f182ff5336fd7	sliced-sha256-8.v2	nvidia-A-2
1057	3a137119	3.887266	19.511	6.591	d576e07c6540116f2eaafb892b88834945e46a3ce95b9a9b8203edc6ab5c59be	f305265627fad295cafa7db78f0375acf8f93123649d559fb2680d81e06df337	5b434a9349477adf	sliced-sha256-8.v2	nvidia-A-2
1058	3a136aff	3.927325	19.522	6.573	eeac362a5e32b800ddcda7ebe73fadd2b2a4c616d8119fc6e966ad1f6f89263e	1899be489678cdf240217f979a913c531c9778ed358a626407e8e37082bb562c	7efe4b4bd6821789	sliced-sha256-8.v2	nvidia-A-2
1059	3a1364e4	3.921645	19.502	6.612	c72b2e6c07f434d988d8a3a62d2b6e8dd0177a1a9f3bf735c7ab4c9d14b0bd9c	219dfee0bd4da27c8361fe14d83ca84e43cfccf540903e94eeb92fbdbb7205b8	5ecfd45b4676c9c6	sliced-sha256-8.v2	nvidia-A-2
1060	3a135ec7	3.903769	19.499	6.519	25e0e36cc793541fc2cfc34831bd9104606e4182e6a1064ffa20c5a992409313	ad1429c0fc4488d2b7dce6d627a1a93073d3fca69cefff2fb327c44d4f2e4413	66de8e9d1b89d2a9	sliced-sha256-8.v2	nvidia-A-2
1061	3a1358a8	3.884246	19.499	6.559	db5f69162fe8468ecbd26fdc6ee2cb2d213ffb3d7ab6c10b9afd22f950fe31cb	2472c50c5a59cf98e1bf8448404ea28e8fe98794669a185d23e089c690570a74	9e3a8da2834d6f7f	sliced-sha256-8.v2	nvidia-A-2
1062	3a135287	3.921194	19.501	6.582	5264f649b499b2d6e9ee29a10f98c05fdab818afae201044ca6adcd6c37ea411	b1f965b8fb2033228d4cfd21f524249f50a1d0ba1aaff4c91d6eda3bd8de63f6	c7d01573d4768cc0	sliced-sha256-8.v2	nvidia-A-2
1063	3a134c65	3.890329	19.504	6.637	4a9e07ae56cb49d10dd516cd30fe5087ecf23098c1b30696b662cc529aa3c0b4	70d9449100dc2b2be5ab4206a70a61411f40a523c779299f55723d3a94ef129c	5bfbf2db73f5f115	sliced-sha256-8.v2	nvidia-A-2
1064	3a134641	3.921526	19.501	6.532	8ecc6417df6cd482d0936bdc4e2bc3c620670f6f780291dc48e9c729d7a36c33	2b7d9e741311d6bea8350f14d1e6b8f7fa2457071d9ab65d0593c44ce892e54c	90a8ede78f130301	sliced-sha256-8.v2	nvidia-A-2
1065	3a13401b	3.917998	19.503	6.567	715e5ca7ecc009dd3ebf4c3736693b8514cc0c850368ac1ccae671892e9bdc8e	c77726761ea522009926ed4b1f04dbcbe97b6770850ebdfdd8517abae4fa3c9b	3506006794b920b6	sliced-sha256-8.v2	nvidia-A-2
1066	3a1339f3	3.902764	19.513	6.556	51fe74b872b8d7389ddfc3ee3ac46c48ab2ecf3c8607aeb8b7d57afec9562292	3c9184345639753049a0c3b84aa38bcf76c924c046540bbaebc7c515fd9d6c9b	e0eec54626478800	sliced-sha256-8.v2	nvidia-A-2
1067	3a1333ca	3.866066	19.500	6.540	ac66dd581086ebd62dfcbf80768e1540e217bb28ba0780330db6863cd6567f5e	89837f6175949e8d5a309fdffaec9f457cf94c78305e96da0c4beb46d2986fed	b3c5c2aa82b7fab7	sliced-sha256-8.v2	nvidia-A-2
1068	3a132d9f	3.861402	19.497	6.560	539dbc96b36643444d1d6ec26213c063798ea438d7ef7b693da57cacd2894cf6	5c75ff3b09ecf1b3e2932c127f27da6187e47a6c7f34d25685528fc37a2a6470	3d51a46fbb2d1a1f	sliced-sha256-8.v2	nvidia-A-2
1069	3a132772	3.873580	19.495	6.517	e29f72733a70ad305b4215a1051e139e1fe1d2738babb2dc39d86c71964bfcf6	ecfe77e9e6eaea5130ffb0d3b66d5b5f1454eb386bc95c714f635e69e7c662f6	0db61ccdd56583b6	sliced-sha256-8.v2	nvidia-A-2
1070	3a132143	3.883466	19.498	6.562	ed7836855b36219a32d9bb0460374e9197708de26c81708508af6b6c55a8c895	9232b0124d259a6f7853b4f1e194dd0b57725946a0870afd5f5347d157e35761	9210622f03423035	sliced-sha256-8.v2	nvidia-A-2
1071	3a131b13	3.876210	19.500	6.553	db6104221c9fab539625ba79b41f7c33f8be776a6acf7630c25f166bf8851941	26cb1780fdf247eb9ae49bbe38db944cc5932159dbf8d50d7fe914adbd4fd668	4253c75859787ed0	sliced-sha256-8.v2	nvidia-A-2
1072	3a1314e1	3.814897	19.500	6.583	b9ad00d2a0edcc4efa61de0a370d72fc1162bdbab69782382aaaa96c23fe5c8a	65f1eda7d72aba62e987e1302757fbb48963762beec436af9ed9bd586a30dba3	cc991fc7dadd15a6	sliced-sha256-8.v2	nvidia-A-2
1073	3a130ead	3.900967	19.545	6.584	4e205d418d98c5885aee95997c69e91849fb5003c3d878011de6cbd1cc69e291	6f840190e7de16405c173f87a97c31be5d4d52cdef5c89e920f3ca3946073d08	add1598f6c5babf4	sliced-sha256-8.v2	nvidia-A-2
1074	3a130877	3.887785	19.518	6.597	e2f3e9daf99e2e3e091e24d2626fa06b5e144a0620b492391dacb456c740c3e7	0e2fada17ce8beba57719d530781299f84849aa251f8e292ea4e1119c9d15b65	46cabc09520e0167	sliced-sha256-8.v2	nvidia-A-2
1075	3a130240	3.902459	19.500	6.591	c0518a145ace72c77dddd81840fe04726d8e001d5d31c1beaf0ab645d30ac62a	0a5494641f03665ff827abf6dabdd0bc91dd0224ecd6a4f35e1f26f33b100dc6	4f901ee812f42a48	sliced-sha256-8.v2	nvidia-A-2
1076	3a12fc07	3.853143	19.517	6.597	13daf96f4e06a6b8a6eafbb80dfbee067805fb93415ddafe9e2cfc9a299fe9d4	c4318cfdea19e835b5316131826ec194723bbb22f3b0c97f3feb81ebf34facac	27f58d9f8fc22123	sliced-sha256-8.v2	nvidia-A-2
1077	3a12f5cc	3.911955	19.515	6.527	f3bf2272075567d5e91a0a368a97cb66769f8021d4216328842b1de64912c70c	20448e558b0493d1214c37e65419ae705128795cfb7dccfe599d2adf86bbb93e	47ae9fd74ae77b50	sliced-sha256-8.v2	nvidia-A-2
1078	3a12ef90	3.741561	19.497	6.607	97ae96a1a6529dc3293c04e996244c5f3d9bd3935c5b5477fdd660d202238952	86b3d2e032b9ca455eb4ad6fef6a1f7b7598a245974c2f1c202feaac1119e2e4	773ca15109efee89	sliced-sha256-8.v2	nvidia-A-2
1079	3a12e952	3.771511	19.511	6.580	ba870ffb696208e9b77ad008fc4ab0490ca194e1d17373f0b5133a4d4f74c75c	4cfb1bff5f9398d91c7916e25b774773bb8eb0339df64a603d6a826b8585de39	95356b27a9f943e8	sliced-sha256-8.v2	nvidia-A-2
1080	3a12e312	3.783842	19.500	6.553	18006740d3a29d808cfbd78b0a1c971e0297855babc1e61ed18941a1d2c7c236	a5490d4e20a39668d58ed518a38b88f24b6505253b97e7fb1a04689d270900f7	f54ec5b7c2e2a755	sliced-sha256-8.v2	nvidia-A-2
1081	3a12dcd0	3.733326	19.488	6.624	c04c07ccdd1f47ebcd2fc2445d0ba390ad01a5ade55a690e20c3d800fac1e240	44b2be217ab27ef997717ceed755bde60d989baa5f7baf77dff2602c089d333c	677216354c5e86d8	sliced-sha256-8.v2	nvidia-A-2
1082	3a12d68d	3.778100	19.504	6.595	894f4958e07bf43101d2741a06b8b1f6129f2146580741dffd59611f78e48477	83e082e6360cdfe79cbaeb87fc5ca2818558696abea4253b66e1cbced6246330	3af3a906585b1368	sliced-sha256-8.v2	nvidia-A-2
1083	3a12d048	3.709290	19.488	6.518	6d7eaf1f5e95c9b0e2f20eb027dc5e107dd6c049c018ff5be25e438b05519aba	7831d0baedbd7bafa3092281449f6e3be85a69f6611b59d3a47390b349829375	bd0a36fee6ea07e1	sliced-sha256-8.v2	nvidia-A-2
1084	3a12ca01	3.742838	19.492	6.625	2c808a4237106ecf7a6db5b16e499e13efb82e0ad12afefc97f51fde992ad319	0f2f50530422e8f95da92f8a9a8e250993fca159b08a2d328f3bd02bb5675c83	103a180cbfd62d07	sliced-sha256-8.v2	nvidia-A-2
1085	3a12c3b8	3.776234	19.488	6.611	b5d0bac6db940245ff74a15cf55957cc1524d99685945a74acdbe67dc4ce3c7a	9726d3c481187d0309497d29b16718b5073c1230cbd087ab82018e4262687492	9f070552af7dd73b	sliced-sha256-8.v2	nvidia-A-2
1086	3a12bd6e	3.776116	19.487	6.582	45e212634bde97930e3b0050b0f08df25c3736a2fd4fa379c673385f315885ad	c2a291c62900f1c7245a05cc929b200d384eac8a3345f1c99845a8803b3747de	cfdf3100007fdee6	sliced-sha256-8.v2	nvidia-A-2
1087	3a12b722	3.769800	19.487	6.214	958252b3861e8fe3e0ed8a234ab4b86aa0b650601546aa810ca928acc269e9b4	77c1aca4a8b0caec0ec3e8200dcf68bfbac6b1476fd1de5dc25a6f9d6f7fbd74	3a3b645501992789	sliced-sha256-8.v2	nvidia-A-2
1088	3a12b0d4	3.779919	19.494	6.482	7acec79f1374362ef29119aebea9555f8aca4fb60e133aff44e95ddcb9d35d86	d9021f6cc931885873ed030615408a7be1e669cafe51c517a1e99faaa873a102	6b2f6e9841674b41	sliced-sha256-8.v2	nvidia-A-2
1089	3a12aa84	3.788573	19.496	6.617	bddbd12f191939a8f4791e49100a34e7ac6da2c8a94af61219d4e6cb6c854259	d176e96d0c6854d99c7457d31837fd94a39414564af88c84ae39d66505ef8b34	2c52602b3208517f	sliced-sha256-8.v2	nvidia-A-2
1090	3a12a433	3.922450	19.521	6.603	69b4daf130155e5fc75203513eb6e8ec7bf1dd096752edf5ff6c298e215b913c	f82ff74ead98012185209e21dc2ba2e1be9f20b81113ab80c42d125b01b528de	342dc454a018e1f0	sliced-sha256-8.v2	nvidia-A-2
1091	3a129de0	3.930991	19.497	6.665	ecfc7066854667071abc4e32679b19aad8b1e1fb63e20b1f2f1c13c6e8a98b89	f9a109eba94c81680f86e912e582473083af657b69105221148f4b9c60bd20de	9585628958d564d3	sliced-sha256-8.v2	nvidia-A-2
1092	3a12978c	3.874312	19.495	6.261	28b579f275f05b34499545a949bf95db413e91ef07323a9b0c81dbbac19ca4e9	5bf19fcbf88ee0abd2aa40566886c16ce6eca88382ae628b66101923382ce7cf	d668c3e72ceae912	sliced-sha256-8.v2	nvidia-A-2
1093	3a129135	3.856816	19.514	6.539	488b4cea8fa870a75c6884ff0ed6062f47f72291e4087dc65b40484b36abf1eb	2a4d9f86d9eb0de3a0f349e0c37d76e1c4f10f76fe2937f4f931d5bedb9e3051	055f9ae2155b7510	sliced-sha256-8.v2	nvidia-A-2
1094	3a128add	3.898500	19.511	6.575	00279377deb4562c79898f799f4830257b5942034d0d211a079a124781ec68c9	5dd044e527c5675418ff5cc971ad671260abb2c5692615cd635e23ed5701cd89	7cdb3ac4091e263d	sliced-sha256-8.v2	nvidia-A-2
1095	3a128483	3.889465	19.495	6.616	9f085ad1ecf807acb31001f67f1986c822f74b36118fca920a7d4e1d397b83f1	fbb74bddabae45ac206265a01b73410ac9b1d3991ffa65f5bae9a4fd21079028	3262c29fd96256da	sliced-sha256-8.v2	nvidia-A-2
1096	3a127e28	3.942483	19.496	6.663	7cba6732c8839fbf1f6a91fdb5bab95d16b42c091c48b3b6e7a7d9939c9b4fbb	209c50d5497504b21f8c9bc3d7f9aaf56d0a771bda862f173947dcd987595013	4b6184c8102c0f52	sliced-sha256-8.v2	nvidia-A-2
1097	3a1277cb	3.863265	19.495	6.656	6fa3e38992b815dd0ad4a070a153d3b5f763a2c9962dfe75d15dab722a051b5b	e2ca115368aa9bf95cc595e61afae6b8409af851b6bc932b6edf26d80ef6f15c	b62a453da6039616	sliced-sha256-8.v2	nvidia-A-2
1098	3a12716c	3.994065	19.512	6.613	16048a49576bb6bb20db09f66f09e9ae0a76078bc8089b70a404499b35c62641	3d6735f87a7f88a4757d9dd469f1e4eea08ec4d88d00fa286cddabcbb1b8670d	fd5d59a965f969b6	sliced-sha256-8.v2	nvidia-A-2
