build_seq_rf	0
build_seq_et	0
build_ord_rf	0
build_ord_et	0
analytic_ordered	0
use_prepare	0
prepare	0
use.1.sequential	0
run.1.sequential.taxi	0
run.1.sequential.istella	0
use.1.ordered	0
run.1.ordered.taxi	0
run.1.ordered.istella	0
use.2.ordered	0
run.2.ordered.taxi	0
run.2.ordered.istella	0
use.2.sequential	0
run.2.sequential.taxi	0
run.2.sequential.istella	0
use.3.sequential	0
run.3.sequential.taxi	0
run.3.sequential.istella	0
use.3.ordered	0
run.3.ordered.taxi	0
run.3.ordered.istella	0
summarize	0
