807 external/tcmalloc+/tcmalloc/internal/system_allocator.h:713] Warning: Unable to mbind memory (errno=1, base=0x5aae80000000, nodemask=2)
DIAG_BEGIN deviation=2705 variants=base,nomul,noload,nostage,nofold,floor rounds=11 warmups=2 body=kpack_hg (pad=4 align=16) EVERY VARIANT BUT base COMPUTES WRONG BITS BY DESIGN
NEGATIVE call=proj_fwd moved=576 first=0
MATCH call=proj_fwd shipped=0xdd3c876b6b377944 base=0xdd3c876b6b377944 moved=0
SAMPLE proj_fwd variant=base round=0 ns=251114
SAMPLE proj_fwd variant=base round=1 ns=251792
SAMPLE proj_fwd variant=base round=2 ns=251017
SAMPLE proj_fwd variant=base round=3 ns=251303
SAMPLE proj_fwd variant=base round=4 ns=251261
SAMPLE proj_fwd variant=base round=5 ns=251233
SAMPLE proj_fwd variant=base round=6 ns=251053
SAMPLE proj_fwd variant=base round=7 ns=250408
SAMPLE proj_fwd variant=base round=8 ns=249782
SAMPLE proj_fwd variant=base round=9 ns=251295
SAMPLE proj_fwd variant=base round=10 ns=252409
SAMPLE proj_fwd variant=nomul round=0 ns=209353
SAMPLE proj_fwd variant=nomul round=1 ns=210306
SAMPLE proj_fwd variant=nomul round=2 ns=210338
SAMPLE proj_fwd variant=nomul round=3 ns=209926
SAMPLE proj_fwd variant=nomul round=4 ns=208597
SAMPLE proj_fwd variant=nomul round=5 ns=209232
SAMPLE proj_fwd variant=nomul round=6 ns=210121
SAMPLE proj_fwd variant=nomul round=7 ns=209662
SAMPLE proj_fwd variant=nomul round=8 ns=208579
SAMPLE proj_fwd variant=nomul round=9 ns=209394
SAMPLE proj_fwd variant=nomul round=10 ns=209254
SAMPLE proj_fwd variant=noload round=0 ns=249887
SAMPLE proj_fwd variant=noload round=1 ns=249395
SAMPLE proj_fwd variant=noload round=2 ns=249680
SAMPLE proj_fwd variant=noload round=3 ns=254646
SAMPLE proj_fwd variant=noload round=4 ns=249597
SAMPLE proj_fwd variant=noload round=5 ns=249537
SAMPLE proj_fwd variant=noload round=6 ns=249077
SAMPLE proj_fwd variant=noload round=7 ns=249729
SAMPLE proj_fwd variant=noload round=8 ns=249501
SAMPLE proj_fwd variant=noload round=9 ns=248696
SAMPLE proj_fwd variant=noload round=10 ns=248939
SAMPLE proj_fwd variant=nostage round=0 ns=204038
SAMPLE proj_fwd variant=nostage round=1 ns=204262
SAMPLE proj_fwd variant=nostage round=2 ns=204386
SAMPLE proj_fwd variant=nostage round=3 ns=203745
SAMPLE proj_fwd variant=nostage round=4 ns=204523
SAMPLE proj_fwd variant=nostage round=5 ns=204017
SAMPLE proj_fwd variant=nostage round=6 ns=203130
SAMPLE proj_fwd variant=nostage round=7 ns=204810
SAMPLE proj_fwd variant=nostage round=8 ns=204132
SAMPLE proj_fwd variant=nostage round=9 ns=203236
SAMPLE proj_fwd variant=nostage round=10 ns=203286
SAMPLE proj_fwd variant=nofold round=0 ns=226812
SAMPLE proj_fwd variant=nofold round=1 ns=226606
SAMPLE proj_fwd variant=nofold round=2 ns=226522
SAMPLE proj_fwd variant=nofold round=3 ns=227436
SAMPLE proj_fwd variant=nofold round=4 ns=226068
SAMPLE proj_fwd variant=nofold round=5 ns=226064
SAMPLE proj_fwd variant=nofold round=6 ns=226937
SAMPLE proj_fwd variant=nofold round=7 ns=227062
SAMPLE proj_fwd variant=nofold round=8 ns=226505
SAMPLE proj_fwd variant=nofold round=9 ns=225778
SAMPLE proj_fwd variant=nofold round=10 ns=225842
SAMPLE proj_fwd variant=floor round=0 ns=126262
SAMPLE proj_fwd variant=floor round=1 ns=127274
SAMPLE proj_fwd variant=floor round=2 ns=127343
SAMPLE proj_fwd variant=floor round=3 ns=127482
SAMPLE proj_fwd variant=floor round=4 ns=127167
SAMPLE proj_fwd variant=floor round=5 ns=126759
SAMPLE proj_fwd variant=floor round=6 ns=127168
SAMPLE proj_fwd variant=floor round=7 ns=126712
SAMPLE proj_fwd variant=floor round=8 ns=127200
SAMPLE proj_fwd variant=floor round=9 ns=126811
SAMPLE proj_fwd variant=floor round=10 ns=126886
DIAG call=proj_fwd op=1 m=2048 n=768 k=768 per_step=48 group_leaves=1 variant=base median_ms=0.251233 ratio=1.0
DIAG call=proj_fwd op=1 m=2048 n=768 k=768 per_step=48 group_leaves=1 variant=nomul median_ms=0.209394 ratio=0.8334653488992291
DIAG call=proj_fwd op=1 m=2048 n=768 k=768 per_step=48 group_leaves=1 variant=noload median_ms=0.249537 ratio=0.9932492944796266
DIAG call=proj_fwd op=1 m=2048 n=768 k=768 per_step=48 group_leaves=1 variant=nostage median_ms=0.204038 ratio=0.8121464934940872
DIAG call=proj_fwd op=1 m=2048 n=768 k=768 per_step=48 group_leaves=1 variant=nofold median_ms=0.226522 ratio=0.901641106064888
DIAG call=proj_fwd op=1 m=2048 n=768 k=768 per_step=48 group_leaves=1 variant=floor median_ms=0.127167 ratio=0.5061715618569217
NEGATIVE call=proj_dA moved=576 first=0
MATCH call=proj_dA shipped=0x4a06fac1f8e83213 base=0x4a06fac1f8e83213 moved=0
SAMPLE proj_dA variant=base round=0 ns=250069
SAMPLE proj_dA variant=base round=1 ns=250712
SAMPLE proj_dA variant=base round=2 ns=249713
SAMPLE proj_dA variant=base round=3 ns=249537
SAMPLE proj_dA variant=base round=4 ns=249501
SAMPLE proj_dA variant=base round=5 ns=250798
SAMPLE proj_dA variant=base round=6 ns=251330
SAMPLE proj_dA variant=base round=7 ns=249997
SAMPLE proj_dA variant=base round=8 ns=250192
SAMPLE proj_dA variant=base round=9 ns=250534
SAMPLE proj_dA variant=base round=10 ns=250357
SAMPLE proj_dA variant=nomul round=0 ns=208417
SAMPLE proj_dA variant=nomul round=1 ns=208693
SAMPLE proj_dA variant=nomul round=2 ns=208438
SAMPLE proj_dA variant=nomul round=3 ns=210281
SAMPLE proj_dA variant=nomul round=4 ns=208377
SAMPLE proj_dA variant=nomul round=5 ns=208910
SAMPLE proj_dA variant=nomul round=6 ns=208476
SAMPLE proj_dA variant=nomul round=7 ns=207740
SAMPLE proj_dA variant=nomul round=8 ns=208167
