770 external/tcmalloc+/tcmalloc/internal/system_allocator.h:713] Warning: Unable to mbind memory (errno=1, base=0x592800000000, nodemask=2)
DIAG_BEGIN deviation=2705 variants=base,nomul,noload,nostage,nofold,floor rounds=11 warmups=2 body=kpack_hg (pad=4 align=16) EVERY VARIANT BUT base COMPUTES WRONG BITS BY DESIGN
NEGATIVE call=proj_fwd moved=576 first=0
MATCH call=proj_fwd shipped=0xdd3c876b6b377944 base=0xdd3c876b6b377944 moved=0
SAMPLE proj_fwd variant=base round=0 ns=252083
SAMPLE proj_fwd variant=base round=1 ns=251104
SAMPLE proj_fwd variant=base round=2 ns=251941
SAMPLE proj_fwd variant=base round=3 ns=251481
SAMPLE proj_fwd variant=base round=4 ns=250807
SAMPLE proj_fwd variant=base round=5 ns=251333
SAMPLE proj_fwd variant=base round=6 ns=251099
SAMPLE proj_fwd variant=base round=7 ns=251087
SAMPLE proj_fwd variant=base round=8 ns=251183
SAMPLE proj_fwd variant=base round=9 ns=250850
SAMPLE proj_fwd variant=base round=10 ns=251477
SAMPLE proj_fwd variant=nomul round=0 ns=209035
SAMPLE proj_fwd variant=nomul round=1 ns=210911
SAMPLE proj_fwd variant=nomul round=2 ns=210547
SAMPLE proj_fwd variant=nomul round=3 ns=209844
SAMPLE proj_fwd variant=nomul round=4 ns=209324
SAMPLE proj_fwd variant=nomul round=5 ns=209632
SAMPLE proj_fwd variant=nomul round=6 ns=209634
SAMPLE proj_fwd variant=nomul round=7 ns=209504
SAMPLE proj_fwd variant=nomul round=8 ns=209607
SAMPLE proj_fwd variant=nomul round=9 ns=209194
SAMPLE proj_fwd variant=nomul round=10 ns=210353
SAMPLE proj_fwd variant=noload round=0 ns=249771
SAMPLE proj_fwd variant=noload round=1 ns=250904
SAMPLE proj_fwd variant=noload round=2 ns=250477
SAMPLE proj_fwd variant=noload round=3 ns=249554
SAMPLE proj_fwd variant=noload round=4 ns=249263
SAMPLE proj_fwd variant=noload round=5 ns=249529
SAMPLE proj_fwd variant=noload round=6 ns=250776
SAMPLE proj_fwd variant=noload round=7 ns=248896
SAMPLE proj_fwd variant=noload round=8 ns=249053
SAMPLE proj_fwd variant=noload round=9 ns=249895
SAMPLE proj_fwd variant=noload round=10 ns=249295
SAMPLE proj_fwd variant=nostage round=0 ns=204287
SAMPLE proj_fwd variant=nostage round=1 ns=204338
SAMPLE proj_fwd variant=nostage round=2 ns=204374
SAMPLE proj_fwd variant=nostage round=3 ns=204559
SAMPLE proj_fwd variant=nostage round=4 ns=203921
SAMPLE proj_fwd variant=nostage round=5 ns=204077
SAMPLE proj_fwd variant=nostage round=6 ns=203909
SAMPLE proj_fwd variant=nostage round=7 ns=204878
SAMPLE proj_fwd variant=nostage round=8 ns=203798
SAMPLE proj_fwd variant=nostage round=9 ns=204085
SAMPLE proj_fwd variant=nostage round=10 ns=203729
