lane	mode	round	seconds	hash
kmeans	FAST	1	0.004434949	eeea38872c935b98
kmeans	IDENTICAL	1	0.005077732	eeea38872c935b98
kmeans	FAST	2	0.004407012	eeea38872c935b98
kmeans	IDENTICAL	2	0.004624916	eeea38872c935b98
kmeans	FAST	3	0.004528125	eeea38872c935b98
kmeans	IDENTICAL	3	0.004630574	eeea38872c935b98
knn	FAST	1	0.001636693	9e9aa062eb21a806
knn	IDENTICAL	1	0.004773832	4c6f4a612b096067
knn	FAST	2	0.001662698	9e9aa062eb21a806
knn	IDENTICAL	2	0.004690823	4c6f4a612b096067
knn	FAST	3	0.001630792	9e9aa062eb21a806
knn	IDENTICAL	3	0.004708576	4c6f4a612b096067
dbscan	FAST	1	0.03502286	a9223881fb236c77
dbscan	IDENTICAL	1	0.033542549	a9223881fb236c77
dbscan	FAST	2	0.034996698	a9223881fb236c77
dbscan	IDENTICAL	2	0.033467893	a9223881fb236c77
dbscan	FAST	3	0.034968502	a9223881fb236c77
dbscan	IDENTICAL	3	0.033566102	a9223881fb236c77
gram	FAST	1	0.000290692	8fc43d52cfaafa58
gram	IDENTICAL	1	0.000497837	0e9de1a0121f721a
gram	FAST	2	0.000292737	8fc43d52cfaafa58
gram	IDENTICAL	2	0.000497901	0e9de1a0121f721a
gram	FAST	3	0.000290928	8fc43d52cfaafa58
gram	IDENTICAL	3	0.000498269	0e9de1a0121f721a
nt	FAST	1	6.535e-05	1ce38742d2ffc019
nt	IDENTICAL	1	8.5421e-05	5c68413208583222
nt	FAST	2	8.9605e-05	1ce38742d2ffc019
nt	IDENTICAL	2	8.634e-05	5c68413208583222
nt	FAST	3	6.2856e-05	1ce38742d2ffc019
nt	IDENTICAL	3	8.5587e-05	5c68413208583222
gemv	FAST	1	1.719e-05	c672e0ac7ed6697f
gemv	IDENTICAL	1	2.6548e-05	a0d44fa8c1343b19
gemv	FAST	2	1.7095e-05	c672e0ac7ed6697f
gemv	IDENTICAL	2	2.6252e-05	a0d44fa8c1343b19
gemv	FAST	3	1.6899e-05	c672e0ac7ed6697f
gemv	IDENTICAL	3	2.5945e-05	a0d44fa8c1343b19
gbdt	FAST	1	0.72788109	4a1588d5f77560b2
gbdt	IDENTICAL	1	0.696011914	edde9bd742ac76f3
gbdt	FAST	2	0.72988581	4a1588d5f77560b2
gbdt	IDENTICAL	2	0.685817837	edde9bd742ac76f3
gbdt	FAST	3	0.7261364	4a1588d5f77560b2
gbdt	IDENTICAL	3	0.700430143	edde9bd742ac76f3
rf	FAST	1	0.799109883	acfbdbde102e8c54
rf	IDENTICAL	1	0.795289109	acfbdbde102e8c54
rf	FAST	2	0.799616476	acfbdbde102e8c54
rf	IDENTICAL	2	0.7978977	acfbdbde102e8c54
rf	FAST	3	0.793073799	acfbdbde102e8c54
rf	IDENTICAL	3	0.803951934	acfbdbde102e8c54
et	FAST	1	2.121311032	a4d03520b4584c37
et	IDENTICAL	1	2.12125418	a4d03520b4584c37
et	FAST	2	2.148732217	a4d03520b4584c37
et	IDENTICAL	2	2.126207849	a4d03520b4584c37
et	FAST	3	2.142244682	a4d03520b4584c37
et	IDENTICAL	3	2.158853778	a4d03520b4584c37
