lane	n	fast_med_s	ident_med_s	ratio_med	ratio_min	ratio_max	fast_min_s	fast_max_s	ident_min_s	ident_max_s	fast_hash	ident_hash	hash_note
kmeans	3	0.004435	0.004631	1.044	1.023	1.145	0.004407	0.004528	0.004625	0.005078	eeea38872c935b98	eeea38872c935b98	fast==ident bits
knn	3	0.001637	0.004709	2.877	2.821	2.917	0.001631	0.001663	0.004691	0.004774	9e9aa062eb21a806	4c6f4a612b096067	fast!=ident bits
dbscan	3	0.034997	0.033543	0.958	0.956	0.960	0.034969	0.035023	0.033468	0.033566	a9223881fb236c77	a9223881fb236c77	fast==ident bits
gram	3	0.000291	0.000498	1.711	1.701	1.713	0.000291	0.000293	0.000498	0.000498	8fc43d52cfaafa58	0e9de1a0121f721a	fast!=ident bits
nt	3	0.000065	0.000086	1.310	0.964	1.362	0.000063	0.000090	0.000085	0.000086	1ce38742d2ffc019	5c68413208583222	fast!=ident bits
gemv	3	0.000017	0.000026	1.536	1.535	1.544	0.000017	0.000017	0.000026	0.000027	c672e0ac7ed6697f	a0d44fa8c1343b19	fast!=ident bits
gbdt	3	0.727881	0.696012	0.956	0.940	0.965	0.726136	0.729886	0.685818	0.700430	4a1588d5f77560b2	edde9bd742ac76f3	fast!=ident bits
rf	3	0.799110	0.797898	0.998	0.995	1.014	0.793074	0.799616	0.795289	0.803952	acfbdbde102e8c54	acfbdbde102e8c54	fast==ident bits
et	3	2.142245	2.126208	0.993	0.990	1.008	2.121311	2.148732	2.121254	2.158854	a4d03520b4584c37	a4d03520b4584c37	fast==ident bits
