create (POST to ssh up)	24
arm (on-pod watchdog)	7
stage (source + R2 URL maps)	30
env (pixi binary + envs)	5
build (host bindings)	46
run (command)	23
create to first result (POST to command end)	136
cache upload (misses only)	0
fetch	2
teardown (DELETE to verified gone)	1
billed (POST to verified gone)	154
spend	$0.0205 at $0.48/hr
