"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,1,1,8858,8858,16777216,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_ACTIVE_INST_VALU",9175040.000000,1203318443901,1203318479541
1,1,1,1,8858,8858,16777216,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_BUSY_CYCLES",2132563.000000,1203318443901,1203318479541
1,1,1,1,8858,8858,16777216,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_VALU",9175040.000000,1203318443901,1203318479541
1,1,1,1,8858,8858,16777216,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVES",262144.000000,1203318443901,1203318479541
2,2,1,1,8858,8858,1572864,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_ACTIVE_INST_VALU",860160.000000,1203318669169,1203318674341
2,2,1,1,8858,8858,1572864,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_BUSY_CYCLES",212713.000000,1203318669169,1203318674341
2,2,1,1,8858,8858,1572864,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_VALU",860160.000000,1203318669169,1203318674341
2,2,1,1,8858,8858,1572864,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVES",24576.000000,1203318669169,1203318674341
3,3,1,1,8858,8858,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_ACTIVE_INST_VALU",854665728.000000,1203320491530,1203322820877
3,3,1,1,8858,8858,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_BUSY_CYCLES",139215140.000000,1203320491530,1203322820877
3,3,1,1,8858,8858,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_VALU",854629440.000000,1203320491530,1203322820877
3,3,1,1,8858,8858,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAVES",12288.000000,1203320491530,1203322820877
4,4,1,1,8858,8858,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_ACTIVE_INST_VALU",27721728.000000,1203322873757,1203322957747
4,4,1,1,8858,8858,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_BUSY_CYCLES",4072346.000000,1203322873757,1203322957747
4,4,1,1,8858,8858,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_VALU",27721728.000000,1203322873757,1203322957747
4,4,1,1,8858,8858,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVES",98304.000000,1203322873757,1203322957747
5,5,1,1,8858,8858,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_ACTIVE_INST_VALU",854665728.000000,1203603949581,1203606263812
5,5,1,1,8858,8858,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_BUSY_CYCLES",139927109.000000,1203603949581,1203606263812
5,5,1,1,8858,8858,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_VALU",854629440.000000,1203603949581,1203606263812
5,5,1,1,8858,8858,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAVES",12288.000000,1203603949581,1203606263812
6,6,1,1,8858,8858,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_ACTIVE_INST_VALU",27721728.000000,1203606343952,1203606425135
6,6,1,1,8858,8858,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_BUSY_CYCLES",4146915.000000,1203606343952,1203606425135
6,6,1,1,8858,8858,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_VALU",27721728.000000,1203606343952,1203606425135
6,6,1,1,8858,8858,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVES",98304.000000,1203606343952,1203606425135
