lane	mode	round	seconds	hash
kmeans	FAST	1	0.006462263	23250b50508d95f9
kmeans	IDENTICAL	1	0.005996335	eeea38872c935b98
kmeans	FAST	2	0.006042525	23250b50508d95f9
kmeans	IDENTICAL	2	0.005990765	eeea38872c935b98
kmeans	FAST	3	0.006149785	23250b50508d95f9
kmeans	IDENTICAL	3	0.006080185	eeea38872c935b98
knn	FAST	1	0.432559752	66b39e1b00f63524
knn	IDENTICAL	1	0.003529026	4c6f4a612b096067
knn	FAST	2	0.399263417	51f802a7233702ac
knn	IDENTICAL	2	0.003546796	4c6f4a612b096067
knn	FAST	3	0.381043509	fd08af4764cdf880
knn	IDENTICAL	3	0.003599857	4c6f4a612b096067
dbscan	FAST	1	0.044693859	a9223881fb236c77
dbscan	IDENTICAL	1	0.043311195	a9223881fb236c77
dbscan	FAST	2	0.044257254	a9223881fb236c77
dbscan	IDENTICAL	2	0.043403086	a9223881fb236c77
dbscan	FAST	3	0.044641195	a9223881fb236c77
dbscan	IDENTICAL	3	0.043547759	a9223881fb236c77
gram	FAST	1	0.393249509	37fc8ca7a94b7568
gram	IDENTICAL	1	0.001088627	0e9de1a0121f721a
gram	FAST	2	0.377302006	37fc8ca7a94b7568
gram	IDENTICAL	2	0.001069976	0e9de1a0121f721a
gram	FAST	3	0.382721942	37fc8ca7a94b7568
gram	IDENTICAL	3	0.001077477	0e9de1a0121f721a
nt	FAST	1	0.380970165	5c68413208583222
nt	IDENTICAL	1	0.000522058	5c68413208583222
nt	FAST	2	0.373744236	5c68413208583222
nt	IDENTICAL	2	0.000611487	5c68413208583222
nt	FAST	3	0.399685832	5c68413208583222
nt	IDENTICAL	3	0.000528228	5c68413208583222
gemv	FAST	1	0.000579227	baa72e10387fa2c8
gemv	IDENTICAL	1	0.000522768	a0d44fa8c1343b19
gemv	FAST	2	0.000482109	baa72e10387fa2c8
gemv	IDENTICAL	2	0.000526329	a0d44fa8c1343b19
gemv	FAST	3	0.000491829	baa72e10387fa2c8
gemv	IDENTICAL	3	0.000519309	a0d44fa8c1343b19
gbdt	FAST	1	0.692598933	45bfcba4070bf931
gbdt	IDENTICAL	1	0.561566006	edde9bd742ac76f3
gbdt	FAST	2	0.688961357	45bfcba4070bf931
gbdt	IDENTICAL	2	0.55685626	edde9bd742ac76f3
gbdt	FAST	3	0.699636859	45bfcba4070bf931
gbdt	IDENTICAL	3	0.559471523	edde9bd742ac76f3
rf	FAST	1	0.647397667	0c961d27f113ab44
rf	IDENTICAL	1	0.645202852	acfbdbde102e8c54
rf	FAST	2	0.649707626	0c961d27f113ab44
rf	IDENTICAL	2	0.644167174	acfbdbde102e8c54
rf	FAST	3	0.647739118	0c961d27f113ab44
rf	IDENTICAL	3	0.644197692	acfbdbde102e8c54
et	FAST	1	2.115779653	a4d03520b4584c37
et	IDENTICAL	1	2.110566816	a4d03520b4584c37
et	FAST	2	2.105725834	a4d03520b4584c37
et	IDENTICAL	2	2.106604027	a4d03520b4584c37
et	FAST	3	2.115871913	a4d03520b4584c37
et	IDENTICAL	3	2.106376718	a4d03520b4584c37
