lane	n	fast_med_s	ident_med_s	ratio_med	ratio_min	ratio_max	fast_min_s	fast_max_s	ident_min_s	ident_max_s	fast_hash	ident_hash	hash_note
kmeans	3	0.003703	0.003922	1.059	1.042	1.067	0.003690	0.003718	0.003873	0.003952	23250b50508d95f9	eeea38872c935b98	fast!=ident bits
knn	3	0.000493	0.003257	6.607	5.819	6.684	0.000492	0.000560	0.003236	0.003295	MOVED	4c6f4a612b096067	FAST HASH MOVED across legs (3 distinct)
dbscan	3	0.041812	0.040478	0.968	0.966	0.969	0.041794	0.041907	0.040459	0.040529	a9223881fb236c77	a9223881fb236c77	fast==ident bits
gram	3	0.000269	0.000569	2.115	1.712	2.141	0.000265	0.000333	0.000568	0.000569	37fc8ca7a94b7568	0e9de1a0121f721a	fast!=ident bits
nt	3	0.000080	0.000049	0.610	0.574	0.723	0.000067	0.000085	0.000049	0.000051	5c68413208583222	5c68413208583222	fast==ident bits
gemv	3	0.000018	0.000040	2.274	1.910	2.457	0.000016	0.000021	0.000039	0.000041	baa72e10387fa2c8	a0d44fa8c1343b19	fast!=ident bits
gbdt	3	0.601749	0.470736	0.782	0.770	0.790	0.599840	0.602194	0.463962	0.473729	45bfcba4070bf931	edde9bd742ac76f3	fast!=ident bits
rf	3	0.641338	0.637172	0.994	0.994	0.997	0.639110	0.641892	0.637169	0.638223	0c961d27f113ab44	acfbdbde102e8c54	fast!=ident bits
et	3	2.108160	2.108922	1.000	0.999	1.003	2.103447	2.113934	2.106617	2.115558	a4d03520b4584c37	a4d03520b4584c37	fast==ident bits
