"Kind","Agent_Id","Queue_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","Private_Segment_Size","Group_Segment_Size","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH",1,1,4132,1,11,"extratrees_ported_decisiontree6A6A6A6A_7629de937fd59af7",1,933605401988,933605657943,0,0,128,1,1,67000064,1,1
"KERNEL_DISPATCH",1,1,4132,2,7,"__amd_rocclr_copyBuffer",2,933606976337,933606983457,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,3,7,"__amd_rocclr_copyBuffer",3,933606982827,933606986707,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,4,7,"__amd_rocclr_copyBuffer",4,933607152555,933607158675,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,5,7,"__amd_rocclr_copyBuffer",5,933607158823,933607165823,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,6,7,"__amd_rocclr_copyBuffer",6,933607166214,933607171054,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,7,10,"__amd_rocclr_fillBufferAligned",7,933607188115,933607192194,0,0,256,1,1,3072,1,1
"KERNEL_DISPATCH",1,1,4132,8,12,"extratrees_ported_decisiontree6A6A6A6A_329a4e6d705a998a",8,933607478568,933607506008,0,264,128,1,1,8576,1,1
"KERNEL_DISPATCH",1,1,4132,9,13,"extratrees_ported_decisiontree6A6A6A6A_dd94670477df3753",9,933607734793,933607737073,0,0,64,1,1,384,1,1
"KERNEL_DISPATCH",1,1,4132,10,14,"extratrees_ported_decisiontree6A6A6A6A_4ebbbad78e59a0b7",10,933607967603,933917265624,0,24,128,1,1,67004288,5,1
"KERNEL_DISPATCH",1,1,4132,11,15,"extratrees_ported_decisiontree6A6A6A6A_5aee4290147ac7a3",11,933917298434,933917303274,0,0,64,1,1,384,1,1
"KERNEL_DISPATCH",1,1,4132,12,10,"__amd_rocclr_fillBufferAligned",12,933917303274,933917308152,0,0,256,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,13,16,"extratrees_ported_decisiontree6A6A6A6A_b885a1ff67cfa1f5",13,933917296953,933917315393,0,0,64,1,1,384,1,1
"KERNEL_DISPATCH",1,1,4132,14,7,"__amd_rocclr_copyBuffer",14,933917305394,933917323154,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,15,17,"extratrees_ported_decisiontree6A6A6A6A_f398b0b9c9cfa517",15,933917311064,933917328663,0,0,64,1,1,384,1,1
"KERNEL_DISPATCH",1,1,4132,16,18,"extratrees_ported_decisiontree6A6A6A6A_04434e2786233cb9",16,933917328157,934226120258,0,32,128,1,1,67004288,5,1
"KERNEL_DISPATCH",1,1,4132,17,19,"extratrees_ported_decisiontree6A6A6A6A_11c9649934bf8c9c",17,934226154648,934226160528,0,0,64,1,1,384,1,1
"KERNEL_DISPATCH",1,1,4132,18,20,"extratrees_ported_decisiontree6A6A6A6A_b93721a4549bd7fc",18,934226160528,934226165526,0,0,64,1,1,384,1,1
"KERNEL_DISPATCH",1,1,4132,19,10,"__amd_rocclr_fillBufferAligned",19,934226151187,934226168307,0,0,256,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,20,21,"extratrees_ported_decisiontree6A6A6A6A_1b00ae08b1b84291",20,934226160876,934226177836,0,0,64,1,1,128,1,1
"KERNEL_DISPATCH",1,1,4132,21,22,"extratrees_ported_decisiontree6A6A6A6A_2d5f8fe95fb9641d",21,934226164566,934226182366,0,72,128,1,1,128,67,1
"KERNEL_DISPATCH",1,1,4132,22,7,"__amd_rocclr_copyBuffer",22,934226181707,934226186346,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,23,7,"__amd_rocclr_copyBuffer",23,934226185916,934226190476,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,24,7,"__amd_rocclr_copyBuffer",24,934226191856,934226195656,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,25,7,"__amd_rocclr_copyBuffer",25,934226219815,934226223815,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,26,7,"__amd_rocclr_copyBuffer",26,934226223805,934226227685,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,27,7,"__amd_rocclr_copyBuffer",27,934226280304,934226288384,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",1,1,4132,28,7,"__amd_rocclr_copyBuffer",28,934226352014,934226360493,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",1,1,4132,29,7,"__amd_rocclr_copyBuffer",29,934226394092,934226402452,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",1,1,4132,30,7,"__amd_rocclr_copyBuffer",30,934226433542,934226441702,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",1,1,4132,31,23,"extratrees_ported_decisiontree6A6A6A6A_bbd1706c651b6f7a",31,934227261516,934227546831,0,264,128,1,1,67004288,1,1
"KERNEL_DISPATCH",1,1,4132,32,24,"extratrees_ported_decisiontree6A6A6A6A_cb09cb9121de6afc",32,934227546721,934227617280,0,264,128,1,1,8576,1,1
"KERNEL_DISPATCH",1,1,4132,33,25,"extratrees_ported_decisiontree6A6A6A6A_f054e513a6aceab4",33,934227707937,934228096850,0,264,128,1,1,67004288,1,1
"KERNEL_DISPATCH",1,1,4132,34,26,"extratrees_ported_decisiontree6A6A6A6A_1bfb8113fef77e16",34,934228097061,934228352256,0,0,128,1,1,67004288,1,1
"KERNEL_DISPATCH",1,1,4132,35,7,"__amd_rocclr_copyBuffer",35,934448636370,934448642330,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,36,7,"__amd_rocclr_copyBuffer",36,934448665019,934448668859,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,37,7,"__amd_rocclr_copyBuffer",37,934448869985,934448874105,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,38,7,"__amd_rocclr_copyBuffer",38,934448874595,934448879955,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,39,7,"__amd_rocclr_copyBuffer",39,934448881305,934448886065,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",1,1,4132,40,10,"__amd_rocclr_fillBufferAligned",40,934448884525,934448889245,0,0,256,1,1,3072,1,1
"KERNEL_DISPATCH",1,1,4132,41,12,"extratrees_ported_decisiontree6A6A6A6A_329a4e6d705a998a",41,934448889264,934448916464,0,264,128,1,1,17152,1,1
"KERNEL_DISPATCH",1,1,4132,42,13,"extratrees_ported_decisiontree6A6A6A6A_dd94670477df3753",42,934448923105,934448927385,0,0,64,1,1,704,1,1
