create (POST to ssh up)	37
arm (on-pod watchdog)	7
stage (source + R2 URL maps)	50
env (pixi binary + envs)	42
build (host bindings)	35
run (command)	31
create to first result (POST to command end)	204
cache upload (misses only)	0
fetch	2
teardown (DELETE to verified gone)	2
billed (POST to verified gone)	215
spend	$0.0036 at $0.06/hr
