EXPECTED FAIL extra sticky count
MATCH old 180 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 181 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 182 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 183 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 184 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 185 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 186 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 187 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 188 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 189 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 190 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 191 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 192 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 193 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 194 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 195 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 196 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 197 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 198 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 199 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 200 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 201 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 202 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 203 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 204 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 205 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 206 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 207 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 208 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 209 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 210 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 211 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 212 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 213 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 214 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 215 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 216 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 217 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 218 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 219 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 220 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 221 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 222 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 223 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 224 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 225 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 226 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 227 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 228 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 229 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 230 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 231 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 232 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 233 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 234 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 235 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 236 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 237 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 238 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 239 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 240 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0}
MATCH old 241 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 242 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 243 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 244 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 245 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 246 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 247 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 248 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 249 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 250 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 251 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 252 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 253 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 254 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 255 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 256 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 257 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1}
MATCH old 258 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 259 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 260 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 261 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 262 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 263 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 264 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 265 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 266 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 267 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 268 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 269 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 270 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 271 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 272 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 273 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 274 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 275 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 276 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 277 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 278 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 279 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 280 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 281 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 282 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 283 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 284 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 285 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 286 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 10, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 2}
MATCH old 287 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 288 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 289 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 290 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 291 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 292 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 293 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 294 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 295 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 296 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 297 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 298 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 299 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 300 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 301 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 302 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 303 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 304 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 305 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 306 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 307 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 308 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 309 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 310 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 311 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 312 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 313 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 314 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 315 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 316 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 317 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 318 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 319 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 320 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 9, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 3}
MATCH old 321 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 322 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 323 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 324 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 325 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 326 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 327 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 328 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 329 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 330 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 331 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 332 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 333 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 334 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 335 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 336 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 337 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 338 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 339 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 340 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 341 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 342 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 343 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 344 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 345 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 346 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 347 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 348 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 349 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 350 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 351 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 352 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 353 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 354 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 355 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 356 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 357 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 358 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 359 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 360 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
