EXPECTED FAIL extra sticky count
MATCH old 361 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 362 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 363 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 364 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 365 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 366 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 367 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 368 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 369 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 370 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 371 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 372 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 373 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 374 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 375 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 376 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 377 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 378 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 379 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 380 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 381 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 382 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 383 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 384 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 385 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 386 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 387 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 388 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 389 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 390 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 391 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 392 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 393 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 394 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 395 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 396 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 397 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 398 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 399 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 400 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 401 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 402 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 403 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 404 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 405 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 406 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 407 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 408 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 409 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 410 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 411 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 412 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 413 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 414 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 415 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 416 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 417 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 418 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 419 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 420 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 421 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 7, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 5}
MATCH old 422 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 423 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 424 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 425 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 8, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 4}
MATCH old 426 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 6, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 6}
MATCH old 427 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 428 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 429 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 430 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 431 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 432 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 433 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 434 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 435 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 436 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 437 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 438 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 439 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 440 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 441 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 442 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 443 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 444 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 445 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 446 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 447 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 448 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 449 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 450 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 451 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 452 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 453 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 454 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 455 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 456 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 457 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 458 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 459 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 460 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 461 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 462 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 463 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 464 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 465 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 466 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 467 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 468 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 469 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 470 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 471 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 472 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 473 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 474 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 475 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 476 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 477 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 478 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 479 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 480 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 481 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 482 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 483 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 484 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 485 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 486 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 487 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 488 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 489 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 490 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 491 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 492 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 493 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 494 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 495 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 496 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 497 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 498 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 499 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 500 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 501 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 502 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 503 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 504 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 505 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 506 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 507 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 508 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 509 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 510 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 511 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 512 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 513 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 514 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 515 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 516 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 517 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 518 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 519 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 520 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 521 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 522 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 523 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 524 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 525 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 526 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 527 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 528 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 529 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 530 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 531 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 532 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 533 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 5, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 7}
MATCH old 534 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 535 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 536 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 537 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 538 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 539 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 540 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 541 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
