build	mamba	fast	0
gate	mamba	fast	1
build	transformer	fast	0
gate	transformer	fast	1
build	mamba	deterministic	0
gate	mamba	deterministic	1
build	transformer	deterministic	0
gate	transformer	deterministic	1
build	mamba	identical	0
gate	mamba	identical	0
build	transformer	identical	0
gate	transformer	identical	0
