build-price	0	42s
build-timers	0	31s
build-arms-check	0	41s
arms-check	0	2s
smoke-bwd_stash	0	2s
smoke-fwd_sstash	0	2s
smoke-bwd_stash_tiled	0	1s
smoke-stash_tiled	0	2s
build-binding-base	0	42s
build-binding-byte-lm	0	58s
corpus-tinyshakespeare	0	0s
corpus-cpython312-lib	0	2s
dump-shakespeare	0	38s
dump-cpython	0	39s
price-bwd_stash	0	3s
price-fwd_sstash	0	3s
price-bwd_stash_tiled	0	3s
price-stash_tiled	0	2s
timers-baseline	0	2s
timers-bwd_stash	0	2s
timers-fwd_sstash	0	1s
timers-bwd_stash_tiled	0	2s
timers-stash_tiled	0	2s
lm-baseline-shakespeare	0	64s
lmtiming-baseline-shakespeare	0	40s
lm-stash_tiled-shakespeare	0	61s
lmtiming-stash_tiled-shakespeare	0	36s
lm-baseline-cpython	0	59s
lmtiming-baseline-cpython	0	39s
lm-stash_tiled-cpython	0	58s
lmtiming-stash_tiled-cpython	0	37s
