create (POST to ssh up)	95
arm (on-pod watchdog)	8
stage (source + R2 URL maps)	77
env (pixi binary + envs)	37
build (host bindings)	1006
run (command)	241
create to first result (POST to command end)	1466
cache upload (misses only)	0
fetch	5
teardown (DELETE to verified gone)	3
billed (POST to verified gone)	1520
spend	$0.2027 at $0.48/hr
