# DEVIATION 2630 step breakdown; ms per step, median over the timed steps
# gpu: NVIDIA H100 80GB HBM3, 580.126.09, 81559 MiB, 9.0, 5, 16, 700.00 W, 32, 1980 MHz, GPU-b5faf4a8-781a-adb5-c982-6d3168359751
# host: model name	: Intel(R) Xeon(R) Platinum 8480+ | nproc=2 | 6.8.0-106-generic
corpus	kind	component	parent	depth	ms_per_step_median	share_of_envelope	lines_per_step	launches_per_step	syncs_per_step	note
enwik8	leaf	grad.residual1_add	bwd.mlp_through_oproj	3	0.199	0.0009	12	12.0	0.0	
enwik8	leaf	grad.o_copy	bwd.mlp_through_oproj	3	0.194	0.0009	12	12.0	0.0	
enwik8	leaf	grad.o_dA	bwd.mlp_through_oproj	3	3.072	0.0143	12	12.0	0.0	
enwik8	leaf	grad.o_dB	bwd.mlp_through_oproj	3	2.954	0.0138	12	12.0	0.0	
enwik8	remainder	remainder:bwd.mlp_through_oproj	bwd.mlp_through_oproj	3	1.563	0.0073				parent minus its children per step, then the median
enwik8	leaf	bwd.before_attention	envelope.blocks_backward	2	0.019	0.0001	12			
enwik8	parent	bwd.attention	envelope.blocks_backward	2	39.747	0.1854	12			
enwik8	leaf	attn.bwd_corner_flag	bwd.attention	3	0.330	0.0015	12			
enwik8	leaf	attn.bwd_dq_tiled_pf	bwd.attention	3	12.537	0.0585	12			
enwik8	leaf	attn.bwd_kvgrid_dkdv_pf	bwd.attention	3	10.086	0.0470	12			
enwik8	leaf	attn.bwd_regime_scan	bwd.attention	3	1.710	0.0080	12			
enwik8	leaf	attn.bwd_scratch_alloc	bwd.attention	3	0.163	0.0008	12			
enwik8	leaf	attn.bwd_zdot_estash_dres_pf	bwd.attention	3	14.937	0.0697	12			
enwik8	remainder	remainder:bwd.attention	bwd.attention	3	0.065	0.0003				parent minus its children per step, then the median
enwik8	parent	bwd.after_attention	envelope.blocks_backward	2	21.939	0.1023	12			
enwik8	leaf	grad.kv_slice	bwd.after_attention	3	0.484	0.0023	12	24.0	0.0	
enwik8	leaf	grad.rope	bwd.after_attention	3	0.539	0.0025	12	24.0	0.0	
enwik8	leaf	grad.q_dB	bwd.after_attention	3	2.975	0.0139	12	12.0	0.0	
enwik8	leaf	grad.k_dB	bwd.after_attention	3	2.950	0.0138	12	12.0	0.0	
enwik8	leaf	grad.v_dB	bwd.after_attention	3	2.952	0.0138	12	12.0	0.0	
enwik8	leaf	grad.q_dA	bwd.after_attention	3	3.042	0.0142	12	12.0	0.0	
enwik8	leaf	grad.k_dA	bwd.after_attention	3	3.048	0.0142	12	12.0	0.0	
enwik8	leaf	grad.v_dA	bwd.after_attention	3	3.043	0.0142	12	12.0	0.0	
enwik8	leaf	grad.qkv_fanin	bwd.after_attention	3	0.206	0.0010	12	12.0	0.0	
enwik8	leaf	grad.norm1_kernels	bwd.after_attention	3	1.200	0.0056	12	36.0	0.0	
enwik8	leaf	grad.norm1_dW	bwd.after_attention	3	0.400	0.0019	12	24.0	12.0	
enwik8	leaf	grad.x_add	bwd.after_attention	3	0.197	0.0009	12	12.0	0.0	
enwik8	remainder	remainder:bwd.after_attention	bwd.after_attention	3	0.926	0.0043				parent minus its children per step, then the median
enwik8	remainder	remainder:envelope.blocks_backward	envelope.blocks_backward	2	0.159	0.0007				parent minus its children per step, then the median
enwik8	leaf	step.embedding_backward	envelope.native_call	1	2.516	0.0117	1			
enwik8	leaf	step.pack_grads	envelope.native_call	1	0.919	0.0043	1			
enwik8	leaf	step.validate_grads_scan	envelope.native_call	1	0.545	0.0025	1			
enwik8	leaf	step.optimizer	envelope.native_call	1	1.731	0.0081	1			
enwik8	leaf	step.validate_after_scan	envelope.native_call	1	2.145	0.0100	1			
enwik8	leaf	step.bind_final_sync	envelope.native_call	1	0.002	0.0000	1			
enwik8	leaf	step.bind_publish	envelope.native_call	1	0.014	0.0001	1			
enwik8	remainder	remainder:envelope.native_call	envelope.native_call	1	0.415	0.0019				parent minus its children per step, then the median
enwik8	category	gemm (every GEMM call, head and RMSNorm weight gradients included)	envelope.native_call	1	123.664	0.5767				leaves summed per step, then the median
enwik8	category	attention kernels (fused launchers, regime scans, corner flags)	envelope.native_call	1	62.213	0.2901				leaves summed per step, then the median
enwik8	category	remainders (timer prints, host work between ticks, untimed code)	envelope.native_call	1	4.505	0.0210				leaves summed per step, then the median
enwik8	category	refusal and validation scans	envelope.native_call	1	4.111	0.0192				leaves summed per step, then the median
enwik8	category	rmsnorm forward	envelope.native_call	1	3.062	0.0143				leaves summed per step, then the median
enwik8	category	logits softmax and cross entropy, forward and backward, loss readback	envelope.native_call	1	2.725	0.0127				leaves summed per step, then the median
enwik8	category	embedding forward and backward	envelope.native_call	1	2.575	0.0120				leaves summed per step, then the median
enwik8	category	rmsnorm backward kernels (weight gradient GEMM under gemm)	envelope.native_call	1	2.407	0.0112				leaves summed per step, then the median
enwik8	category	attention rope and kv cache	envelope.native_call	1	2.132	0.0099				leaves summed per step, then the median
enwik8	category	ids upload, weight unpack and gradient pack copies	envelope.native_call	1	2.041	0.0095				leaves summed per step, then the median
enwik8	category	adamw update and its shadow copy	envelope.native_call	1	1.731	0.0081				leaves summed per step, then the median
enwik8	category	residual adds, copies and fan-in adds	envelope.native_call	1	1.726	0.0081				leaves summed per step, then the median
enwik8	category	swiglu activation backward (gate product, silu)	envelope.native_call	1	1.048	0.0049				leaves summed per step, then the median
enwik8	category	swiglu activation forward (silu, gate product)	envelope.native_call	1	0.708	0.0033				leaves summed per step, then the median
enwik8	category	binding admission, final wait and publish	envelope.native_call	1	0.026	0.0001				leaves summed per step, then the median
enwik8	gemm	gemm.down_dA	(cross-cut)		5.317	0.0248	12	0.0	0.0	calls per step = lines_per_step; ms per call 0.443
enwik8	gemm	gemm.down_dB	(cross-cut)		6.182	0.0288	12	12.0	0.0	calls per step = lines_per_step; ms per call 0.515
enwik8	gemm	gemm.down_fwd	(cross-cut)		6.229	0.0291	12	12.0	0.0	calls per step = lines_per_step; ms per call 0.519
enwik8	gemm	gemm.gateup_dA	(cross-cut)		12.434	0.0580	24	24.0	0.0	calls per step = lines_per_step; ms per call 0.518
enwik8	gemm	gemm.gateup_dB	(cross-cut)		12.304	0.0574	24	24.0	0.0	calls per step = lines_per_step; ms per call 0.513
enwik8	gemm	gemm.gateup_fwd	(cross-cut)		10.643	0.0496	24	0.0	0.0	calls per step = lines_per_step; ms per call 0.443
enwik8	gemm	gemm.head_dA	(cross-cut)		11.693	0.0545	1	1.0	0.0	calls per step = lines_per_step; ms per call 11.693
enwik8	gemm	gemm.head_dB	(cross-cut)		10.361	0.0483	1	0.0	0.0	calls per step = lines_per_step; ms per call 10.361
enwik8	gemm	gemm.head_fwd	(cross-cut)		10.856	0.0506	1	0.0	0.0	calls per step = lines_per_step; ms per call 10.856
enwik8	gemm	gemm.norm_dW	(cross-cut)		0.797	0.0037	24	48.0	24.0	calls per step = lines_per_step; ms per call 0.033
enwik8	gemm	gemm.proj_dA	(cross-cut)		12.204	0.0569	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.254
enwik8	gemm	gemm.proj_dB	(cross-cut)		11.829	0.0552	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.246
enwik8	gemm	gemm.proj_fwd	(cross-cut)		12.243	0.0571	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.255
enwik8	gemm	gemm.total	(cross-cut)		123.605	0.5765				every gemm.* line per step
enwik8	count	count.copies_d2d						24.0		per native step
enwik8	count	count.copies_d2h						154.0		per native step
enwik8	count	count.copies_h2d						2.0		per native step
enwik8	count	count.device_allocs						193.0		per native step
enwik8	count	count.host_allocs						151.0		per native step
enwik8	count	count.launches						870.0		per native step
enwik8	count	count.native_steps						1.0		per native step
enwik8	count	count.synchronizes						594.0		per native step
enwik8	untreed	step.py_flags			0.147	0.0007	1			not a node of the tree (outside the envelope or unknown)
enwik8	untreed	step.py_tokens			0.329	0.0015	1			not a node of the tree (outside the envelope or unknown)
enwik8	lean	lean.shipped_build			207.209	0.9664				steady median, shipped build, untimed (THE price)
enwik8	lean	lean.timers_build_switch_off			207.408	0.9673				steady median, timers build, switch off
enwik8	lean	lean.timers_build_switch_on_wall			215.024	1.0028				median wall of the timed steps (not a price)
enwik8	lean	lean.shipped_build_again			208.386	0.9718				shipped build rerun last (pod drift)
enwik8	lean	overhead.compiled_in_switch_off			0.198	0.0009				timers build switch off minus shipped
enwik8	lean	overhead.switch_on			7.815	0.0364				switch-on wall minus shipped
enwik8	envelope	envelope.native_call		0	214.422	1.0000				median of 3 timed steps: 216.853, 213.786, 214.422
pilegithub	parent	envelope.native_call		0	213.673	1.0000	1			
pilegithub	leaf	step.bind_scalar_admission	envelope.native_call	1	0.008	0.0000	1			
pilegithub	leaf	step.upload_inputs	envelope.native_call	1	0.161	0.0008	1			
pilegithub	leaf	step.unpack_weights	envelope.native_call	1	0.947	0.0044	1			
pilegithub	leaf	step.embedding_forward	envelope.native_call	1	0.056	0.0003	1			
pilegithub	parent	envelope.blocks_forward	envelope.native_call	1	58.874	0.2755	1			
pilegithub	parent	block.norm1	envelope.blocks_forward	2	2.265	0.0106	12			
pilegithub	leaf	fwd.refuse_call	block.norm1	3	0.601	0.0028	12	24.0	24.0	
pilegithub	leaf	fwd.norm1	block.norm1	3	1.532	0.0072	12	12.0	0.0	
pilegithub	remainder	remainder:block.norm1	block.norm1	3	0.135	0.0006				parent minus its children per step, then the median
pilegithub	parent	block.attention_total	envelope.blocks_forward	2	36.428	0.1705	12			
pilegithub	parent	attn.qkv_proj	block.attention_total	3	9.458	0.0443	12			
pilegithub	leaf	fwd.q_proj	attn.qkv_proj	4	3.031	0.0142	12	12.0	0.0	
pilegithub	leaf	fwd.k_proj	attn.qkv_proj	4	3.060	0.0143	12	12.0	0.0	
pilegithub	leaf	fwd.v_proj	attn.qkv_proj	4	3.062	0.0143	12	12.0	0.0	
pilegithub	remainder	remainder:attn.qkv_proj	attn.qkv_proj	4	0.309	0.0014				parent minus its children per step, then the median
pilegithub	leaf	attn.rope_and_cache	block.attention_total	3	1.123	0.0053	12			
pilegithub	parent	attn.core	block.attention_total	3	22.538	0.1055	12			
pilegithub	leaf	attn.fwd_corner_flag	attn.core	4	0.277	0.0013	12			
pilegithub	leaf	attn.fwd_r2_keep_kernel	attn.core	4	20.957	0.0981	12			
pilegithub	leaf	attn.fwd_regime_scan	attn.core	4	1.190	0.0056	12			
pilegithub	remainder	remainder:attn.core	attn.core	4	0.083	0.0004				parent minus its children per step, then the median
pilegithub	parent	attn.o_proj	block.attention_total	3	3.255	0.0152	12			
pilegithub	leaf	fwd.o_proj	attn.o_proj	4	3.113	0.0146	12	12.0	0.0	
pilegithub	remainder	remainder:attn.o_proj	attn.o_proj	4	0.146	0.0007				parent minus its children per step, then the median
pilegithub	remainder	remainder:block.attention_total	block.attention_total	3	0.054	0.0003				parent minus its children per step, then the median
pilegithub	parent	block.mlp_and_residuals	envelope.blocks_forward	2	20.142	0.0943	12			
pilegithub	leaf	fwd.residual1_add	block.mlp_and_residuals	3	0.205	0.0010	12	12.0	0.0	
pilegithub	leaf	fwd.norm2	block.mlp_and_residuals	3	1.545	0.0072	12	12.0	0.0	
pilegithub	leaf	fwd.gate_proj	block.mlp_and_residuals	3	5.291	0.0248	12	0.0	0.0	
pilegithub	leaf	fwd.up_proj	block.mlp_and_residuals	3	5.355	0.0251	12	0.0	0.0	
pilegithub	leaf	fwd.silu	block.mlp_and_residuals	3	0.361	0.0017	12	12.0	0.0	
pilegithub	leaf	fwd.gate_mul	block.mlp_and_residuals	3	0.356	0.0017	12	12.0	0.0	
pilegithub	leaf	fwd.down_proj	block.mlp_and_residuals	3	6.233	0.0292	12	12.0	0.0	
pilegithub	leaf	fwd.residual2_add	block.mlp_and_residuals	3	0.200	0.0009	12	12.0	0.0	
pilegithub	remainder	remainder:block.mlp_and_residuals	block.mlp_and_residuals	3	0.612	0.0029				parent minus its children per step, then the median
pilegithub	remainder	remainder:envelope.blocks_forward	envelope.blocks_forward	2	0.056	0.0003				parent minus its children per step, then the median
pilegithub	leaf	step.head_forward	envelope.native_call	1	10.861	0.0508	1			
pilegithub	leaf	step.ce_refuse_scan	envelope.native_call	1	0.381	0.0018	1			
pilegithub	leaf	step.ce_forward	envelope.native_call	1	1.710	0.0080	1			
pilegithub	leaf	step.loss_download	envelope.native_call	1	0.021	0.0001	1			
pilegithub	leaf	step.ce_backward	envelope.native_call	1	0.985	0.0046	1			
pilegithub	leaf	step.head_backward_da	envelope.native_call	1	11.711	0.0548	1			
pilegithub	leaf	step.head_backward_db	envelope.native_call	1	10.373	0.0485	1			
pilegithub	parent	envelope.blocks_backward	envelope.native_call	1	109.383	0.5119	1			
pilegithub	parent	bwd.mlp_through_oproj	envelope.blocks_backward	2	47.368	0.2217	12	252.0	24.0	
pilegithub	leaf	grad.refuse_scan	bwd.mlp_through_oproj	3	0.377	0.0018	12	12.0	12.0	
pilegithub	leaf	grad.residual2_copy	bwd.mlp_through_oproj	3	0.312	0.0015	12	24.0	0.0	
pilegithub	leaf	grad.down_dA	bwd.mlp_through_oproj	3	5.319	0.0249	12	0.0	0.0	
pilegithub	leaf	grad.down_dB	bwd.mlp_through_oproj	3	6.185	0.0289	12	12.0	0.0	
pilegithub	leaf	grad.gate_mul	bwd.mlp_through_oproj	3	0.623	0.0029	12	24.0	0.0	
pilegithub	leaf	grad.silu	bwd.mlp_through_oproj	3	0.414	0.0019	12	12.0	0.0	
pilegithub	leaf	grad.gate_dB	bwd.mlp_through_oproj	3	6.156	0.0288	12	12.0	0.0	
pilegithub	leaf	grad.up_dB	bwd.mlp_through_oproj	3	6.129	0.0287	12	12.0	0.0	
pilegithub	leaf	grad.gate_dA	bwd.mlp_through_oproj	3	6.179	0.0289	12	12.0	0.0	
pilegithub	leaf	grad.up_dA	bwd.mlp_through_oproj	3	6.166	0.0289	12	12.0	0.0	
pilegithub	leaf	grad.gateup_fanin	bwd.mlp_through_oproj	3	0.209	0.0010	12	12.0	0.0	
pilegithub	leaf	grad.norm2_kernels	bwd.mlp_through_oproj	3	1.210	0.0057	12	36.0	0.0	
pilegithub	leaf	grad.norm2_dW	bwd.mlp_through_oproj	3	0.401	0.0019	12	24.0	12.0	
pilegithub	leaf	grad.residual1_add	bwd.mlp_through_oproj	3	0.194	0.0009	12	12.0	0.0	
pilegithub	leaf	grad.o_copy	bwd.mlp_through_oproj	3	0.193	0.0009	12	12.0	0.0	
pilegithub	leaf	grad.o_dA	bwd.mlp_through_oproj	3	3.065	0.0143	12	12.0	0.0	
pilegithub	leaf	grad.o_dB	bwd.mlp_through_oproj	3	2.956	0.0138	12	12.0	0.0	
pilegithub	remainder	remainder:bwd.mlp_through_oproj	bwd.mlp_through_oproj	3	1.282	0.0060				parent minus its children per step, then the median
pilegithub	leaf	bwd.before_attention	envelope.blocks_backward	2	0.019	0.0001	12			
pilegithub	parent	bwd.attention	envelope.blocks_backward	2	39.847	0.1865	12			
pilegithub	leaf	attn.bwd_corner_flag	bwd.attention	3	0.334	0.0016	12			
pilegithub	leaf	attn.bwd_dq_tiled_pf	bwd.attention	3	12.553	0.0588	12			
pilegithub	leaf	attn.bwd_kvgrid_dkdv_pf	bwd.attention	3	10.093	0.0472	12			
pilegithub	leaf	attn.bwd_regime_scan	bwd.attention	3	1.647	0.0077	12			
pilegithub	leaf	attn.bwd_scratch_alloc	bwd.attention	3	0.149	0.0007	12			
pilegithub	leaf	attn.bwd_zdot_estash_dres_pf	bwd.attention	3	14.951	0.0700	12			
pilegithub	remainder	remainder:bwd.attention	bwd.attention	3	0.063	0.0003				parent minus its children per step, then the median
pilegithub	parent	bwd.after_attention	envelope.blocks_backward	2	22.026	0.1031	12			
pilegithub	leaf	grad.kv_slice	bwd.after_attention	3	0.491	0.0023	12	24.0	0.0	
pilegithub	leaf	grad.rope	bwd.after_attention	3	0.544	0.0025	12	24.0	0.0	
pilegithub	leaf	grad.q_dB	bwd.after_attention	3	2.981	0.0139	12	12.0	0.0	
pilegithub	leaf	grad.k_dB	bwd.after_attention	3	2.961	0.0139	12	12.0	0.0	
pilegithub	leaf	grad.v_dB	bwd.after_attention	3	2.963	0.0139	12	12.0	0.0	
pilegithub	leaf	grad.q_dA	bwd.after_attention	3	3.048	0.0143	12	12.0	0.0	
pilegithub	leaf	grad.k_dA	bwd.after_attention	3	3.051	0.0143	12	12.0	0.0	
pilegithub	leaf	grad.v_dA	bwd.after_attention	3	3.056	0.0143	12	12.0	0.0	
pilegithub	leaf	grad.qkv_fanin	bwd.after_attention	3	0.211	0.0010	12	12.0	0.0	
pilegithub	leaf	grad.norm1_kernels	bwd.after_attention	3	1.205	0.0056	12	36.0	0.0	
pilegithub	leaf	grad.norm1_dW	bwd.after_attention	3	0.399	0.0019	12	24.0	12.0	
pilegithub	leaf	grad.x_add	bwd.after_attention	3	0.195	0.0009	12	12.0	0.0	
pilegithub	remainder	remainder:bwd.after_attention	bwd.after_attention	3	0.936	0.0044				parent minus its children per step, then the median
pilegithub	remainder	remainder:envelope.blocks_backward	envelope.blocks_backward	2	0.125	0.0006				parent minus its children per step, then the median
pilegithub	leaf	step.embedding_backward	envelope.native_call	1	2.524	0.0118	1			
pilegithub	leaf	step.pack_grads	envelope.native_call	1	0.920	0.0043	1			
pilegithub	leaf	step.validate_grads_scan	envelope.native_call	1	0.545	0.0026	1			
pilegithub	leaf	step.optimizer	envelope.native_call	1	1.730	0.0081	1			
pilegithub	leaf	step.validate_after_scan	envelope.native_call	1	2.158	0.0101	1			
pilegithub	leaf	step.bind_final_sync	envelope.native_call	1	0.002	0.0000	1			
pilegithub	leaf	step.bind_publish	envelope.native_call	1	0.014	0.0001	1			
pilegithub	remainder	remainder:envelope.native_call	envelope.native_call	1	0.348	0.0016				parent minus its children per step, then the median
pilegithub	category	gemm (every GEMM call, head and RMSNorm weight gradients included)	envelope.native_call	1	123.078	0.5760				leaves summed per step, then the median
pilegithub	category	attention kernels (fused launchers, regime scans, corner flags)	envelope.native_call	1	62.221	0.2912				leaves summed per step, then the median
pilegithub	category	remainders (timer prints, host work between ticks, untimed code)	envelope.native_call	1	4.149	0.0194				leaves summed per step, then the median
pilegithub	category	refusal and validation scans	envelope.native_call	1	4.052	0.0190				leaves summed per step, then the median
pilegithub	category	rmsnorm forward	envelope.native_call	1	3.077	0.0144				leaves summed per step, then the median
pilegithub	category	logits softmax and cross entropy, forward and backward, loss readback	envelope.native_call	1	2.715	0.0127				leaves summed per step, then the median
pilegithub	category	embedding forward and backward	envelope.native_call	1	2.583	0.0121				leaves summed per step, then the median
pilegithub	category	rmsnorm backward kernels (weight gradient GEMM under gemm)	envelope.native_call	1	2.412	0.0113				leaves summed per step, then the median
pilegithub	category	attention rope and kv cache	envelope.native_call	1	2.158	0.0101				leaves summed per step, then the median
pilegithub	category	ids upload, weight unpack and gradient pack copies	envelope.native_call	1	2.029	0.0095				leaves summed per step, then the median
pilegithub	category	adamw update and its shadow copy	envelope.native_call	1	1.730	0.0081				leaves summed per step, then the median
pilegithub	category	residual adds, copies and fan-in adds	envelope.native_call	1	1.711	0.0080				leaves summed per step, then the median
pilegithub	category	swiglu activation backward (gate product, silu)	envelope.native_call	1	1.038	0.0049				leaves summed per step, then the median
pilegithub	category	swiglu activation forward (silu, gate product)	envelope.native_call	1	0.716	0.0033				leaves summed per step, then the median
pilegithub	category	binding admission, final wait and publish	envelope.native_call	1	0.024	0.0001				leaves summed per step, then the median
pilegithub	gemm	gemm.down_dA	(cross-cut)		5.319	0.0249	12	0.0	0.0	calls per step = lines_per_step; ms per call 0.443
pilegithub	gemm	gemm.down_dB	(cross-cut)		6.185	0.0289	12	12.0	0.0	calls per step = lines_per_step; ms per call 0.515
pilegithub	gemm	gemm.down_fwd	(cross-cut)		6.233	0.0292	12	12.0	0.0	calls per step = lines_per_step; ms per call 0.519
pilegithub	gemm	gemm.gateup_dA	(cross-cut)		12.345	0.0578	24	24.0	0.0	calls per step = lines_per_step; ms per call 0.514
pilegithub	gemm	gemm.gateup_dB	(cross-cut)		12.285	0.0575	24	24.0	0.0	calls per step = lines_per_step; ms per call 0.512
pilegithub	gemm	gemm.gateup_fwd	(cross-cut)		10.641	0.0498	24	0.0	0.0	calls per step = lines_per_step; ms per call 0.443
pilegithub	gemm	gemm.head_dA	(cross-cut)		11.690	0.0547	1	1.0	0.0	calls per step = lines_per_step; ms per call 11.690
pilegithub	gemm	gemm.head_dB	(cross-cut)		10.367	0.0485	1	0.0	0.0	calls per step = lines_per_step; ms per call 10.367
pilegithub	gemm	gemm.head_fwd	(cross-cut)		10.847	0.0508	1	0.0	0.0	calls per step = lines_per_step; ms per call 10.847
pilegithub	gemm	gemm.norm_dW	(cross-cut)		0.794	0.0037	24	48.0	24.0	calls per step = lines_per_step; ms per call 0.033
pilegithub	gemm	gemm.proj_dA	(cross-cut)		12.218	0.0572	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.255
pilegithub	gemm	gemm.proj_dB	(cross-cut)		11.860	0.0555	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.247
pilegithub	gemm	gemm.proj_fwd	(cross-cut)		12.262	0.0574	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.255
pilegithub	gemm	gemm.total	(cross-cut)		123.044	0.5759				every gemm.* line per step
pilegithub	count	count.copies_d2d						24.0		per native step
pilegithub	count	count.copies_d2h						154.0		per native step
pilegithub	count	count.copies_h2d						2.0		per native step
pilegithub	count	count.device_allocs						193.0		per native step
pilegithub	count	count.host_allocs						151.0		per native step
pilegithub	count	count.launches						870.0		per native step
pilegithub	count	count.native_steps						1.0		per native step
pilegithub	count	count.synchronizes						594.0		per native step
pilegithub	untreed	step.py_flags			0.157	0.0007	1			not a node of the tree (outside the envelope or unknown)
