fetch-taxi	0	1s
uv-get	0	1s
venv	0	2s
venv-wheels	0	6s
shapes	0	1s
download-taxi	0	4s
prep-taxi	0	2s
build-price	0	28s
build-binding-base	0	44s
build-binding-svm	0	48s
build-binding-estimators	0	58s
smoke	0	2s
fetch-istella	0	941s sha256=41b21116a3650cc043dbe16f02ee39f4467f9405b37fdbcc9a6a05e230a38981
untar-istella	0	21s
download-istella	0	204s
prep-istella	0	7s
wait-data	0	990s
svc.istella.tuned128.1	0	2s
svc.istella.default.1	0	7s
svc.istella.default.2	0	7s
svc.istella.tuned128.2	0	6s
svc.taxi.tuned128.1	0	12s
svc.taxi.default.1	0	13s
svc.taxi.default.2	0	12s
svc.taxi.tuned128.2	0	12s
kmeans.istella.tuned128.1	0	36s
kmeans.istella.default.1	0	36s
kmeans.istella.default.2	0	36s
kmeans.istella.tuned128.2	0	36s
pca.istella.tuned128.1	0	13s
pca.istella.default.1	0	14s
pca.istella.default.2	0	14s
pca.istella.tuned128.2	0	13s
kde.istella.tuned128.1	0	9s
kde.istella.default.1	0	8s
kde.istella.default.2	0	9s
kde.istella.tuned128.2	0	8s
kmeans.taxi.tuned128.1	0	10s
kmeans.taxi.default.1	0	9s
kmeans.taxi.default.2	0	10s
kmeans.taxi.tuned128.2	0	9s
pca.taxi.tuned128.1	0	7s
pca.taxi.default.1	0	6s
pca.taxi.default.2	0	6s
pca.taxi.tuned128.2	0	7s
kde.taxi.tuned128.1	0	6s
kde.taxi.default.1	0	6s
kde.taxi.default.2	0	6s
kde.taxi.tuned128.2	0	6s
dispatch	0	20 lines
verdicts	0	0s
