create (POST to ssh up)	24
arm (on-pod watchdog)	5
stage (source + R2 URL maps)	23
env (pixi binary + envs)	7
build (host bindings)	47
run (command)	103
create to first result (POST to command end)	211
cache upload (misses only)	0
fetch	2
teardown (DELETE to verified gone)	3
billed (POST to verified gone)	230
spend	$0.0153 at $0.24/hr
