create (POST to ssh up)	58
arm (on-pod watchdog)	7
stage (source + R2 URL maps)	757
env (pixi binary + envs)	14
build (host bindings)	26
run (command)	3
create to first result (POST to command end)	867
cache upload (misses only)	0
fetch	1
teardown (DELETE to verified gone)	2
billed (POST to verified gone)	874
spend	$0.1165 at $0.48/hr
