lane	mode	round	seconds	hash
kmeans	FAST	1	0.166585687	aa57ac4b6baa31fd
kmeans	IDENTICAL	1	0.183142416	c5cc84735f29a548
kmeans	FAST	2	0.166705842	aa57ac4b6baa31fd
kmeans	IDENTICAL	2	0.184425658	c5cc84735f29a548
kmeans	FAST	3	0.16611376	aa57ac4b6baa31fd
kmeans	IDENTICAL	3	0.184008471	c5cc84735f29a548
knn	FAST	1	0.010892848	8dbeeae4de954e30
knn	IDENTICAL	1	0.186432204	c41d0274e33becc9
knn	FAST	2	0.010923217	2527795b2fb2b6b0
knn	IDENTICAL	2	0.166237417	c41d0274e33becc9
knn	FAST	3	0.010920007	7341694db219b074
knn	IDENTICAL	3	0.158118434	c41d0274e33becc9
gram	FAST	1	0.002448984	cd254b4804d9d38b
gram	IDENTICAL	1	0.004472067	eda189fc210388c5
gram	FAST	2	0.002495684	cd254b4804d9d38b
gram	IDENTICAL	2	0.004474886	eda189fc210388c5
gram	FAST	3	0.002718444	cd254b4804d9d38b
gram	IDENTICAL	3	0.004468476	eda189fc210388c5
nt	FAST	1	0.000112701	b7a371231823e3b4
nt	IDENTICAL	1	0.001891782	bae56ae624541a84
nt	FAST	2	0.00011745	b7a371231823e3b4
nt	IDENTICAL	2	0.001881593	bae56ae624541a84
nt	FAST	3	0.00011876	b7a371231823e3b4
nt	IDENTICAL	3	0.001872462	bae56ae624541a84
gemv	FAST	1	9.269e-05	0e5ee13e02e0c38c
gemv	IDENTICAL	1	0.002202292	491b00b499e4b1f9
gemv	FAST	2	9.158e-05	0e5ee13e02e0c38c
gemv	IDENTICAL	2	0.002197262	491b00b499e4b1f9
gemv	FAST	3	9.02e-05	0e5ee13e02e0c38c
gemv	IDENTICAL	3	0.002199562	491b00b499e4b1f9
gbdt	FAST	1	0.59692934	938181d0794b1882
gbdt	IDENTICAL	1	0.605344394	9e8e5ae83e2c6f22
gbdt	FAST	2	0.59911552	938181d0794b1882
gbdt	IDENTICAL	2	0.61226369	9e8e5ae83e2c6f22
gbdt	FAST	3	0.603688356	938181d0794b1882
gbdt	IDENTICAL	3	0.606339426	9e8e5ae83e2c6f22
rf	FAST	1	0.750414468	279b67bc45ca1961
rf	IDENTICAL	1	0.749661041	e2ec6856dec3081b
rf	FAST	2	0.752483059	279b67bc45ca1961
rf	IDENTICAL	2	0.750552161	e2ec6856dec3081b
rf	FAST	3	0.75299103	279b67bc45ca1961
rf	IDENTICAL	3	0.753324817	e2ec6856dec3081b
et	FAST	1	4.389974574	d6efc1ad9646afe1
et	IDENTICAL	1	4.366820333	d6efc1ad9646afe1
et	FAST	2	4.383442398	d6efc1ad9646afe1
et	IDENTICAL	2	4.377086944	d6efc1ad9646afe1
et	FAST	3	4.372362235	d6efc1ad9646afe1
et	IDENTICAL	3	4.362569963	d6efc1ad9646afe1
