create (POST to ssh up)	58
arm (on-pod watchdog)	6
stage (source + R2 URL maps)	38
env (pixi binary + envs)	6
build (host bindings)	0
run (command)	1121
create to first result (POST to command end)	1230
cache upload (misses only)	0
fetch	2
teardown (DELETE to verified gone)	1
billed (POST to verified gone)	1245
spend	$0.0968 at $0.28/hr
