family	verdict	rc	oracle_manifest_sha256	dump_manifest_sha256
mamba1	GREEN	0	77f419070858b02e27422647341eb5ee141673a373de7d1a4faf93aa724c8414	85a254b74bde291da380838c0d67980a34cec5de2fd5275972d013032ab03c60
mamba2	GREEN	0	7427a076be873c9bc3a47f15c040bc9a944ca23b6763f92a4afcee395ec75439	ff1d04923df796262b955a9a1fd121d28cebca72b1a5f419a75336b6c12d1de5
mamba3	GREEN	0	58613d03e851d7c60429b51800978e335979c8518a49e95e52849f718dee42ec	bbc7261ec2c1f02799797e7fdb6b4d7d7967f9225c5e1399f182ff7cbdf049ef
mamba2-l257	GREEN	0	25ba7ee161a0ca0835dc99cc2b9331b77a50f58a69349ae3b7681b715fcb5cc5	30e55cd47fa608873a1c26a03f2dfacdf9f4dfce2c0bc7a91b7d53d80ccfd3bd
mamba2-state	GREEN	0	25ba7ee161a0ca0835dc99cc2b9331b77a50f58a69349ae3b7681b715fcb5cc5	30e55cd47fa608873a1c26a03f2dfacdf9f4dfce2c0bc7a91b7d53d80ccfd3bd
