family	verdict	rc	oracle_manifest_sha256	dump_manifest_sha256
mamba1	GREEN	0	55a946fecb51e2106730ea822d7f6f604cd2ea278eb62f77d062ffc9ac94f90a	85a254b74bde291da380838c0d67980a34cec5de2fd5275972d013032ab03c60
mamba2	GREEN	0	3af73a33583d47f2e438a66041d39017467185a8b4f4ced46460dcaaaf504921	febe6af812d1225a3e139371ccf66da2015f4a69a5d392227e36f2e367ab1753
mamba3	GREEN	0	d9ad3b1a669507a7c05bc81ee78e134df95e98ec78f52c7b1e550dccfc206c96	d3650751e51cd42d1eeb556e8783a0fc3374f720e96017e95256c149c07cd915
