NOTE: --require-columns defaults to 2 (2026-09-20): every compared cell must rest on at least two real hashes, or it was not compared. Pass --require-columns 0 to turn the floor off, or a higher N to demand more.
NOTE: column cpu-apple-m4 is a CPU column: cpu_model='Apple M4' column=cpu families=['_mojolearn_arima_host', '_mojolearn_byte_lm_host', '_mojolearn_core_host', '_mojolearn_embedding_host', '_mojolearn_embedding_infer_host', '_mojolearn_estimators_host', '_mojolearn_forecast_host', '_mojolearn_forest_host', '_mojolearn_gbdt_host', '_mojolearn_gp_host', '_mojolearn_gp_infer_host', '_mojolearn_hdbscan_host', '_mojolearn_hdbscan_infer_host', '_mojolearn_ivf_host', '_mojolearn_ivf_search_host', '_mojolearn_kernel_methods_host', '_mojolearn_linalg_host', '_mojolearn_mamba_host', '_mojolearn_metrics_host', '_mojolearn_mixture_host', '_mojolearn_mixture_infer_host', '_mojolearn_neural_host', '_mojolearn_preprocessing_host', '_mojolearn_resample_host', '_mojolearn_rf_host', '_mojolearn_solver_host', '_mojolearn_svm_host', '_mojolearn_tokenizer_host', '_mojolearn_training_host', '_mojolearn_transformer_host', '_mojolearn_trees_host', '_mojolearn_tsa_host'] commit=51f93ced484d8e32e6e5f6f60f1fbe01ec207dd5
NOTE: column cpu-apple-m4 is a PARTIAL COLUMN: it left out batch, rlpair. Those parts are absent because they were not run, not because they agree; it is refused as a record
NOTE: column arm64 is a PARTIAL COLUMN: it left out batch, rlpair. Those parts are absent because they were not run, not because they agree; it is refused as a record
| lane/fixture                 | verdict    | cpu-apple-m4     | arm64            |
| holtwinters-multiplicative/odd | model  | IDENTICAL x2 | a8cc78e3c3ab4a98 | a8cc78e3c3ab4a98 |
| holtwinters-multiplicative/odd | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| holtwinters-multiplicative/odd | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/odd | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/odd | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/odd | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters/base             | infer  | IDENTICAL x2 | 44ccc710b68fadca | 44ccc710b68fadca |
| holtwinters/base             | model  | IDENTICAL x2 | 78ff983389a12959 | 78ff983389a12959 |
| holtwinters/base             | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| holtwinters/base             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| holtwinters/base             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters/base             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters/base             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters/denormal         | infer  | IDENTICAL x2 | 5e7dba822d698dd4 | 5e7dba822d698dd4 |
| holtwinters/denormal         | model  | IDENTICAL x2 | 0d96a83353519cac | 0d96a83353519cac |
| holtwinters/denormal         | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| holtwinters/denormal         | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| holtwinters/denormal         | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters/denormal         | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters/denormal         | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters/odd              | infer  | IDENTICAL x2 | d2df69128cc73273 | d2df69128cc73273 |
| holtwinters/odd              | model  | IDENTICAL x2 | a43c022c1756d711 | a43c022c1756d711 |
| holtwinters/odd              | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| holtwinters/odd              | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| holtwinters/odd              | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters/odd              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters/odd              | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| iforest-tuned/base           | infer  | IDENTICAL x2 | bcbf71b247c3951c | bcbf71b247c3951c |
| iforest-tuned/base           | model  | IDENTICAL x2 | b9c8ac0cfcb621b7 | b9c8ac0cfcb621b7 |
| iforest-tuned/base           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| iforest-tuned/base           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| iforest-tuned/base           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| iforest-tuned/base           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| iforest-tuned/base           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| iforest-tuned/denormal       | infer  | IDENTICAL x2 | 7eb9b5890a6a932a | 7eb9b5890a6a932a |
| iforest-tuned/denormal       | model  | IDENTICAL x2 | d4795cdc201c6a36 | d4795cdc201c6a36 |
| iforest-tuned/denormal       | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| iforest-tuned/denormal       | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| iforest-tuned/denormal       | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| iforest-tuned/denormal       | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| iforest-tuned/denormal       | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| iforest-tuned/odd            | infer  | IDENTICAL x2 | 5420ba75304c5329 | 5420ba75304c5329 |
| iforest-tuned/odd            | model  | IDENTICAL x2 | 721bbd763eeddb2e | 721bbd763eeddb2e |
| iforest-tuned/odd            | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| iforest-tuned/odd            | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| iforest-tuned/odd            | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| iforest-tuned/odd            | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| iforest-tuned/odd            | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| iforest/base                 | infer  | IDENTICAL x2 | c4247bb3a6c4675e | c4247bb3a6c4675e |
| iforest/base                 | model  | IDENTICAL x2 | 547970b132aefe8b | 547970b132aefe8b |
| iforest/base                 | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| iforest/base                 | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| iforest/base                 | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| iforest/base                 | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| iforest/base                 | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| iforest/denormal             | infer  | IDENTICAL x2 | f3dcde6748050803 | f3dcde6748050803 |
| iforest/denormal             | model  | IDENTICAL x2 | c238af75d3ba262b | c238af75d3ba262b |
| iforest/denormal             | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| iforest/denormal             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| iforest/denormal             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| iforest/denormal             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| iforest/denormal             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| iforest/odd                  | infer  | IDENTICAL x2 | 7b104f74d47a6e15 | 7b104f74d47a6e15 |
| iforest/odd                  | model  | IDENTICAL x2 | 2d57161b40f6a7bd | 2d57161b40f6a7bd |
| iforest/odd                  | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| iforest/odd                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| iforest/odd                  | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| iforest/odd                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| iforest/odd                  | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf-euclidean/base           | infer  | IDENTICAL x2 | f6f71f391727d74a | f6f71f391727d74a |
| ivf-euclidean/base           | model  | IDENTICAL x2 | 2c7ef8ed2b7dc541 | 2c7ef8ed2b7dc541 |
| ivf-euclidean/base           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf-euclidean/base           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf-euclidean/base           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf-euclidean/base           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf-euclidean/base           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf-euclidean/denormal       | infer  | IDENTICAL x2 | ab8f3fc0fb8f010c | ab8f3fc0fb8f010c |
| ivf-euclidean/denormal       | model  | IDENTICAL x2 | 095ed72f60fec6ce | 095ed72f60fec6ce |
| ivf-euclidean/denormal       | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf-euclidean/denormal       | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf-euclidean/denormal       | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf-euclidean/denormal       | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf-euclidean/denormal       | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf-euclidean/odd            | infer  | IDENTICAL x2 | 247b6a2b733e9ff2 | 247b6a2b733e9ff2 |
| ivf-euclidean/odd            | model  | IDENTICAL x2 | 997e755024716b18 | 997e755024716b18 |
| ivf-euclidean/odd            | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf-euclidean/odd            | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf-euclidean/odd            | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf-euclidean/odd            | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf-euclidean/odd            | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf-extend/base              | infer  | IDENTICAL x2 | 21a84397fed9cb7b | 21a84397fed9cb7b |
| ivf-extend/base              | model  | IDENTICAL x2 | 6814e84fcb72ca37 | 6814e84fcb72ca37 |
| ivf-extend/base              | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf-extend/base              | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf-extend/base              | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf-extend/base              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf-extend/base              | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf-extend/denormal          | infer  | IDENTICAL x2 | 3da4f22de1f06f6e | 3da4f22de1f06f6e |
| ivf-extend/denormal          | model  | IDENTICAL x2 | 7a4a7782b32da3a0 | 7a4a7782b32da3a0 |
| ivf-extend/denormal          | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf-extend/denormal          | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf-extend/denormal          | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf-extend/denormal          | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf-extend/denormal          | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf-extend/odd               | infer  | IDENTICAL x2 | a8b712ff1a5e3ef1 | a8b712ff1a5e3ef1 |
| ivf-extend/odd               | model  | IDENTICAL x2 | 26b97c27cd22d526 | 26b97c27cd22d526 |
| ivf-extend/odd               | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf-extend/odd               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf-extend/odd               | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf-extend/odd               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf-extend/odd               | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf/base                     | infer  | IDENTICAL x2 | fd6eed35b1338d17 | fd6eed35b1338d17 |
| ivf/base                     | model  | IDENTICAL x2 | dcfefe31adc21c6c | dcfefe31adc21c6c |
| ivf/base                     | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf/base                     | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf/base                     | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf/base                     | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf/base                     | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf/denormal                 | infer  | IDENTICAL x2 | 3ff4c07c575048cf | 3ff4c07c575048cf |
| ivf/denormal                 | model  | IDENTICAL x2 | c3a1727313e23983 | c3a1727313e23983 |
| ivf/denormal                 | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf/denormal                 | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf/denormal                 | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf/denormal                 | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf/denormal                 | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| ivf/odd                      | infer  | IDENTICAL x2 | 1e0c2401db49a53d | 1e0c2401db49a53d |
| ivf/odd                      | model  | IDENTICAL x2 | 2ab1fd5fac4563e2 | 2ab1fd5fac4563e2 |
| ivf/odd                      | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| ivf/odd                      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| ivf/odd                      | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| ivf/odd                      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| ivf/odd                      | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| kde-cosine-minkowski/base    | infer  | IDENTICAL x2 | e2af54529a08a7be | e2af54529a08a7be |
| kde-cosine-minkowski/base    | model  | IDENTICAL x2 | 3f69c1096d5277d6 | 3f69c1096d5277d6 |
| kde-cosine-minkowski/base    | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| kde-cosine-minkowski/base    | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| kde-cosine-minkowski/base    | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| kde-cosine-minkowski/base    | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| kde-cosine-minkowski/base    | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| kde-cosine-minkowski/denormal | infer  | IDENTICAL x2 | a8de2c3520c4d82c | a8de2c3520c4d82c |
| kde-cosine-minkowski/denormal | model  | IDENTICAL x2 | 22e1263527aa4935 | 22e1263527aa4935 |
| kde-cosine-minkowski/denormal | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| kde-cosine-minkowski/denormal | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| kde-cosine-minkowski/denormal | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| kde-cosine-minkowski/denormal | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| kde-cosine-minkowski/denormal | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| kde-cosine-minkowski/odd     | infer  | IDENTICAL x2 | 3c552280672fff57 | 3c552280672fff57 |
| kde-cosine-minkowski/odd     | model  | IDENTICAL x2 | 3c129d599ce8872a | 3c129d599ce8872a |
| kde-cosine-minkowski/odd     | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| kde-cosine-minkowski/odd     | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| kde-cosine-minkowski/odd     | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| kde-cosine-minkowski/odd     | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| kde-cosine-minkowski/odd     | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| kde-epanechnikov-l1/base     | infer  | IDENTICAL x2 | 33f8a3ca1a52a0b4 | 33f8a3ca1a52a0b4 |
| kde-epanechnikov-l1/base     | model  | IDENTICAL x2 | a39cb2033ade3b6f | a39cb2033ade3b6f |
| kde-epanechnikov-l1/base     | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| kde-epanechnikov-l1/base     | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| kde-epanechnikov-l1/base     | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| kde-epanechnikov-l1/base     | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| kde-epanechnikov-l1/base     | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| kde-epanechnikov-l1/denormal | infer  | IDENTICAL x2 | 3b9d9b732e5389eb | 3b9d9b732e5389eb |
| kde-epanechnikov-l1/denormal | model  | IDENTICAL x2 | d39564b3a291262a | d39564b3a291262a |
| kde-epanechnikov-l1/denormal | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| kde-epanechnikov-l1/denormal | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| kde-epanechnikov-l1/denormal | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| kde-epanechnikov-l1/denormal | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| kde-epanechnikov-l1/denormal | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| kde-epanechnikov-l1/odd      | infer  | IDENTICAL x2 | 026977dfcfedd87d | 026977dfcfedd87d |
| kde-epanechnikov-l1/odd      | model  | IDENTICAL x2 | d51c423a7e0e2eb0 | d51c423a7e0e2eb0 |
| kde-epanechnikov-l1/odd      | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| kde-epanechnikov-l1/odd      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| kde-epanechnikov-l1/odd      | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| kde-epanechnikov-l1/odd      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
