price-both	0	34s
ref-identical	0	34s
umap-phase	0	40s
check-both	0	34s
unsup-trace	0	44s
price-baseline	0	34s
price-selector	0	21s
price-transpose	0	20s
price-both-notile	0	21s
price-both-scalar	0	22s
ref-notile	0	22s
check-baseline	0	33s
check-selector	0	22s
check-transpose	0	20s
adv-both	0	34s
adv-baseline	0	34s
knn-identity	0	35s
knn-main	0	41s
