NOTE: column cuda-4090 is INCOMPLETE (the run was killed); lanes after the last one written are absent, not clean
| lane/fixture                 | verdict    | cuda-4090        | cuda-4090        |
| gbdt-symmetric/wide          | batch  | IDENTICAL x2 | 09f8dd630ebbce0f | 09f8dd630ebbce0f |
| kde/base                     | infer  | IDENTICAL x2 | 1a2c3054b661b72a | 1a2c3054b661b72a |
| kde/base                     | model  | IDENTICAL x2 | cd5469f3b8854867 | cd5469f3b8854867 |
| kde/base                     | batch  | IDENTICAL x2 | 6651a609fb572c44 | 6651a609fb572c44 |
| kde/denormal                 | infer  | IDENTICAL x2 | 21caf753bc5b6352 | 21caf753bc5b6352 |
| kde/denormal                 | model  | IDENTICAL x2 | ddc0470537b3c6d1 | ddc0470537b3c6d1 |
| kde/denormal                 | batch  | IDENTICAL x2 | 3057d72e4203ed59 | 3057d72e4203ed59 |
| kde/denormal_ftz             | infer  | IDENTICAL x2 | 21caf753bc5b6352 | 21caf753bc5b6352 |
| kde/denormal_ftz             | model  | IDENTICAL x2 | 6e413286a1f8aebb | 6e413286a1f8aebb |
| kde/denormal_ftz             | batch  | IDENTICAL x2 | 3057d72e4203ed59 | 3057d72e4203ed59 |
| kde/dupes                    | infer  | IDENTICAL x2 | 1a2c3054b661b72a | 1a2c3054b661b72a |
| kde/dupes                    | model  | IDENTICAL x2 | cd5469f3b8854867 | cd5469f3b8854867 |
| kde/dupes                    | batch  | IDENTICAL x2 | 6651a609fb572c44 | 6651a609fb572c44 |
| kde/hashed                   | infer  | IDENTICAL x2 | f0d1cae79c88ca8a | f0d1cae79c88ca8a |
| kde/hashed                   | model  | IDENTICAL x2 | 9d8fc4cff3c9ae8e | 9d8fc4cff3c9ae8e |
| kde/hashed                   | batch  | IDENTICAL x2 | e2fba14a5348aab0 | e2fba14a5348aab0 |
| kde/negative                 | infer  | IDENTICAL x2 | 30a64b99c13a89c4 | 30a64b99c13a89c4 |
| kde/negative                 | model  | IDENTICAL x2 | 14b5ed33ef52d808 | 14b5ed33ef52d808 |
| kde/negative                 | batch  | IDENTICAL x2 | 652c907c19e1f656 | 652c907c19e1f656 |
| kde/odd                      | infer  | IDENTICAL x2 | e49f797e443af916 | e49f797e443af916 |
| kde/odd                      | model  | IDENTICAL x2 | eaf7436bbd4ff68f | eaf7436bbd4ff68f |
| kde/odd                      | batch  | IDENTICAL x2 | 0c6fa88005d660ff | 0c6fa88005d660ff |
| kde/ties                     | infer  | IDENTICAL x2 | 63b4da91ce458ab7 | 63b4da91ce458ab7 |
| kde/ties                     | model  | IDENTICAL x2 | c6b86284b81d2eea | c6b86284b81d2eea |
| kde/ties                     | batch  | IDENTICAL x2 | 42cfc4523132cd86 | 42cfc4523132cd86 |
| kde/wide                     | infer  | IDENTICAL x2 | 39622885a3c508a9 | 39622885a3c508a9 |
| kde/wide                     | model  | IDENTICAL x2 | 4d511b1377a350b9 | 4d511b1377a350b9 |
| kde/wide                     | batch  | IDENTICAL x2 | ff463469d5431eea | ff463469d5431eea |
| kmeans/base                  | infer  | IDENTICAL x2 | 3d50c4c50bf078b2 | 3d50c4c50bf078b2 |
| kmeans/base                  | model  | IDENTICAL x2 | 355598f468300bee | 355598f468300bee |
| kmeans/base                  | batch  | IDENTICAL x2 | ce34789a012168b5 | ce34789a012168b5 |
| kmeans/denormal              | infer  | IDENTICAL x2 | 9b15ee1cac8ce636 | 9b15ee1cac8ce636 |
| kmeans/denormal              | model  | IDENTICAL x2 | 8646c7d4fc16c75e | 8646c7d4fc16c75e |
| kmeans/denormal              | batch  | IDENTICAL x2 | cd11da38d7d996eb | cd11da38d7d996eb |
| kmeans/denormal_ftz          | infer  | IDENTICAL x2 | 9b15ee1cac8ce636 | 9b15ee1cac8ce636 |
| kmeans/denormal_ftz          | model  | IDENTICAL x2 | 8646c7d4fc16c75e | 8646c7d4fc16c75e |
| kmeans/denormal_ftz          | batch  | IDENTICAL x2 | cd11da38d7d996eb | cd11da38d7d996eb |
| kmeans/dupes                 | infer  | IDENTICAL x2 | 45007c31b3127822 | 45007c31b3127822 |
| kmeans/dupes                 | model  | IDENTICAL x2 | daa4518508a79e25 | daa4518508a79e25 |
| kmeans/dupes                 | batch  | IDENTICAL x2 | 226990012f870f93 | 226990012f870f93 |
| kmeans/hashed                | infer  | IDENTICAL x2 | 5d6e4fa66a2f59bb | 5d6e4fa66a2f59bb |
| kmeans/hashed                | model  | IDENTICAL x2 | d6356da8f36cfff4 | d6356da8f36cfff4 |
| kmeans/hashed                | batch  | IDENTICAL x2 | 2821adc81c87c1a6 | 2821adc81c87c1a6 |
| kmeans/negative              | infer  | IDENTICAL x2 | 2ceb107b327d1b74 | 2ceb107b327d1b74 |
| kmeans/negative              | model  | IDENTICAL x2 | 5749d537f980d312 | 5749d537f980d312 |
| kmeans/negative              | batch  | IDENTICAL x2 | a1cee1687356c069 | a1cee1687356c069 |
| kmeans/odd                   | infer  | IDENTICAL x2 | 191287260610940c | 191287260610940c |
| kmeans/odd                   | model  | IDENTICAL x2 | 5fdc9f5ac45877c9 | 5fdc9f5ac45877c9 |
| kmeans/odd                   | batch  | IDENTICAL x2 | 06c7a23bc000d13d | 06c7a23bc000d13d |
| kmeans/ties                  | infer  | IDENTICAL x2 | 0e9dcaedec0fcadc | 0e9dcaedec0fcadc |
| kmeans/ties                  | model  | IDENTICAL x2 | 74275c5f94fd56a2 | 74275c5f94fd56a2 |
| kmeans/ties                  | batch  | IDENTICAL x2 | ff636ffbdf6153fe | ff636ffbdf6153fe |
| kmeans/wide                  | infer  | IDENTICAL x2 | 576a17d0775573bc | 576a17d0775573bc |
| kmeans/wide                  | model  | IDENTICAL x2 | 1c5abd185e53aaf6 | 1c5abd185e53aaf6 |
| kmeans/wide                  | batch  | IDENTICAL x2 | 1893d1e955539a1c | 1893d1e955539a1c |
| knn-clf/base                 | infer  | IDENTICAL x2 | 8381d6badb2ee31b | 8381d6badb2ee31b |
| knn-clf/base                 | model  | IDENTICAL x2 | f0b9be0fd408466b | f0b9be0fd408466b |
| knn-clf/base                 | batch  | IDENTICAL x2 | ae9a520d4ce52431 | ae9a520d4ce52431 |
| knn-clf/denormal             | infer  | IDENTICAL x2 | 3b26081dcfb54057 | 3b26081dcfb54057 |
| knn-clf/denormal             | model  | IDENTICAL x2 | 3ae6ad51532e6887 | 3ae6ad51532e6887 |
| knn-clf/denormal             | batch  | IDENTICAL x2 | d72e6008f74ab0fa | d72e6008f74ab0fa |
| knn-clf/denormal_ftz         | infer  | IDENTICAL x2 | 3b26081dcfb54057 | 3b26081dcfb54057 |
| knn-clf/denormal_ftz         | model  | IDENTICAL x2 | 02916106bd5f4a5c | 02916106bd5f4a5c |
| knn-clf/denormal_ftz         | batch  | IDENTICAL x2 | d72e6008f74ab0fa | d72e6008f74ab0fa |
| knn-clf/dupes                | infer  | IDENTICAL x2 | 20ea108e0746b7e5 | 20ea108e0746b7e5 |
| knn-clf/dupes                | model  | IDENTICAL x2 | 937c7d9ac1a87689 | 937c7d9ac1a87689 |
| knn-clf/dupes                | batch  | IDENTICAL x2 | 6dc9aed4d01ef3d6 | 6dc9aed4d01ef3d6 |
| knn-clf/hashed               | infer  | IDENTICAL x2 | 7e895e275d390d17 | 7e895e275d390d17 |
| knn-clf/hashed               | model  | IDENTICAL x2 | e87300eff71e3476 | e87300eff71e3476 |
| knn-clf/hashed               | batch  | IDENTICAL x2 | aaf1244bb82e7340 | aaf1244bb82e7340 |
| knn-clf/negative             | infer  | IDENTICAL x2 | 4a407720c8a6509a | 4a407720c8a6509a |
| knn-clf/negative             | model  | IDENTICAL x2 | 1043a59bb6257373 | 1043a59bb6257373 |
| knn-clf/negative             | batch  | IDENTICAL x2 | b63e40ed33fd3d37 | b63e40ed33fd3d37 |
| knn-clf/odd                  | infer  | IDENTICAL x2 | a593e7cc3b0f8144 | a593e7cc3b0f8144 |
| knn-clf/odd                  | model  | IDENTICAL x2 | d52a45a13c74a487 | d52a45a13c74a487 |
| knn-clf/odd                  | batch  | IDENTICAL x2 | 07d7acdc3bdcce71 | 07d7acdc3bdcce71 |
| knn-clf/ties                 | infer  | IDENTICAL x2 | d7292e53ec625170 | d7292e53ec625170 |
| knn-clf/ties                 | model  | IDENTICAL x2 | 02aa0eb5e36cffee | 02aa0eb5e36cffee |
| knn-clf/ties                 | batch  | IDENTICAL x2 | 1135607d7c883ed4 | 1135607d7c883ed4 |
| knn-clf/wide                 | infer  | IDENTICAL x2 | b128c6dd4d428648 | b128c6dd4d428648 |
| knn-clf/wide                 | model  | IDENTICAL x2 | 1823e75c34d7670f | 1823e75c34d7670f |
| knn-clf/wide                 | batch  | IDENTICAL x2 | 76f0fdd33c616ffb | 76f0fdd33c616ffb |
| knn-reg/base                 | infer  | IDENTICAL x2 | 12b3c8b2763ae645 | 12b3c8b2763ae645 |
| knn-reg/base                 | model  | IDENTICAL x2 | 7404b5d0a3a97d83 | 7404b5d0a3a97d83 |
| knn-reg/base                 | batch  | IDENTICAL x2 | b8ade478bb62bf5e | b8ade478bb62bf5e |
| knn-reg/denormal             | infer  | IDENTICAL x2 | 511f71a64fa48d7a | 511f71a64fa48d7a |
| knn-reg/denormal             | model  | IDENTICAL x2 | cb7e52aa73863e31 | cb7e52aa73863e31 |
| knn-reg/denormal             | batch  | IDENTICAL x2 | 87fa301773236d1d | 87fa301773236d1d |
| knn-reg/denormal_ftz         | infer  | IDENTICAL x2 | 511f71a64fa48d7a | 511f71a64fa48d7a |
| knn-reg/denormal_ftz         | model  | IDENTICAL x2 | 5b7edbee629a2813 | 5b7edbee629a2813 |
| knn-reg/denormal_ftz         | batch  | IDENTICAL x2 | 87fa301773236d1d | 87fa301773236d1d |
| knn-reg/dupes                | infer  | IDENTICAL x2 | 0e04bd5ca4150340 | 0e04bd5ca4150340 |
| knn-reg/dupes                | model  | IDENTICAL x2 | dd4b16d90ea35aff | dd4b16d90ea35aff |
| knn-reg/dupes                | batch  | IDENTICAL x2 | bc58853db91cdeff | bc58853db91cdeff |
| knn-reg/hashed               | infer  | IDENTICAL x2 | 4223804b361954e6 | 4223804b361954e6 |
| knn-reg/hashed               | model  | IDENTICAL x2 | 0ed94f6eaca5e6f1 | 0ed94f6eaca5e6f1 |
| knn-reg/hashed               | batch  | IDENTICAL x2 | e9c4afd946b506a0 | e9c4afd946b506a0 |
| knn-reg/negative             | infer  | IDENTICAL x2 | ca725c74b7aec59b | ca725c74b7aec59b |
| knn-reg/negative             | model  | IDENTICAL x2 | 66c3df348fcdf3b4 | 66c3df348fcdf3b4 |
| knn-reg/negative             | batch  | IDENTICAL x2 | 80ad7ed317afc40e | 80ad7ed317afc40e |
| knn-reg/odd                  | infer  | IDENTICAL x2 | e53e4bfa78bd428a | e53e4bfa78bd428a |
| knn-reg/odd                  | model  | IDENTICAL x2 | abb699bdbb2dd963 | abb699bdbb2dd963 |
| knn-reg/odd                  | batch  | IDENTICAL x2 | 218893ea011aba99 | 218893ea011aba99 |
| knn-reg/ties                 | infer  | IDENTICAL x2 | fcbc1a112c60d1d0 | fcbc1a112c60d1d0 |
| knn-reg/ties                 | model  | IDENTICAL x2 | 059724706575c43d | 059724706575c43d |
| knn-reg/ties                 | batch  | IDENTICAL x2 | 449e141f98be2c2c | 449e141f98be2c2c |
| knn-reg/wide                 | infer  | IDENTICAL x2 | 4b2e95d49bb291c5 | 4b2e95d49bb291c5 |
| knn-reg/wide                 | model  | IDENTICAL x2 | 42c9143b5b930be3 | 42c9143b5b930be3 |
| knn-reg/wide                 | batch  | IDENTICAL x2 | 15a5a7f409deb7f8 | 15a5a7f409deb7f8 |
| knn/base                     | infer  | IDENTICAL x2 | da53642fe53493ad | da53642fe53493ad |
| knn/base                     | model  | IDENTICAL x2 | 2262556d652b5187 | 2262556d652b5187 |
| knn/base                     | batch  | IDENTICAL x2 | b943759962b58dd3 | b943759962b58dd3 |
| knn/denormal                 | infer  | IDENTICAL x2 | 32426a86a46b417f | 32426a86a46b417f |
| knn/denormal                 | model  | IDENTICAL x2 | d2ef07879ac4916e | d2ef07879ac4916e |
| knn/denormal                 | batch  | IDENTICAL x2 | d84a33018ec03c57 | d84a33018ec03c57 |
| knn/denormal_ftz             | infer  | IDENTICAL x2 | 32426a86a46b417f | 32426a86a46b417f |
| knn/denormal_ftz             | model  | IDENTICAL x2 | 771d0d3df6d1d2ac | 771d0d3df6d1d2ac |
| knn/denormal_ftz             | batch  | IDENTICAL x2 | d84a33018ec03c57 | d84a33018ec03c57 |
| knn/dupes                    | infer  | IDENTICAL x2 | 6776f2a2ef1528ee | 6776f2a2ef1528ee |
| knn/dupes                    | model  | IDENTICAL x2 | 0f847e465f0fce2d | 0f847e465f0fce2d |
| knn/dupes                    | batch  | IDENTICAL x2 | c3ca00def42aa6e6 | c3ca00def42aa6e6 |
| knn/hashed                   | infer  | IDENTICAL x2 | 906e8d5ef7d91305 | 906e8d5ef7d91305 |
| knn/hashed                   | model  | IDENTICAL x2 | 924ef8b2b10467f0 | 924ef8b2b10467f0 |
| knn/hashed                   | batch  | IDENTICAL x2 | 36f87a74d8e63d7e | 36f87a74d8e63d7e |
| knn/negative                 | infer  | IDENTICAL x2 | aa5dd33322e1cb78 | aa5dd33322e1cb78 |
| knn/negative                 | model  | IDENTICAL x2 | 5f934babcd0bc097 | 5f934babcd0bc097 |
| knn/negative                 | batch  | IDENTICAL x2 | 463c61ecae0ba9ba | 463c61ecae0ba9ba |
| knn/odd                      | infer  | IDENTICAL x2 | ef7c64cd35cc99ad | ef7c64cd35cc99ad |
| knn/odd                      | model  | IDENTICAL x2 | 8e7ac0d7c257cac6 | 8e7ac0d7c257cac6 |
| knn/odd                      | batch  | IDENTICAL x2 | 40a0d676a63306ea | 40a0d676a63306ea |
| knn/ties                     | infer  | IDENTICAL x2 | 234e9e649f45c983 | 234e9e649f45c983 |
| knn/ties                     | model  | IDENTICAL x2 | 4049122e7b37a94e | 4049122e7b37a94e |
| knn/ties                     | batch  | IDENTICAL x2 | be9dd86463c63469 | be9dd86463c63469 |
| knn/wide                     | infer  | IDENTICAL x2 | 3173e563e425be1c | 3173e563e425be1c |
| knn/wide                     | model  | IDENTICAL x2 | 244f616088763b08 | 244f616088763b08 |
| knn/wide                     | batch  | IDENTICAL x2 | 2a40f9f684c1406d | 2a40f9f684c1406d |
| logistic/base                | infer  | IDENTICAL x2 | 103f76e4a2b23c03 | 103f76e4a2b23c03 |
| logistic/base                | model  | IDENTICAL x2 | 1b51b4eabdcf59e2 | 1b51b4eabdcf59e2 |
| logistic/base                | batch  | IDENTICAL x2 | 24b0ec1feb4c7f73 | 24b0ec1feb4c7f73 |
| logistic/denormal            | infer  | IDENTICAL x2 | 2092f79961286d8a | 2092f79961286d8a |
| logistic/denormal            | model  | IDENTICAL x2 | 0f11207a162b3b64 | 0f11207a162b3b64 |
| logistic/denormal            | batch  | IDENTICAL x2 | 97c78eb44e1988d5 | 97c78eb44e1988d5 |
| logistic/denormal_ftz        | infer  | IDENTICAL x2 | 2092f79961286d8a | 2092f79961286d8a |
| logistic/denormal_ftz        | model  | IDENTICAL x2 | 0f11207a162b3b64 | 0f11207a162b3b64 |
| logistic/denormal_ftz        | batch  | IDENTICAL x2 | 97c78eb44e1988d5 | 97c78eb44e1988d5 |
| logistic/dupes               | infer  | IDENTICAL x2 | df012d0cb1286818 | df012d0cb1286818 |
| logistic/dupes               | model  | IDENTICAL x2 | 4b387ce327c969d6 | 4b387ce327c969d6 |
| logistic/dupes               | batch  | IDENTICAL x2 | f04513e96fac907b | f04513e96fac907b |
| logistic/hashed              | infer  | IDENTICAL x2 | dfe219d0b67a77ca | dfe219d0b67a77ca |
| logistic/hashed              | model  | IDENTICAL x2 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 |
| logistic/hashed              | batch  | IDENTICAL x2 | d97f6965451c3618 | d97f6965451c3618 |
| logistic/negative            | infer  | IDENTICAL x2 | 00fff477b42c65a0 | 00fff477b42c65a0 |
| logistic/negative            | model  | IDENTICAL x2 | 61cb0a45d1792d44 | 61cb0a45d1792d44 |
| logistic/negative            | batch  | IDENTICAL x2 | f447ab7a48eabfde | f447ab7a48eabfde |
| logistic/odd                 | infer  | IDENTICAL x2 | 7540ab14779d65c6 | 7540ab14779d65c6 |
| logistic/odd                 | model  | IDENTICAL x2 | 1be05ca406afb6a5 | 1be05ca406afb6a5 |
| logistic/odd                 | batch  | IDENTICAL x2 | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c |
| logistic/ties                | infer  | IDENTICAL x2 | 31ae5dc087daddea | 31ae5dc087daddea |
| logistic/ties                | model  | IDENTICAL x2 | eff4803be10700c8 | eff4803be10700c8 |
| logistic/ties                | batch  | IDENTICAL x2 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 |
| logistic/wide                | infer  | IDENTICAL x2 | 0b4e034053a507a6 | 0b4e034053a507a6 |
| logistic/wide                | model  | IDENTICAL x2 | 576c92b63ada584d | 576c92b63ada584d |
| logistic/wide                | batch  | IDENTICAL x2 | a975cc495acc07a6 | a975cc495acc07a6 |
| mamba1/base                  | infer  | IDENTICAL x2 | 97e86b9db80719a7 | 97e86b9db80719a7 |
| mamba1/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/base                  | batch  | IDENTICAL x2 | fbb1f3233000006e | fbb1f3233000006e |
| mamba1/base                  | rlpair | IDENTICAL x2 | 3fd0b9d19f53c9c1 | 3fd0b9d19f53c9c1 |
| mamba1/denormal              | infer  | IDENTICAL x2 | 79e0f910c5525ef7 | 79e0f910c5525ef7 |
| mamba1/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/denormal              | batch  | IDENTICAL x2 | a17b09e0f608dab7 | a17b09e0f608dab7 |
| mamba1/denormal              | rlpair | IDENTICAL x2 | 7b0bbb310451668a | 7b0bbb310451668a |
| mamba1/denormal_ftz          | infer  | IDENTICAL x2 | 79e0f910c5525ef7 | 79e0f910c5525ef7 |
| mamba1/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/denormal_ftz          | batch  | IDENTICAL x2 | a17b09e0f608dab7 | a17b09e0f608dab7 |
| mamba1/denormal_ftz          | rlpair | IDENTICAL x2 | deb7fd8a06a24ed9 | deb7fd8a06a24ed9 |
| mamba1/dupes                 | infer  | IDENTICAL x2 | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 |
| mamba1/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/dupes                 | batch  | IDENTICAL x2 | 7eb2c68796e0f91a | 7eb2c68796e0f91a |
| mamba1/dupes                 | rlpair | IDENTICAL x2 | 3fd0b9d19f53c9c1 | 3fd0b9d19f53c9c1 |
| mamba1/hashed                | infer  | IDENTICAL x2 | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce |
| mamba1/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/hashed                | batch  | IDENTICAL x2 | 29fc3810bca1e78a | 29fc3810bca1e78a |
| mamba1/hashed                | rlpair | IDENTICAL x2 | 08398a6bfcc8570a | 08398a6bfcc8570a |
| mamba1/negative              | infer  | IDENTICAL x2 | c0e8d2045bc0faf6 | c0e8d2045bc0faf6 |
| mamba1/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/negative              | batch  | IDENTICAL x2 | a48d8850d38c0e4c | a48d8850d38c0e4c |
| mamba1/negative              | rlpair | IDENTICAL x2 | 0f0f848b5a1a12e3 | 0f0f848b5a1a12e3 |
| mamba1/odd                   | infer  | IDENTICAL x2 | 97e86b9db80719a7 | 97e86b9db80719a7 |
| mamba1/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/odd                   | batch  | IDENTICAL x2 | fbb1f3233000006e | fbb1f3233000006e |
| mamba1/odd                   | rlpair | IDENTICAL x2 | 3fd0b9d19f53c9c1 | 3fd0b9d19f53c9c1 |
| mamba1/ties                  | infer  | IDENTICAL x2 | 13aed38cf2e3c341 | 13aed38cf2e3c341 |
| mamba1/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/ties                  | batch  | IDENTICAL x2 | 23b7f12c8a228592 | 23b7f12c8a228592 |
| mamba1/ties                  | rlpair | IDENTICAL x2 | 29e18589720b7474 | 29e18589720b7474 |
| mamba1/wide                  | infer  | IDENTICAL x2 | 905c98cf2a276d1d | 905c98cf2a276d1d |
| mamba1/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba1/wide                  | batch  | IDENTICAL x2 | e83173af858d8291 | e83173af858d8291 |
| mamba1/wide                  | rlpair | IDENTICAL x2 | 8a4cd7a1b49c65a8 | 8a4cd7a1b49c65a8 |
| mamba2/base                  | infer  | IDENTICAL x2 | b0084ee171c0720f | b0084ee171c0720f |
| mamba2/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/base                  | batch  | IDENTICAL x2 | d21a83ab6b3ce297 | d21a83ab6b3ce297 |
| mamba2/base                  | rlpair | IDENTICAL x2 | f4abbd5451ff5172 | f4abbd5451ff5172 |
| mamba2/denormal              | infer  | IDENTICAL x2 | 715e3b3d9ee219ba | 715e3b3d9ee219ba |
| mamba2/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/denormal              | batch  | IDENTICAL x2 | ce1a26dfa4587c15 | ce1a26dfa4587c15 |
| mamba2/denormal              | rlpair | IDENTICAL x2 | c43d27b4d3607e26 | c43d27b4d3607e26 |
| mamba2/denormal_ftz          | infer  | IDENTICAL x2 | 715e3b3d9ee219ba | 715e3b3d9ee219ba |
| mamba2/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/denormal_ftz          | batch  | IDENTICAL x2 | ce1a26dfa4587c15 | ce1a26dfa4587c15 |
| mamba2/denormal_ftz          | rlpair | IDENTICAL x2 | 85aeeec8c5a056a1 | 85aeeec8c5a056a1 |
| mamba2/dupes                 | infer  | IDENTICAL x2 | bc19a007224d9860 | bc19a007224d9860 |
| mamba2/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/dupes                 | batch  | IDENTICAL x2 | 82b6615b36847109 | 82b6615b36847109 |
| mamba2/dupes                 | rlpair | IDENTICAL x2 | f4abbd5451ff5172 | f4abbd5451ff5172 |
| mamba2/hashed                | infer  | IDENTICAL x2 | fa5cdfa7a8028ea4 | fa5cdfa7a8028ea4 |
| mamba2/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/hashed                | batch  | IDENTICAL x2 | a824974d95e976a1 | a824974d95e976a1 |
| mamba2/hashed                | rlpair | IDENTICAL x2 | ebd9a6af0f062bee | ebd9a6af0f062bee |
| mamba2/negative              | infer  | IDENTICAL x2 | e47047c1022164fb | e47047c1022164fb |
| mamba2/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/negative              | batch  | IDENTICAL x2 | 5e4dc2619d55149f | 5e4dc2619d55149f |
| mamba2/negative              | rlpair | IDENTICAL x2 | 08cdec93b208dfcc | 08cdec93b208dfcc |
| mamba2/odd                   | infer  | IDENTICAL x2 | b0084ee171c0720f | b0084ee171c0720f |
| mamba2/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/odd                   | batch  | IDENTICAL x2 | d21a83ab6b3ce297 | d21a83ab6b3ce297 |
| mamba2/odd                   | rlpair | IDENTICAL x2 | f4abbd5451ff5172 | f4abbd5451ff5172 |
| mamba2/ties                  | infer  | IDENTICAL x2 | bbd1634ec2e78ddf | bbd1634ec2e78ddf |
| mamba2/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/ties                  | batch  | IDENTICAL x2 | 4b2801f8f573c8c8 | 4b2801f8f573c8c8 |
| mamba2/ties                  | rlpair | IDENTICAL x2 | f899efc2a35ec48a | f899efc2a35ec48a |
| mamba2/wide                  | infer  | IDENTICAL x2 | b67647742c88aaf1 | b67647742c88aaf1 |
| mamba2/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba2/wide                  | batch  | IDENTICAL x2 | 0a20d6f3d8237f24 | 0a20d6f3d8237f24 |
| mamba2/wide                  | rlpair | IDENTICAL x2 | 47957b59ac09a5d8 | 47957b59ac09a5d8 |
| mamba3/base                  | infer  | IDENTICAL x2 | 8fd7cc1c76855a20 | 8fd7cc1c76855a20 |
| mamba3/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/base                  | batch  | IDENTICAL x2 | fe15276118f5cc87 | fe15276118f5cc87 |
| mamba3/base                  | rlpair | IDENTICAL x2 | a6bfdd6f7f065e01 | a6bfdd6f7f065e01 |
| mamba3/denormal              | infer  | IDENTICAL x2 | 485dc075bb05925a | 485dc075bb05925a |
| mamba3/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/denormal              | batch  | IDENTICAL x2 | 55589eabd06f42f3 | 55589eabd06f42f3 |
| mamba3/denormal              | rlpair | IDENTICAL x2 | 9164df9a72cc1b7a | 9164df9a72cc1b7a |
| mamba3/denormal_ftz          | infer  | IDENTICAL x2 | 485dc075bb05925a | 485dc075bb05925a |
| mamba3/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/denormal_ftz          | batch  | IDENTICAL x2 | 55589eabd06f42f3 | 55589eabd06f42f3 |
| mamba3/denormal_ftz          | rlpair | IDENTICAL x2 | 9460cdf7535e697d | 9460cdf7535e697d |
| mamba3/dupes                 | infer  | IDENTICAL x2 | 070bd58f6657209b | 070bd58f6657209b |
| mamba3/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/dupes                 | batch  | IDENTICAL x2 | 0a0977dd6524f3ed | 0a0977dd6524f3ed |
| mamba3/dupes                 | rlpair | IDENTICAL x2 | a6bfdd6f7f065e01 | a6bfdd6f7f065e01 |
| mamba3/hashed                | infer  | IDENTICAL x2 | b1a7d4ee34f199ba | b1a7d4ee34f199ba |
| mamba3/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/hashed                | batch  | IDENTICAL x2 | e8de6d8568214bec | e8de6d8568214bec |
| mamba3/hashed                | rlpair | IDENTICAL x2 | 0ba890aa5e9e0f9e | 0ba890aa5e9e0f9e |
| mamba3/negative              | infer  | IDENTICAL x2 | aa9819b0fd6a1c00 | aa9819b0fd6a1c00 |
| mamba3/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/negative              | batch  | IDENTICAL x2 | 600d4b7d48d54310 | 600d4b7d48d54310 |
| mamba3/negative              | rlpair | IDENTICAL x2 | 8e03fed61ccfab2c | 8e03fed61ccfab2c |
| mamba3/odd                   | infer  | IDENTICAL x2 | 8fd7cc1c76855a20 | 8fd7cc1c76855a20 |
| mamba3/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/odd                   | batch  | IDENTICAL x2 | fe15276118f5cc87 | fe15276118f5cc87 |
| mamba3/odd                   | rlpair | IDENTICAL x2 | a6bfdd6f7f065e01 | a6bfdd6f7f065e01 |
| mamba3/ties                  | infer  | IDENTICAL x2 | 1d6a9e7e7f4cef9d | 1d6a9e7e7f4cef9d |
| mamba3/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/ties                  | batch  | IDENTICAL x2 | 7ad1c67221165d41 | 7ad1c67221165d41 |
| mamba3/ties                  | rlpair | IDENTICAL x2 | bab378a93b297e68 | bab378a93b297e68 |
| mamba3/wide                  | infer  | IDENTICAL x2 | 3009c08c78896159 | 3009c08c78896159 |
| mamba3/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| mamba3/wide                  | batch  | IDENTICAL x2 | b9b0da7d2e68ebdb | b9b0da7d2e68ebdb |
