"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,1,1,8895,8895,16777216,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_LDS",0.00000000e+00,1209250008789,1209250044751
1,1,1,1,8895,8895,16777216,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_ANY",30684628.000000,1209250008789,1209250044751
1,1,1,1,8895,8895,16777216,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_LDS",0.00000000e+00,1209250008789,1209250044751
1,1,1,1,8895,8895,16777216,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVE_CYCLES",50319464.000000,1209250008789,1209250044751
2,2,1,1,8895,8895,1572864,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_LDS",0.00000000e+00,1209250384999,1209250390130
2,2,1,1,8895,8895,1572864,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_ANY",4348672.000000,1209250384999,1209250390130
2,2,1,1,8895,8895,1572864,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_LDS",0.00000000e+00,1209250384999,1209250390130
2,2,1,1,8895,8895,1572864,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVE_CYCLES",6547687.000000,1209250384999,1209250390130
3,3,1,1,8895,8895,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_LDS",27525120.000000,1209252170115,1209254493728
3,3,1,1,8895,8895,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_ANY",234154965.000000,1209252170115,1209254493728
3,3,1,1,8895,8895,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_INST_LDS",20848498.000000,1209252170115,1209254493728
3,3,1,1,8895,8895,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAVE_CYCLES",1210194932.000000,1209252170115,1209254493728
4,4,1,1,8895,8895,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_LDS",0.00000000e+00,1209254549013,1209254635408
4,4,1,1,8895,8895,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_ANY",127231981.000000,1209254549013,1209254635408
4,4,1,1,8895,8895,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_LDS",0.00000000e+00,1209254549013,1209254635408
4,4,1,1,8895,8895,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVE_CYCLES",288252420.000000,1209254549013,1209254635408
5,5,1,1,8895,8895,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_LDS",27525120.000000,1209537442834,1209539736821
5,5,1,1,8895,8895,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_ANY",245730014.000000,1209537442834,1209539736821
5,5,1,1,8895,8895,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_INST_LDS",20231320.000000,1209537442834,1209539736821
5,5,1,1,8895,8895,786432,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAVE_CYCLES",1224991268.000000,1209537442834,1209539736821
6,6,1,1,8895,8895,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_LDS",0.00000000e+00,1209539823576,1209539904479
6,6,1,1,8895,8895,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_ANY",128290336.000000,1209539823576,1209539904479
6,6,1,1,8895,8895,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_LDS",0.00000000e+00,1209539823576,1209539904479
6,6,1,1,8895,8895,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVE_CYCLES",288624341.000000,1209539823576,1209539904479
