lane	n	fast_med_s	ident_med_s	ratio_med	ratio_min	ratio_max	fast_min_s	fast_max_s	ident_min_s	ident_max_s	fast_hash	ident_hash	hash_note
kmeans	3	0.235023	0.252684	1.075	1.060	1.088	0.232307	0.236997	0.251271	0.253141	c5cc84735f29a548	c5cc84735f29a548	fast==ident bits
knn	3	0.009104	0.111828	12.284	12.193	12.318	0.009074	0.009171	0.111771	0.111855	ad8bd69b228b8cdf	c41d0274e33becc9	fast!=ident bits
gram	3	0.001628	0.003783	2.323	2.322	2.325	0.001627	0.001630	0.003782	0.003784	c0e8822062970c23	eda189fc210388c5	fast!=ident bits
nt	3	0.000144	0.004304	29.803	28.654	30.938	0.000139	0.000150	0.004304	0.004306	768d721bd8d66ea0	bae56ae624541a84	fast!=ident bits
gemv	3	0.000148	0.001179	7.972	7.940	8.044	0.000146	0.000148	0.001178	0.001180	fb9b6d452d831ab6	491b00b499e4b1f9	fast!=ident bits
gbdt	3	1.060992	0.994807	0.938	0.927	0.951	1.057110	1.072714	0.979438	1.008990	e1778ba42912c1b4	9e8e5ae83e2c6f22	fast!=ident bits
rf	3	0.965074	0.973576	1.009	0.976	1.015	0.963496	0.997609	0.966672	0.979209	e2ec6856dec3081b	e2ec6856dec3081b	fast==ident bits
et	3	4.465766	4.431124	0.992	0.978	0.998	4.441039	4.524461	4.423900	4.453027	d6efc1ad9646afe1	d6efc1ad9646afe1	fast==ident bits
