lane	n	fast_med_s	ident_med_s	ratio_med	ratio_min	ratio_max	fast_min_s	fast_max_s	ident_min_s	ident_max_s	fast_hash	ident_hash	hash_note
cd	5	0.007365	0.009967	1.353	1.199	1.714	0.006551	0.007648	0.008986	0.012622	3bc909a47ebc9bda	3cb298860e514e8a	fast!=ident bits
kde	5	0.003200	0.003799	1.187	0.984	1.343	0.002892	0.003525	0.003040	0.003995	110eb573543dcc0f	3719b9e6a55377a7	fast!=ident bits
linkage	5	0.011320	0.011176	0.987	0.703	1.009	0.010353	0.015171	0.010249	0.011279	5d3155fc940e61d2	5d3155fc940e61d2	fast==ident bits
svm	5	0.018298	0.019268	1.053	0.791	1.206	0.015978	0.022305	0.016519	0.021068	2def386e7266a86a	9bec403e03e1a2cc	fast!=ident bits
metrics	5	0.012427	0.011196	0.901	0.721	1.194	0.009376	0.012803	0.009226	0.012843	b4955292d4bc678f	2321a95d3439fc2b	fast!=ident bits
gemm	5	0.000710	0.003297	4.644	3.961	5.849	0.000569	0.000799	0.003165	0.003328	79adfe2dd5bd57e6	79adfe2dd5bd57e6	fast==ident bits
