pixi-install	0
cuml-venv	0
pixi-env	0
mojo-version	0
build-umap-phase	0
cuml-wheels	0
cuml-freeze	0
build-umap-phase-tpb64	0
build-umap-phase-tpb256	0
build-umap-phase-host	0
build-umap-identity	0
build-umap-identity-broader	0
build-umap-identity-host	0
build-umap-identity-broader-host	0
gate-20k-umap-phase	0
gate-20k-umap-phase-tpb64	0
gate-20k-umap-phase-tpb256	0
gate-20k-host	0
identity	0
identity-broader	0
identity-host	0
identity-broader-host	0
price-100k	0
price-20k	0
price-5k	0
price-5k-host	0
quality-5k	0
quality-5k-host	0
cuml-1m	0
price-1m	0
build-knn-ref	0
knnprof-100000-1000	127
knnprof-400000-4000	127
knnprof-100000-32	127
