"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,1,1,8821,8821,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_ACTIVE_INST_LDS",0.00000000e+00,1197425944003,1197425959639
1,1,1,1,8821,8821,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_SALU",2064384.000000,1197425944003,1197425959639
1,1,1,1,8821,8821,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_VMEM_RD",0.00000000e+00,1197425944003,1197425959639
1,1,1,1,8821,8821,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_ANY",1322968.000000,1197425944003,1197425959639
2,2,1,1,8821,8821,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_ACTIVE_INST_LDS",0.00000000e+00,1197426339536,1197426342102
2,2,1,1,8821,8821,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_SALU",193536.000000,1197426339536,1197426342102
2,2,1,1,8821,8821,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_VMEM_RD",0.00000000e+00,1197426339536,1197426342102
2,2,1,1,8821,8821,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_ANY",383757.000000,1197426339536,1197426342102
3,3,1,1,8821,8821,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_ACTIVE_INST_LDS",11219032.000000,1197428209512,1197429020986
3,3,1,1,8821,8821,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_SALU",18687744.000000,1197428209512,1197429020986
3,3,1,1,8821,8821,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_VMEM_RD",451584.000000,1197428209512,1197429020986
3,3,1,1,8821,8821,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_INST_ANY",18738199.000000,1197428209512,1197429020986
4,4,1,1,8821,8821,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_ACTIVE_INST_LDS",0.00000000e+00,1197429270710,1197429338744
4,4,1,1,8821,8821,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_SALU",27525120.000000,1197429270710,1197429338744
4,4,1,1,8821,8821,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_VMEM_RD",589824.000000,1197429270710,1197429338744
4,4,1,1,8821,8821,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_ANY",45978930.000000,1197429270710,1197429338744
5,5,1,1,8821,8821,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_ACTIVE_INST_LDS",11217524.000000,1197710830037,1197711655221
5,5,1,1,8821,8821,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_SALU",18687744.000000,1197710830037,1197711655221
5,5,1,1,8821,8821,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_VMEM_RD",451584.000000,1197710830037,1197711655221
5,5,1,1,8821,8821,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_INST_ANY",20220358.000000,1197710830037,1197711655221
6,6,1,1,8821,8821,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_ACTIVE_INST_LDS",0.00000000e+00,1197711740172,1197711809168
6,6,1,1,8821,8821,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_SALU",27525120.000000,1197711740172,1197711809168
6,6,1,1,8821,8821,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_VMEM_RD",589824.000000,1197711740172,1197711809168
6,6,1,1,8821,8821,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_ANY",46077427.000000,1197711740172,1197711809168
