step	lr_f32_hex	loss_mean	seconds	hash_seconds	state_sha256	gradient_sha256	losses_sha256_16	hash_scheme	label
2097	39dd7340	3.521504	101.237	3.989	90b9366d61f7b350970898b0fcba418bbf2ab94640399dc0052e50464e6200c0	75a948947f3145d99110d8fc2b9978acbe592b48e801ae524b1f5b35095fb2b1	eb4489ac7189a40e	sliced-sha256-8.v2	nvidia-A-3
2098	39dd5cba	3.551602	100.899	3.853	cdc1f56182daa06a21cb965eb96a9715dd683c52ce7dccb1a71f103b5c69b6ae	ffc4e662f6480a79ab7c2174fff746e82ecc4ce20b9ef810f3cbf0ea22252601	2d183c1b61eb7832	sliced-sha256-8.v2	nvidia-A-3
2099	39dd4632	3.582718	102.621	3.811	6271879625bd64d2aeb91b72e5c2fd87bd1dbfaf5afa5a21f9922e369d001b83	67d954e6becd39f232cc225b4254563dbf6f6046974ea12231e1ad2fd44af8a6	2ebcb5a34cb83c96	sliced-sha256-8.v2	nvidia-A-3
2100	39dd2fa9	3.648057	101.578	4.027	1070dca44062f297d9a2f7b00c0cdc44f8fbff301b7e07588823a74f374b3cd5	216cc624b3d7fd410639aa2c51b330776bc59c7e3f37b8736a9d3dcc72970f11	3a8d55e79d52b0e3	sliced-sha256-8.v2	nvidia-A-3
2101	39dd191f	3.581477	153.143	4.078	4c930eb413e3281be6e3de619b02228efea4b81cd3ad14a11881b5e0343cf420	844b6ed7d1e28c42184671762348312f3ce2e60e8c9be3c11659424a191ada33	a1662a0219d62a92	sliced-sha256-8.v2	nvidia-A-3
2102	39dd0294	3.548069	101.369	4.049	34c881e984ddaf6d16f11a50f3702e769458f317db9c6955ac490b18edb62aee	79944fef87ed55982d6ef46428893a9e65f43255a9443c6e4ecf0000ad4204fd	c3b5139c3dbae402	sliced-sha256-8.v2	nvidia-A-3
2103	39dcec06	3.517843	100.733	3.986	35d8de932f487c4e8636f8a2d00ef9d55cb86485f46e5c341ea308179a7b5e68	7535cda73d729342e681b37292c8329adcd3fe8c3de14991123355fd27d4c310	61b7bb1f794cef2c	sliced-sha256-8.v2	nvidia-A-3
2104	39dcd578	3.589224	101.783	4.073	0b75a9b4daa22bb507df642679792c6803ed4baa85b4f56733383a4fe8e2580e	f346650bcab3aed7ad115589ecb0289ea7f292318163ee9d1a6b5b98641487cb	31bf0339be6ca936	sliced-sha256-8.v2	nvidia-A-3
2105	39dcbee8	3.601059	104.034	3.998	8bf6325404b03941e6966d7991d8810ce10405663b766ed2ae4385063000c40a	70e792b38ff8d2c4c8030d9ead84383cd0672f50e68c6c04ce58b7d27383f5ec	d0581e25acc6eae6	sliced-sha256-8.v2	nvidia-A-3
2106	39dca857	3.618663	100.939	4.031	fcc7b5fd5752602dd716d16c0498e8f247531eb0339e46979f94fdc4724fc011	9c69e459c12e7bb0fc85cbfdd9f5682992196561f24961e3f14df87eee294a6b	22c70c5c461079d0	sliced-sha256-8.v2	nvidia-A-3
2107	39dc91c5	3.548860	100.826	3.912	974849fdd465e7ad819eff51f57b4a82560ae946b3358f6f2d5a6f7a0b993282	894aa2e5c1865da24142d78424885d08c8b331b2e6efbe22dd3bd7718f4340b5	8fc5275f5fd86e86	sliced-sha256-8.v2	nvidia-A-3
2108	39dc7b31	3.592840	101.564	4.091	50a8773fa45045fb516efd52358cb76ca1160584ef1e8926b36077aa95a648fc	2413e91b9424f448c1166ef0f155dcbba9b7cca95f875f0f40a478fdbb0eff5a	730315d3364c3bb0	sliced-sha256-8.v2	nvidia-A-3
2109	39dc649b	3.553372	102.499	4.085	c946ad521bfcc4176e3d7f363993266f466ab3ecc7d1013254fa30cc5c94756a	ca0b910d936842b7352360811746c77116cf77f7f37b473783395e7d98035a49	684b57404cf7c09a	sliced-sha256-8.v2	nvidia-A-3
2110	39dc4e05	3.555728	102.414	4.082	d9bbcc08d7c5d62ffea87a936868a856e5cf07723477b4a22a52a4288c919362	6e8fdc77c3a38dfcd9fcdd5108e69bbd2e246437e4300a59a37f1c51a9451616	9e29452730ce5ded	sliced-sha256-8.v2	nvidia-A-3
2111	39dc376d	3.538527	101.719	4.081	1030fa1753ae08e376e8775440c9ae320fb9c88c87ad0fb6c97812097509b08c	ba95f00af40ed35a070e4f5af5254369ea2ef5875298689c554ba121ff30a8fa	4204f0ee1cc00d02	sliced-sha256-8.v2	nvidia-A-3
2112	39dc20d4	3.590797	102.526	4.049	60525c7b5b4e0084b173974d98a646eb560f403c1ec11e34aba6b86ad48f5ad4	3f449e6f572f299422fa99289c13b0d036bdbb75f4c86c698562fb2aa0496e5e	ec35123f89df5e4f	sliced-sha256-8.v2	nvidia-A-3
2113	39dc0a39	3.522734	101.214	4.085	a79f5a226fe161f6e74f289838b388de8ac2954fca3c0572704a49ce592bf961	ce32cd60fd11942dcb322a70b00095ce6533d3e66112053ef4c4aa3b3786c9f5	ae57b6a541276f47	sliced-sha256-8.v2	nvidia-A-3
2114	39dbf39d	3.580343	102.096	3.919	6bfe2cfb6c31dff67aac071461d65ce45e08a1385bfaf42accae882b40c09105	e748e0aaa2a1395660c8e8d4a9490cad2993f4bd4433e501e381b84248f03642	48de9edd5a17ca79	sliced-sha256-8.v2	nvidia-A-3
2115	39dbdd00	3.566088	100.507	3.904	d08066a3955840d1b1cbcbdb3e528e6dab9d68d9626c8b5c4f224b4cbd71b507	b9d0e1a0cb45730436e20901df8074b6ed1c0c37828677c1dee5c846c3d2122e	c1a47cfe828adc7d	sliced-sha256-8.v2	nvidia-A-3
2116	39dbc661	3.498441	100.487	3.904	2c4b85aac840cb4b1becec6c13ce9a7a36de2f9eaf11cad4b797ac2f11ddf187	0bc65692a88e6a20e93fd0b1d2e10cef68100f0cb04ac618d7d9724c2ffe1847	cdd2ddc2d1812bc2	sliced-sha256-8.v2	nvidia-A-3
2117	39dbafc1	3.488680	100.547	3.932	61bf9fb2f01a61ab92c600681e67844f729d01eec69488d14486cbc1ea98e2e4	83dc6775e6a3d5dfea57b1510e36d280a59efb2d92eb8aaa486f39c72bdd8078	a3cc70f594238f28	sliced-sha256-8.v2	nvidia-A-3
2118	39db9920	3.466510	100.457	4.217	b6da737e2e9bf760929df9d6bccb0d85a68b9b244529da7a5c589fa3008dedb8	bcab06107b3e6e004bd0e42be4c11a85beadfceb7d18e05854c1edc2e7c9961d	8d19bf567e459161	sliced-sha256-8.v2	nvidia-A-3
2119	39db827d	3.531185	101.099	3.988	53736734729c1b7ed9ae80412f133a0738f38a495ade604d0eff68d80175c5b7	16ab3e5696668c54dd84e23f1f8c655ac42dc47eb12f77538b66f9cb6a7eff03	48e3032daa7fd97b	sliced-sha256-8.v2	nvidia-A-3
2120	39db6bd9	3.545957	103.520	3.835	d50cacc657e26d764dacd426d24477888d3c35ecc10543127dde264c54a3bd65	461c00c5cb571ae0a589fd2d2e6f4cd2b506b328006a6da13de2f11e730bf34c	46781bf27ab87541	sliced-sha256-8.v2	nvidia-A-3
2121	39db5533	3.498710	100.221	3.845	f962f3083bf7f014bfd3b7e36c3e6fd28556737c89efc0be4424a6fba7686c1f	80e57ac2125aecae4fb66cbb74e580bb97550787ab723669f51ba876d9e2f56c	5b04c7a3923c30e1	sliced-sha256-8.v2	nvidia-A-3
2122	39db3e8d	3.543709	100.269	3.806	40ad10c4d56c93cf86a7776ac2b21410f2a4a12d113c3a81e4f229a7fecfda2e	6db92d3673cca83c6fc7ce149876efd53d64117aff10c8c662e64c7adacd554e	7ac5892833b1db4f	sliced-sha256-8.v2	nvidia-A-3
2123	39db27e5	3.477295	102.803	4.097	84887244e5a207b3d2a542cec1fe8f8ae033c2ee74b1d30b5a4c4ff4e61185e8	56e35b02e8364304f1e30f1097ec3eb6894b2cf1b6117868e230ae18b8b08972	c3e98ef2ee7ebfe4	sliced-sha256-8.v2	nvidia-A-3
2124	39db113b	3.408721	101.311	4.075	b51c51a03d7fdee4a76b0f7b76c70243b6ab4b9f9b9acbaf91cfdec968a443b5	13da27244c48fcaec29ca52d8d9ec98631ece90749590c819a5934c20076f1f6	e686f74992a6c264	sliced-sha256-8.v2	nvidia-A-3
2125	39dafa91	3.423200	102.049	4.049	9c9101f8671c739eaa8f961947503ee5cbaa8c138d0481d4769f3e0fd9f590a4	dd17009c95e9a14db112bc44df98787d4e8102436a708935bdb3a6505f12fa71	4894cad892ce115e	sliced-sha256-8.v2	nvidia-A-3
2126	39dae3e5	3.523475	102.113	4.089	f18ae2724eb757c48458945f275a3dde898da143bf20a3d22d5f41fbe9aa47a6	be3ed7f72caded99f7099ac2539f2c27936ff82f39f909563227d77d21bb28ea	67ccbe4a682f4cd0	sliced-sha256-8.v2	nvidia-A-3
2127	39dacd37	3.412149	100.944	4.016	050789f3c7d99bbb66f587dfea0f198a24547698a23c1c38ca413015675b3b45	86bcc4962e00374ac90abcaf5d7798312b75e1adf518c358ef91cd1cc8f3d01a	2a1aee5ed8a6a627	sliced-sha256-8.v2	nvidia-A-3
2128	39dab689	3.436916	100.587	3.840	864144d3bb3d5d4488e2121382a4cc7d5a2716537539eacb07e5d66afe3e88e4	26b5f5586f420e3bbb0ae44f6890323bbf2ad3305210be8bbcff7e0ab7dedab4	2945611c2279fe96	sliced-sha256-8.v2	nvidia-A-3
2129	39da9fd9	3.390866	101.891	3.841	1c3fafea56ac861f9970c6fd6790d6e60886fb14b76902d22edbd5d18a84acc8	328dd1bf4dd2a62744da0020d34cf39def16e75793527d838487be48f3efc5e1	989d5ca014262dfc	sliced-sha256-8.v2	nvidia-A-3
2130	39da8928	3.470506	101.130	4.048	58c9fb42238d8694bc564e48578a51ac026ee2fc7106289e8c92503304ff3a81	79d5747ac04aa056f2492baf157d69a4abe50e18418ef6e5d338b5ccc783aae2	0f353b0d72bc1f9c	sliced-sha256-8.v2	nvidia-A-3
2131	39da7275	3.399911	101.001	4.069	11611f455524fe51053664bfe4162348245f566abbe3555b55404af76571293a	ef33d32c78608f97415069bdbe4ed812f151d31a6ffced25eda8a58d72b23cc2	bc22c6676326835a	sliced-sha256-8.v2	nvidia-A-3
2132	39da5bc1	3.474521	101.978	4.062	7c1e551a46c7eb125306127410701c84c5cd5edff310781f9033dbc1d69a6eb5	d1b66328709af20f57d2c7db0b1241b7733c42fc89804c70b759c9a114b103f7	e4c49abc67d7ecc9	sliced-sha256-8.v2	nvidia-A-3
2133	39da450c	3.420400	100.439	3.901	83cdf5abb73b02cbdc9759f3c92053676c070de548a4b0f24baa3bb10e0869ad	e26c825684a744c98b7d28c9bef971fba71ad81f7dde590be4b18e5ecff6a8e5	152ec33dabd6f2be	sliced-sha256-8.v2	nvidia-A-3
2134	39da2e56	3.430941	100.489	3.850	7b9f62bad7dc8ed403509cf25cf2d1ef469f3cbe234f9e8fb6f57e9bb8b22f6c	67f8590dab928252c0a8d112e4c6a8575c283eb0a49ea3343e977d19261aaf22	aae9054af5fc083f	sliced-sha256-8.v2	nvidia-A-3
2135	39da179e	3.591780	101.617	3.940	1383d278c58018e8a3dcfca5b4aadd384a59d92be4d2c28b240f2a334bd1f26e	fff9ac558a40bb563514f61668b7ec19ccdcfab237c8b3a1392749116802def8	f9789a8c8d241d71	sliced-sha256-8.v2	nvidia-A-3
2136	39da00e5	3.551647	100.660	3.890	bd4e114e238f5e72588a5576d22063a9af84a1231ab636a7283c2072c320d905	73c1f48d445352a3e854158b5d05c85e81e5aa2e8149e84099eb13331b52a39e	e383da22913d227b	sliced-sha256-8.v2	nvidia-A-3
2137	39d9ea2b	3.564177	101.226	4.004	38dd785c3532d3a2f0db55eebe07db9bbd816867c4d4afa6e104c9000b90a5d2	67d88af185509f7b0ddcd82bfbdda181cc98ec97dbe51d75afc0a7fa788f37d0	a6b801016ae828d8	sliced-sha256-8.v2	nvidia-A-3
2138	39d9d36f	3.592913	102.492	3.998	341d3120bc12fa16c67f3f37c5f2308a5623bec0886af673d56cf5047af7354b	fc9b79db280e0ebf143e56f89a0a3d60f623012f35ee803b7bf67f306b3feb9a	e310d24859493a4a	sliced-sha256-8.v2	nvidia-A-3
2139	39d9bcb2	3.581533	100.942	4.011	05e66e7faa352e0c4745ec321a089a961dd5a822de77cb597973724ad37df26d	8377b9d1c491bee3035668b9737d68eda1557866472c9decce76ff761a472665	5a0a99fcfcd727db	sliced-sha256-8.v2	nvidia-A-3
2140	39d9a5f4	3.580344	102.097	3.941	18358c759c4edf465f2c39b1d178f2e22ddce14a5c89f7e41d999383e25ddd50	abc0472771c388dd5c68340299a8d016313d3d21b5750b4534bcbda674da2a98	23b5b7af03b4eca4	sliced-sha256-8.v2	nvidia-A-3
2141	39d98f34	3.589768	102.168	3.905	8814794c464a9eaae92cbf3c2f8deddbde35d2141dc11bb0b50244b0d4f0c106	f43d5ba234710455dfe9763c13289a34cf33797ecadc3e7895b763ef72daadf6	1ddf49772ce832be	sliced-sha256-8.v2	nvidia-A-3
2142	39d97874	3.558917	101.652	3.846	7bc12c6dd24cd4492d9a7af26fd15ee0132555c2bd79ceadf64759ee7294d8b6	169510a676d2e9079d1082a89c13c6ccf249e4b635bc825794599a755cae518d	c6c0e20b6693eb52	sliced-sha256-8.v2	nvidia-A-3
2143	39d961b2	3.555354	100.665	3.777	995ee1ffead831b79012fe4cd4b45f340268aff3742ac2946b81436963ad15cf	9be3defc35fc4f825213391a3fd10b746c59b16ac0ba6faefebd954a4c44645f	fd6197ad9ff241b6	sliced-sha256-8.v2	nvidia-A-3
2144	39d94aee	3.494191	102.134	4.100	b36f820dfea756a4f66235bf3c2492a71bcb1b8eb6494bad28991fb237d2383c	c7a4bc5a23d031acfe69914204ea6a338786261c6d377394a58b65a83209e127	05dd1c1d51a3b250	sliced-sha256-8.v2	nvidia-A-3
2145	39d9342a	3.499587	100.947	4.010	272518cc31ac7532e85a5bf247712145127ba8c551681f705f104a43344e1306	73a91515f4b640ef70ac3cdb6087a72542ea06b23210f789a953480fbddfb7cd	3353816eac9cc9b1	sliced-sha256-8.v2	nvidia-A-3
2146	39d91d64	3.548001	100.954	3.983	b8e97c3b9e75ee549f6347415e91bc877a054a7658031fa20c1ff429a9a8c060	11f6e703cbaa6b9cf3c4e135051336c24c71313fb95cc15ffa2fd81f83e6b608	95b4e23b4090da47	sliced-sha256-8.v2	nvidia-A-3
2147	39d9069d	3.513760	103.211	4.001	69c59536da2f82aba8c5851e560a1f72e6121df1b03f4d515c1bf4a6ff73db6f	8a7456d6fee20d97fdb4550b498ab5e8cc530d3f89612862a3c33d658d48a015	8a7c679004164659	sliced-sha256-8.v2	nvidia-A-3
2148	39d8efd5	3.571365	100.815	3.846	45e4702d23245815e626849f797910054428fb3d07b6b8b8a4651d21502be88f	2e77e042a36b6b28e100056ccb220bfcd1d5b796e3ac978431eb604813e1e01d	62c1b7373aece475	sliced-sha256-8.v2	nvidia-A-3
2149	39d8d90b	3.564060	100.450	3.832	15ef961715ffb46daa370eb722fbc00b118e61585de001d6f2e9c42670e8c7be	182e6da39147cc8456075c83bdafdde2f6afcb05f1d7b23fb13091a216f913b0	b677bedb30b011da	sliced-sha256-8.v2	nvidia-A-3
2150	39d8c240	3.515893	102.943	3.810	b3319079787c883d194d86869dc495a22896ebbf0957836a9e35b7a53c75fe16	53decfec91bd053e9289e89859162f3bd6c9a486614fcd2e36c57c570baf38b2	bedd101fc38ff51f	sliced-sha256-8.v2	nvidia-A-3
2151	39d8ab74	3.544556	101.152	4.054	d79ee624cd0dd3576ed1e334579bfee15c60f7515d2d8878dcf3e216d5bf453c	11e153965d648172e92a76779ff4ecb9412890cfe0213d7990227f2e2cc493e2	4f441c77f43e477a	sliced-sha256-8.v2	nvidia-A-3
2152	39d894a7	3.588645	102.497	4.027	98262d13e79b843e230f2194145157dd45a1d8efdc380f5cf6cc8ce3d35aafbb	154f994cc9050980cbb5d18069f21a969e314c68878e649806b5249645050fef	801b07c73218c35d	sliced-sha256-8.v2	nvidia-A-3
2153	39d87dd8	3.565791	102.733	3.937	2956ed9b4b9f95e3accd7c4cd339862378fcc5457c94b1642f9cfbf3de344059	03e617339e395df621dbd582ba10b5b572a0674f487542026049c5616a5891b7	f128ce619482a5a8	sliced-sha256-8.v2	nvidia-A-3
2154	39d86708	3.529267	100.860	3.976	b1f43804b06404b40d09d36058844942fbafd7712ee75fde2db2f8f7b251d8f6	f132f28227b613aaaf97c42a6f2baba72687077b9ffe5d888cf3e4d78cdff47b	4cb46355cfebcd17	sliced-sha256-8.v2	nvidia-A-3
2155	39d85037	3.535369	102.488	3.979	3f0929bdc089abec0fdbf5e4fb26c0bd0b31e048eb685e377be988e59784c344	c8703ef5e5d2b301ae4d6778feeb64a6d409bb8eaba13ba4b23048907750c616	89ff781c4b4f08bd	sliced-sha256-8.v2	nvidia-A-3
2156	39d83965	3.582606	101.423	4.021	6206e63753bd646f903cebfd2e4d561aaf60c164e4bf64a1c2340c20af013459	7f3043ad147a8e5402faec229c90c429b5630bac60c9efd04a608e26b02e4036	22047887e34f2193	sliced-sha256-8.v2	nvidia-A-3
2157	39d82291	3.542291	101.766	4.053	fb45b74401423a2e5cc62db50c8da9c220ffef200ef69de671cc2d3f356554df	24b31244bf14a26f1edb209a33e907ff1fe66bf49fff810ddf27816f1e44ec2f	fb557db51369efaa	sliced-sha256-8.v2	nvidia-A-3
2158	39d80bbd	3.531102	101.245	4.012	607b38d85c0390ea0208ce37a67e7372288387723c6a789d6def2610fb658fa5	8cc0e183e9a01ec7239dc421654d14acdc40db0daad37a31ba98f0853463210f	2ea2f63650a757e1	sliced-sha256-8.v2	nvidia-A-3
2159	39d7f4e7	3.567866	101.399	3.935	394f0ce09987b1f42dfb1d198659b20d67823480c0291c0f89e2838520fc5566	5ca7f1e59ddb7529c505394b93fd4761a20d4f0485a64be79be7f9f24c38cc61	470396254e240d4c	sliced-sha256-8.v2	nvidia-A-3
2160	39d7de0f	3.529150	102.418	4.058	f38287f85a1ada029be8c7004fc4e83ae14a28775420c007b122ad1efaa28e0a	853c80256d25886f97f1a3b136a4dabd2e65aa39d6cc269dab4eceb0e375f814	7a005f9caa9acd98	sliced-sha256-8.v2	nvidia-A-3
2161	39d7c737	3.514548	101.592	4.056	17c2b8a309e6f80e003a1d5b1c4ff1e4bc74b8b06f56d80585d0bfeb10f491ba	9ae216d5924ad8e6784a8b080de64a0037e08febab35c3455b41839ea4a74d49	1194c6cc7bcaa520	sliced-sha256-8.v2	nvidia-A-3
2162	39d7b05d	3.541083	101.742	3.981	a000da385f2d0abb7083b2fdf1127e55276b2ed9c9d07ba396cf3d116aa2cdd8	e25ec71a2bf8a1ed0fdb12f4bbbe16f63095a0224ff1019270f26a5f5c50a55d	1ea0082bb7f3499d	sliced-sha256-8.v2	nvidia-A-3
2163	39d79982	3.552052	101.102	3.870	b766284234831c59945e73cb131cca1037d96e53ae6e4b850d4e8e5f6dff25af	92f71b1a3b408de22d1d64044e93ca58800a14321820fed0be9bb20c2906a5ff	5a45bf032793e8cf	sliced-sha256-8.v2	nvidia-A-3
2164	39d782a6	3.509979	100.615	3.885	2268aefa28aa8b370c2327c83940a6ae7413938dbd1146cd1f465277cf08941f	de2286c304a8f87b974c45025d40b86e41fc90aea22aa8bbc10a4235e81d3f5e	09fdf62a89a85fa8	sliced-sha256-8.v2	nvidia-A-3
2165	39d76bc9	3.553341	101.557	3.853	62b030e5f8ca80812463ca25501d1575ea2408b7a8582c4f43be4a3b07697504	252c144003fcc3ade01f0ea11dee4f5dbb64d36012bdd84750f0db40e6917cf9	9dfdfd88d3fe59e4	sliced-sha256-8.v2	nvidia-A-3
2166	39d754ea	3.516290	100.764	3.959	fd4cf56652b175baa2f6c3d66a155db37f59cc666d06e950af289606dfa35fd7	94d21c10442b128813e10c6bf2cff689c52ebd8b28a9c042129debb43dc73b4e	a941172e8174dba0	sliced-sha256-8.v2	nvidia-A-3
2167	39d73e0a	3.548061	102.044	3.852	fb7d802a32ef008a9eec1a3ea3d78558615c2599addb8aa9e6fac4ac7ad1ee3e	ade41837443ead85514022599cbecd08612e3c60af521708c09f876c9f03beb4	a6f4a0a0eaa5f3c0	sliced-sha256-8.v2	nvidia-A-3
2168	39d72729	3.514664	100.522	3.854	95fdbe6fca8a704dc34c19fe24619049c57ab94211b148d67d4898cde0439c44	7a7219ca2d55e9289eec7387d4add36434ca79402b35abee6572e353efd7a036	0069d5961070be37	sliced-sha256-8.v2	nvidia-A-3
2169	39d71047	3.444949	100.355	3.818	29792d8b0c5603f789361734133ee45428b41eb214d39c3381776769b9d0ff0f	33777cc6da0fdc7f3e6d4d616c12b36815147e3ea45ba6a54c2850b6626d3ce7	086d3637d14d719f	sliced-sha256-8.v2	nvidia-A-3
2170	39d6f963	3.420424	101.400	3.972	e187188fea0132fbc365a92651d986324a4d968b2a6c9ab5f08e359862093932	b7ab09e3abe5ba1860d5f9c8137c3d6472e7f738b400b74b7d6b48cec6712855	bcac888d3a121e26	sliced-sha256-8.v2	nvidia-A-3
2171	39d6e27f	3.471222	101.180	3.969	a8f91ea5603f98fb3e5c85309eda1db47d3dc84545e9e7dca423dc18219292b9	d80a888c6b118ab0476062edcc4e883abdabf1d74cdebdc943079f7267cd1be8	2cd3fb5d324f4faf	sliced-sha256-8.v2	nvidia-A-3
2172	39d6cb99	3.458288	102.255	4.085	d57d68735f3d02f734e1e198e1b97704c59b1070f9ceb9364312b8c6f0637e8a	0c737976689632d7f3c98de6e0e5b637c8863636161f6a550430542a84484062	f1a1118d69cf0779	sliced-sha256-8.v2	nvidia-A-3
2173	39d6b4b2	3.396436	100.844	3.998	1d568d86ccab728c52ec91e6318414a7172965f0c7e2c60fd3b857e60b503536	0f582d68c5dc0099b6ce9a90dc807179087b46f8b88726a49d925a117e980e43	e959e9e2c344c8ce	sliced-sha256-8.v2	nvidia-A-3
2174	39d69dca	3.404528	102.324	3.983	4bcb8f8f97d2b4dccd6cbafcddfeacefdd550c6f7faa38b1fb827b6a9c15a78e	a35434a39d14740f3d9263c1bc68982135f8e7ec5b7b5b4a948081ad176dc69f	be2133566458c709	sliced-sha256-8.v2	nvidia-A-3
2175	39d686e0	3.380037	100.927	4.148	50d365f941423ca273cd932ab6733d2a8c03a7ad6a5f7bcf993d7f006ee33385	a277d6748b971f64b519d386986e5249af84b4d04a2f6d401d3c39f2471af55b	2cffb48ca069c363	sliced-sha256-8.v2	nvidia-A-3
2176	39d66ff6	3.434194	101.062	4.062	0ead2185ffcd6b14b811b9bc500adce1c130cccb5748d25a224af740ba9dee5c	fdcf9f9d5c1d07c5f8628d5b63128c524441eecf2a0333170dbbbde61d0dea11	17170eee909c1183	sliced-sha256-8.v2	nvidia-A-3
2177	39d6590a	3.419631	100.975	3.893	742b459e6acabbbe09ddf0a8e9fb9ef8c75dd1ae8eccb8ebcfd97c76a71345d4	73e90aa8f9686ee629e1b390295d735172edbc598420aa4f74c211f0b84b8e55	ecde968833c0245a	sliced-sha256-8.v2	nvidia-A-3
2178	39d6421d	3.392708	100.762	3.829	43b373fe3c95768260305dff4825e0313d6a18abb01bfbadb4b13224c3a83d80	56c66955ebb66309cc13c67dfaf0bcfe3aa95afe87ebc76ea4b9f4280f65f6d4	80dae0251212d9cb	sliced-sha256-8.v2	nvidia-A-3
2179	39d62b2f	3.433237	102.114	3.864	a7119ac02036f468816ca44b1368dc7728fa84ed9cdf44414507739ecf0b2444	b1eaf3241f725332e0c85fc4cf41d995af69ddc3c1215cf6d5525278b3205f1e	cef3df8cc7a06aad	sliced-sha256-8.v2	nvidia-A-3
2180	39d6143f	3.546464	102.582	4.022	e1e0e0dde7897875fcd8e1e8c73dc6c3f75bc4c052c0ddbb565b3ec4eb406d45	027ef458eceaaebfe9fff936a2c46f7809c8f96b22f38a1a7f9eee4749515dff	c0c4ebf2997d249d	sliced-sha256-8.v2	nvidia-A-3
2181	39d5fd4f	3.576248	100.757	4.007	695ff9c60552efc552d1fd62e1d407c38dca97927dd21f05d74ff9450744da2c	642569c7a13ded0cc11e02c8aed8b75fe11be084a9e2abdc97a1818cc60cef96	b91275f7e442327c	sliced-sha256-8.v2	nvidia-A-3
2182	39d5e65d	3.565261	100.785	4.021	989c7cffb38a1f6b03f567ddb7832f5def2edeada065f1b4643563a41b991806	e24c22475f18eae72b73abeb2f7e707da5e0e2625af473ab9ed15d44a1846567	28770f8c35b32fe3	sliced-sha256-8.v2	nvidia-A-3
2183	39d5cf6a	3.525178	101.276	4.038	543b6bb309ddb837608ade6d9d80bcaf579fdec8681fdd0af34de3f55b2b7643	0472a724797579fec9142c3778b98bc7bd7c462cb7268957a1a03d00ad723526	30f0b96cb4122d1f	sliced-sha256-8.v2	nvidia-A-3
2184	39d5b876	3.507190	100.845	3.963	2ad0c84c0baa4c42207b49f00bf96ce7b3e3762c646205e8d36369d714abb74b	9697c3de7a048b2520d93829b9c6695df65142b09bde81ef010b93a4a1b9d731	4d69bf0a38938b23	sliced-sha256-8.v2	nvidia-A-3
2185	39d5a181	3.558785	100.700	3.856	4a946c8b783f379ccbd43710ad9c8959cfc7758ccdc867e30bb92b8fd6d3d177	f6111e1dc224bc8dbe7493b04a84a66a2c4949135cacb57b4eace272fc92ec96	1d74d1039d5f8456	sliced-sha256-8.v2	nvidia-A-3
2186	39d58a8a	3.540475	103.360	3.841	551397144d97f8a02dd5ce44a54fdde14c2b521a8ac57122c2624f28537cda86	94eaceb11628560e018c3924663154f4fd959d0601e8af28fabd3ae33080255e	1d6f0f235a12fbf7	sliced-sha256-8.v2	nvidia-A-3
2187	39d57393	3.511254	100.276	3.766	8005a33144bbb61f5dbf7455b0863ff74ff850e514c2030d095405193e71d21e	4912f7eae44a72149f60e2bfbdc8ec9d55a7e67fd06ea77da0ca63cb9958ca7d	ac841a697791bb1a	sliced-sha256-8.v2	nvidia-A-3
2188	39d55c9a	3.553493	100.916	4.012	81fc3984af5c0f0fa9263e5fd0539c1dff21758a380adc45aabd0123c90d1b26	0d0ab3c032559b24a1d3ff055ee0c771b75d606234e76386cbee5d433a0f38bc	2450552dc96efc9a	sliced-sha256-8.v2	nvidia-A-3
2189	39d545a0	3.613552	101.153	4.087	76ca62fd05637b7d1ad3369bd1d36f6be752d8a715ed9ba22b0cd43228c378ab	1c4dbfdfd6ccf3f677c1e85a258d69460c4c993dbad324bbd97f6c4732fbb648	099082a6b3916e73	sliced-sha256-8.v2	nvidia-A-3
2190	39d52ea5	3.544966	100.792	4.041	0f36eb70bfecac406099f510ff996c7e2eddaf643f8633b7140f00a1003ae55a	ab12d644a42f4456be9e15e0bde1e70d2b564193718829439cee84436078f9eb	a1b98fc53ce5c99c	sliced-sha256-8.v2	nvidia-A-3
2191	39d517a9	3.561712	102.883	4.055	a6a7348b65b6555226d69237dd8cfb5bb0dc9360c11467ce98b55f9b016f7c00	fb9b3bbb6984ad7418d86edca3aad80f320587aab2544cf09f04893a662848c0	8352c3051f33c294	sliced-sha256-8.v2	nvidia-A-3
2192	39d500ac	3.504713	101.964	4.151	b34001cf38af58f181cb0b63af4101f757cdbd09f4276178c69c4f14a649109e	383e89b7873225a54614ef7b41bfb458638891b825658c9952b2d7bb2323bc63	003d99e91a34710e	sliced-sha256-8.v2	nvidia-A-3
2193	39d4e9ad	3.579755	102.525	3.870	9676da258722d787426bcd741877e686953436f45d17c8200f7e0bf8d9962cee	8c3cc1f67accc1cc295f1602c21787c5b84aec303a68cf486998976df3b4670c	ae60f7bdfd4429ae	sliced-sha256-8.v2	nvidia-A-3
2194	39d4d2ae	3.540468	100.496	3.754	301773cc403b45b0b0624d078fcc52d996c61254f5d138eb6b711d0c6b483f86	b7e194b2db86e4680e0488d5fcb7c09aec7cb6ee3be17e1b07828b34e89c74d1	fd963f6f8ff5d0d5	sliced-sha256-8.v2	nvidia-A-3
