ARM optskip_noshadow_rows16 rows 16 mode IDENTICAL
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.045055
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.04264
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.042025
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.042374
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.040924
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.043048
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.042367
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.128604
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.090408
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.081525
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.102555
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.089039
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.081869
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.082179
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.18354
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.168484
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.156253
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.376462
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.408544
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.363652
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.20763
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.208838
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.205662
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.208804
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.205004
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.206806
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.205947
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.166931
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.162729
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.165251
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.16697
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.165186
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.166571
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.169519
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.052367
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.043497
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.033049
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.852428
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.779648
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.742165
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.312147
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.31138
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.310583
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.310544
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.313073
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.312341
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.312763
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.245407
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.247964
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.247964
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.245653
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.247504
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.246423
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.246636
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 4.352508
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 4.487095
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 4.114017
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 7.996154
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 8.032976
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 8.006403
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.573517
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.58028
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.61556
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.61793
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.614004
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.623975
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.626817
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 0.770896
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 0.769733
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 0.777084
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 0.771793
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 0.772683
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 0.79155
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 0.781869
