ARM optskip_noshadow_rows16 rows 16 mode IDENTICAL
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.04649
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.042204
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.041581
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.041542
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.042136
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.042159
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.041577
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.090677
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.080741
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.082563
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.076473
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.08047
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.100148
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.07816
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.183626
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.151936
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.157434
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.378732
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.39626
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.378718
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.207616
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.207224
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.20799
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.20572
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.206056
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.207459
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.206429
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.166183
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.161826
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.162034
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.166077
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.162122
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.169201
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.163931
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.039412
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.030622
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 1.019978
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.87127
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.788077
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.760002
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.310037
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.31175
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.310784
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.312112
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.30992
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.310394
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.309721
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.44538
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.445525
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.452153
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.446578
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.444314
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.444943
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.448049
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 4.377972
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 4.447291
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 4.12722
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 8.23623
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 8.212342
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 8.234666
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.594765
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.603873
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.609746
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.624949
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.628441
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.626859
PRICE optskip_noshadow_rows16 16 32768x768 kernel.forward 0.624223
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.270324
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.230769
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.223632
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.248212
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.220133
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.239635
PRICE optskip_noshadow_rows16 16 32768x768 kernel.backward 1.215302
