NOTE: column cpu-apple-m4 is a CPU column: cpu_model='Apple M4' column=cpu families=['_mojolearn_core_host', '_mojolearn_solver_host', '_mojolearn_trees_host'] commit=6796ceff932391adeaea8d788a6c5230ddfacf53
| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | cpu-apple-m4     |
| kmeans/denormal_ftz          | IDENTICAL x3 | 993fe5caff144b0c | 993fe5caff144b0c | 993fe5caff144b0c | (not run)        |
| kmeans/dupes                 | IDENTICAL x3 | 2ae942d45a51757a | 2ae942d45a51757a | 2ae942d45a51757a | (not run)        |
| kmeans/hashed                | IDENTICAL x3 | 0a570e84b0002723 | 0a570e84b0002723 | 0a570e84b0002723 | (not run)        |
| kmeans/negative              | IDENTICAL x3 | d4cc38e75f8e2d75 | d4cc38e75f8e2d75 | d4cc38e75f8e2d75 | (not run)        |
| kmeans/odd                   | IDENTICAL x3 | 43d8a3d3859f4143 | 43d8a3d3859f4143 | 43d8a3d3859f4143 | (not run)        |
| kmeans/ties                  | IDENTICAL x3 | 3de3e103006de69c | 3de3e103006de69c | 3de3e103006de69c | (not run)        |
| kmeans/wide                  | IDENTICAL x3 | 6f0529fcb3d60536 | 6f0529fcb3d60536 | 6f0529fcb3d60536 | (not run)        |
| knn-clf/base                 | IDENTICAL x3 | 7fb71bb7ee2b9cbf | 7fb71bb7ee2b9cbf | 7fb71bb7ee2b9cbf | (not run)        |
| knn-clf/denormal             | IDENTICAL x3 | eb1e9c1b10e931a6 | eb1e9c1b10e931a6 | eb1e9c1b10e931a6 | (not run)        |
| knn-clf/denormal_ftz         | IDENTICAL x3 | eb1e9c1b10e931a6 | eb1e9c1b10e931a6 | eb1e9c1b10e931a6 | (not run)        |
| knn-clf/dupes                | IDENTICAL x3 | 855703a33d6460e5 | 855703a33d6460e5 | 855703a33d6460e5 | (not run)        |
| knn-clf/hashed               | IDENTICAL x3 | 9ddcb99c00d6b865 | 9ddcb99c00d6b865 | 9ddcb99c00d6b865 | (not run)        |
| knn-clf/negative             | IDENTICAL x3 | 14109bcae1b2b950 | 14109bcae1b2b950 | 14109bcae1b2b950 | (not run)        |
| knn-clf/odd                  | IDENTICAL x3 | b875a97832653115 | b875a97832653115 | b875a97832653115 | (not run)        |
| knn-clf/ties                 | IDENTICAL x3 | e49edb14ac08e443 | e49edb14ac08e443 | e49edb14ac08e443 | (not run)        |
| knn-clf/wide                 | IDENTICAL x3 | a3167e29faf6ab4f | a3167e29faf6ab4f | a3167e29faf6ab4f | (not run)        |
| knn-reg/base                 | IDENTICAL x3 | 33e7da5c3fdd343c | 33e7da5c3fdd343c | 33e7da5c3fdd343c | (not run)        |
| knn-reg/denormal             | IDENTICAL x3 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | (not run)        |
| knn-reg/denormal_ftz         | IDENTICAL x3 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 | (not run)        |
| knn-reg/dupes                | IDENTICAL x3 | 3bb71dcd3b676bd6 | 3bb71dcd3b676bd6 | 3bb71dcd3b676bd6 | (not run)        |
| knn-reg/hashed               | IDENTICAL x3 | 81f9b8890b3f8185 | 81f9b8890b3f8185 | 81f9b8890b3f8185 | (not run)        |
| knn-reg/negative             | IDENTICAL x3 | b34860cd7e03c8fe | b34860cd7e03c8fe | b34860cd7e03c8fe | (not run)        |
| knn-reg/odd                  | IDENTICAL x3 | 4fddd38927851559 | 4fddd38927851559 | 4fddd38927851559 | (not run)        |
| knn-reg/ties                 | IDENTICAL x3 | 556283a80ad1e387 | 556283a80ad1e387 | 556283a80ad1e387 | (not run)        |
| knn-reg/wide                 | IDENTICAL x3 | 0d128580a2408383 | 0d128580a2408383 | 0d128580a2408383 | (not run)        |
| knn/base                     | IDENTICAL x3 | 6869ae45e01fcb7a | 6869ae45e01fcb7a | 6869ae45e01fcb7a | (not run)        |
| knn/denormal                 | IDENTICAL x3 | c5404ea40ba502da | c5404ea40ba502da | c5404ea40ba502da | (not run)        |
| knn/denormal_ftz             | IDENTICAL x3 | c5404ea40ba502da | c5404ea40ba502da | c5404ea40ba502da | (not run)        |
| knn/dupes                    | IDENTICAL x3 | 55dffcfe5d6aa112 | 55dffcfe5d6aa112 | 55dffcfe5d6aa112 | (not run)        |
| knn/hashed                   | IDENTICAL x3 | 96db6b5a57d4d248 | 96db6b5a57d4d248 | 96db6b5a57d4d248 | (not run)        |
| knn/negative                 | IDENTICAL x3 | b73513bc451075d0 | b73513bc451075d0 | b73513bc451075d0 | (not run)        |
| knn/odd                      | IDENTICAL x3 | f4ddd08c4744ae8d | f4ddd08c4744ae8d | f4ddd08c4744ae8d | (not run)        |
| knn/ties                     | IDENTICAL x3 | 23daf3a923d4c74f | 23daf3a923d4c74f | 23daf3a923d4c74f | (not run)        |
| knn/wide                     | IDENTICAL x3 | 3956d623d56e1786 | 3956d623d56e1786 | 3956d623d56e1786 | (not run)        |
| lasso/base                   | IDENTICAL x3 | 2fa3301e45a46091 | 2fa3301e45a46091 | 2fa3301e45a46091 | (not run)        |
| lasso/denormal               | IDENTICAL x3 | 5374b434a96382d6 | 5374b434a96382d6 | 5374b434a96382d6 | (not run)        |
| lasso/denormal_ftz           | IDENTICAL x3 | 5374b434a96382d6 | 5374b434a96382d6 | 5374b434a96382d6 | (not run)        |
| lasso/dupes                  | IDENTICAL x3 | beafb1d480c34cf4 | beafb1d480c34cf4 | beafb1d480c34cf4 | (not run)        |
| lasso/hashed                 | IDENTICAL x3 | 0446105edc307f9c | 0446105edc307f9c | 0446105edc307f9c | (not run)        |
| lasso/negative               | IDENTICAL x3 | c332c713694ff28d | c332c713694ff28d | c332c713694ff28d | (not run)        |
| lasso/odd                    | IDENTICAL x3 | 5593579edd6113d6 | 5593579edd6113d6 | 5593579edd6113d6 | (not run)        |
| lasso/ties                   | IDENTICAL x3 | 1e207f82f555270b | 1e207f82f555270b | 1e207f82f555270b | (not run)        |
| lasso/wide                   | IDENTICAL x3 | d0df889b0ede05a7 | d0df889b0ede05a7 | d0df889b0ede05a7 | (not run)        |
| logistic/base                | IDENTICAL x3 | 5b1e42c308451935 | 5b1e42c308451935 | 5b1e42c308451935 | (not run)        |
| logistic/denormal            | IDENTICAL x3 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | (not run)        |
| logistic/denormal_ftz        | IDENTICAL x3 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | (not run)        |
| logistic/dupes               | IDENTICAL x3 | 8b3071b0cd8446b2 | 8b3071b0cd8446b2 | 8b3071b0cd8446b2 | (not run)        |
| logistic/hashed              | IDENTICAL x3 | ec4fd3f1b3f90393 | ec4fd3f1b3f90393 | ec4fd3f1b3f90393 | (not run)        |
| logistic/negative            | IDENTICAL x3 | b50b9cbe101d71d8 | b50b9cbe101d71d8 | b50b9cbe101d71d8 | (not run)        |
| logistic/odd                 | IDENTICAL x3 | 3c0d0924516a37e8 | 3c0d0924516a37e8 | 3c0d0924516a37e8 | (not run)        |
| logistic/ties                | IDENTICAL x3 | aa9b1fa93dc2ad08 | aa9b1fa93dc2ad08 | aa9b1fa93dc2ad08 | (not run)        |
| logistic/wide                | IDENTICAL x3 | 4e980d6d6bb17dd2 | 4e980d6d6bb17dd2 | 4e980d6d6bb17dd2 | (not run)        |
| mamba1/base                  | IDENTICAL x3 | 1609902abaf80a04 | 1609902abaf80a04 | 1609902abaf80a04 | (not run)        |
| mamba1/denormal              | IDENTICAL x3 | b7b8e653d7d0f153 | b7b8e653d7d0f153 | b7b8e653d7d0f153 | (not run)        |
| mamba1/denormal_ftz          | IDENTICAL x3 | b7b8e653d7d0f153 | b7b8e653d7d0f153 | b7b8e653d7d0f153 | (not run)        |
| mamba1/dupes                 | IDENTICAL x3 | 2ac98fad7386a721 | 2ac98fad7386a721 | 2ac98fad7386a721 | (not run)        |
| mamba1/hashed                | IDENTICAL x3 | 062931419c55ee5a | 062931419c55ee5a | 062931419c55ee5a | (not run)        |
| mamba1/negative              | IDENTICAL x3 | 0a83c66670f92b55 | 0a83c66670f92b55 | 0a83c66670f92b55 | (not run)        |
| mamba1/odd                   | IDENTICAL x3 | 1609902abaf80a04 | 1609902abaf80a04 | 1609902abaf80a04 | (not run)        |
| mamba1/ties                  | IDENTICAL x3 | c821893bfb5ba46c | c821893bfb5ba46c | c821893bfb5ba46c | (not run)        |
| mamba1/wide                  | IDENTICAL x3 | 0e7b2cee60a53003 | 0e7b2cee60a53003 | 0e7b2cee60a53003 | (not run)        |
| mamba2/base                  | IDENTICAL x3 | 5b05a3ecbd70248e | 5b05a3ecbd70248e | 5b05a3ecbd70248e | (not run)        |
| mamba2/denormal              | IDENTICAL x3 | a143926e29ac0813 | a143926e29ac0813 | a143926e29ac0813 | (not run)        |
| mamba2/denormal_ftz          | IDENTICAL x3 | a143926e29ac0813 | a143926e29ac0813 | a143926e29ac0813 | (not run)        |
| mamba2/dupes                 | IDENTICAL x3 | c565acd587b39ab2 | c565acd587b39ab2 | c565acd587b39ab2 | (not run)        |
| mamba2/hashed                | IDENTICAL x3 | 2689cc3187df61fd | 2689cc3187df61fd | 2689cc3187df61fd | (not run)        |
| mamba2/negative              | IDENTICAL x3 | 3506202ab66d8a1f | 3506202ab66d8a1f | 3506202ab66d8a1f | (not run)        |
| mamba2/odd                   | IDENTICAL x3 | 5b05a3ecbd70248e | 5b05a3ecbd70248e | 5b05a3ecbd70248e | (not run)        |
| mamba2/ties                  | IDENTICAL x3 | 48a4bec7b6f6e4f6 | 48a4bec7b6f6e4f6 | 48a4bec7b6f6e4f6 | (not run)        |
| mamba2/wide                  | IDENTICAL x3 | 0d1022f692c144dd | 0d1022f692c144dd | 0d1022f692c144dd | (not run)        |
| mamba3/base                  | IDENTICAL x3 | 63de4bf6b9f8262a | 63de4bf6b9f8262a | 63de4bf6b9f8262a | (not run)        |
| mamba3/denormal              | IDENTICAL x3 | d506465b344d39d6 | d506465b344d39d6 | d506465b344d39d6 | (not run)        |
| mamba3/denormal_ftz          | IDENTICAL x3 | d506465b344d39d6 | d506465b344d39d6 | d506465b344d39d6 | (not run)        |
| mamba3/dupes                 | IDENTICAL x3 | 59a1567b027ac450 | 59a1567b027ac450 | 59a1567b027ac450 | (not run)        |
| mamba3/hashed                | IDENTICAL x3 | 6535988e7df6b7c8 | 6535988e7df6b7c8 | 6535988e7df6b7c8 | (not run)        |
| mamba3/negative              | IDENTICAL x3 | 467cfdf1eeb3a1c6 | 467cfdf1eeb3a1c6 | 467cfdf1eeb3a1c6 | (not run)        |
| mamba3/odd                   | IDENTICAL x3 | 63de4bf6b9f8262a | 63de4bf6b9f8262a | 63de4bf6b9f8262a | (not run)        |
| mamba3/ties                  | IDENTICAL x3 | 4bad5909ae635933 | 4bad5909ae635933 | 4bad5909ae635933 | (not run)        |
| mamba3/wide                  | IDENTICAL x3 | 07f2064c0243e8c2 | 07f2064c0243e8c2 | 07f2064c0243e8c2 | (not run)        |
| metrics/base                 | IDENTICAL x3 | 2e2d6c84f00b9a0b | 2e2d6c84f00b9a0b | 2e2d6c84f00b9a0b | (not run)        |
| metrics/denormal             | IDENTICAL x3 | 70d525921f2192ca | 70d525921f2192ca | 70d525921f2192ca | (not run)        |
| metrics/denormal_ftz         | IDENTICAL x3 | 70d525921f2192ca | 70d525921f2192ca | 70d525921f2192ca | (not run)        |
| metrics/dupes                | IDENTICAL x3 | b9bf5106a8b03644 | b9bf5106a8b03644 | b9bf5106a8b03644 | (not run)        |
| metrics/hashed               | IDENTICAL x3 | 2a276b0f2347d198 | 2a276b0f2347d198 | 2a276b0f2347d198 | (not run)        |
| metrics/negative             | IDENTICAL x3 | 745d2eae0be9da2c | 745d2eae0be9da2c | 745d2eae0be9da2c | (not run)        |
| metrics/odd                  | IDENTICAL x3 | 8a7b2852763f246e | 8a7b2852763f246e | 8a7b2852763f246e | (not run)        |
| metrics/ties                 | IDENTICAL x3 | ea3e4d8076a7ea42 | ea3e4d8076a7ea42 | ea3e4d8076a7ea42 | (not run)        |
| metrics/wide                 | IDENTICAL x3 | 1244dee823ddccf9 | 1244dee823ddccf9 | 1244dee823ddccf9 | (not run)        |
| minmax-scaler/base           | IDENTICAL x3 | 646b46cf73ead58e | 646b46cf73ead58e | 646b46cf73ead58e | (not run)        |
| minmax-scaler/denormal       | IDENTICAL x3 | 760381e656d7edc6 | 760381e656d7edc6 | 760381e656d7edc6 | (not run)        |
| minmax-scaler/denormal_ftz   | IDENTICAL x3 | 760381e656d7edc6 | 760381e656d7edc6 | 760381e656d7edc6 | (not run)        |
| minmax-scaler/dupes          | IDENTICAL x3 | 768f7054da806434 | 768f7054da806434 | 768f7054da806434 | (not run)        |
| minmax-scaler/hashed         | IDENTICAL x3 | 4260fe8f43ec10b2 | 4260fe8f43ec10b2 | 4260fe8f43ec10b2 | (not run)        |
| minmax-scaler/negative       | IDENTICAL x3 | b1d799cf9b13f224 | b1d799cf9b13f224 | b1d799cf9b13f224 | (not run)        |
| minmax-scaler/odd            | IDENTICAL x3 | 803149932ba8b2da | 803149932ba8b2da | 803149932ba8b2da | (not run)        |
| minmax-scaler/ties           | IDENTICAL x3 | fcaf2c976dae67d9 | fcaf2c976dae67d9 | fcaf2c976dae67d9 | (not run)        |
| minmax-scaler/wide           | IDENTICAL x3 | 77b3a6c235e5a346 | 77b3a6c235e5a346 | 77b3a6c235e5a346 | (not run)        |
| mlp/base                     | IDENTICAL x3 | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 | (not run)        |
| mlp/denormal                 | IDENTICAL x3 | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f | (not run)        |
| mlp/denormal_ftz             | IDENTICAL x3 | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f | (not run)        |
| mlp/dupes                    | IDENTICAL x3 | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 | (not run)        |
| mlp/hashed                   | IDENTICAL x3 | 977a37258af573f0 | 977a37258af573f0 | 977a37258af573f0 | (not run)        |
| mlp/negative                 | IDENTICAL x3 | 3909a61277aad132 | 3909a61277aad132 | 3909a61277aad132 | (not run)        |
| mlp/odd                      | IDENTICAL x3 | 451d36242d1772be | 451d36242d1772be | 451d36242d1772be | (not run)        |
| mlp/ties                     | IDENTICAL x3 | 2f08d18719517d3b | 2f08d18719517d3b | 2f08d18719517d3b | (not run)        |
| mlp/wide                     | IDENTICAL x3 | 7d2d9a297e5f0507 | 7d2d9a297e5f0507 | 7d2d9a297e5f0507 | (not run)        |
| ols/base                     | IDENTICAL x3 | 3d1d7c30b12d9872 | 3d1d7c30b12d9872 | 3d1d7c30b12d9872 | (not run)        |
| ols/denormal                 | IDENTICAL x3 | f0e2e46f2203e17d | f0e2e46f2203e17d | f0e2e46f2203e17d | (not run)        |
| ols/denormal_ftz             | IDENTICAL x3 | f0e2e46f2203e17d | f0e2e46f2203e17d | f0e2e46f2203e17d | (not run)        |
| ols/dupes                    | IDENTICAL x3 | 5d93af9edf61d3e7 | 5d93af9edf61d3e7 | 5d93af9edf61d3e7 | (not run)        |
| ols/hashed                   | IDENTICAL x3 | 7a4cc4b643207e04 | 7a4cc4b643207e04 | 7a4cc4b643207e04 | (not run)        |
| ols/negative                 | IDENTICAL x3 | 737566e6c5e95e7d | 737566e6c5e95e7d | 737566e6c5e95e7d | (not run)        |
| ols/odd                      | IDENTICAL x3 | bfb2368a5a4871ba | bfb2368a5a4871ba | bfb2368a5a4871ba | (not run)        |
| ols/ties                     | IDENTICAL x3 | c73c0c1158ebcb9e | c73c0c1158ebcb9e | c73c0c1158ebcb9e | (not run)        |
| ols/wide                     | IDENTICAL x3 | 880f803e2a9840cf | 880f803e2a9840cf | 880f803e2a9840cf | (not run)        |
| pca/base                     | IDENTICAL x3 | 426e098860cb885e | 426e098860cb885e | 426e098860cb885e | (not run)        |
| pca/denormal                 | IDENTICAL x3 | 632dd2d41a856846 | 632dd2d41a856846 | 632dd2d41a856846 | (not run)        |
| pca/denormal_ftz             | IDENTICAL x3 | 632dd2d41a856846 | 632dd2d41a856846 | 632dd2d41a856846 | (not run)        |
| pca/dupes                    | IDENTICAL x3 | f0d80567379e28e4 | f0d80567379e28e4 | f0d80567379e28e4 | (not run)        |
| pca/hashed                   | IDENTICAL x3 | 9c43c580f84b913e | 9c43c580f84b913e | 9c43c580f84b913e | (not run)        |
| pca/negative                 | IDENTICAL x3 | c4903e2bddacb305 | c4903e2bddacb305 | c4903e2bddacb305 | (not run)        |
| pca/odd                      | IDENTICAL x3 | 2bde4e929e103470 | 2bde4e929e103470 | 2bde4e929e103470 | (not run)        |
| pca/ties                     | IDENTICAL x3 | 2cc3098a82f5e29c | 2cc3098a82f5e29c | 2cc3098a82f5e29c | (not run)        |
| pca/wide                     | IDENTICAL x3 | ee30334357c2fe6e | ee30334357c2fe6e | ee30334357c2fe6e | (not run)        |
| radius/base                  | IDENTICAL x3 | b4fa4ebf9623f5d0 | b4fa4ebf9623f5d0 | b4fa4ebf9623f5d0 | (not run)        |
| radius/denormal              | IDENTICAL x3 | b31c83097872381e | b31c83097872381e | b31c83097872381e | (not run)        |
| radius/denormal_ftz          | IDENTICAL x3 | b31c83097872381e | b31c83097872381e | b31c83097872381e | (not run)        |
| radius/dupes                 | IDENTICAL x3 | ad02d42d5b3fded7 | ad02d42d5b3fded7 | ad02d42d5b3fded7 | (not run)        |
| radius/hashed                | IDENTICAL x3 | cdc57602d696879d | cdc57602d696879d | cdc57602d696879d | (not run)        |
| radius/negative              | IDENTICAL x3 | 4b7b50fe64e2d7af | 4b7b50fe64e2d7af | 4b7b50fe64e2d7af | (not run)        |
| radius/odd                   | IDENTICAL x3 | 99a3e94304f0d55a | 99a3e94304f0d55a | 99a3e94304f0d55a | (not run)        |
| radius/ties                  | IDENTICAL x3 | d4e4484a004f4042 | d4e4484a004f4042 | d4e4484a004f4042 | (not run)        |
| radius/wide                  | IDENTICAL x3 | 4ea06c29cad72c3a | 4ea06c29cad72c3a | 4ea06c29cad72c3a | (not run)        |
| rf-clf/base                  | IDENTICAL x3 | 21178dc5457bf5dc | 21178dc5457bf5dc | 21178dc5457bf5dc | (not run)        |
| rf-clf/denormal              | IDENTICAL x3 | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c | (not run)        |
| rf-clf/denormal_ftz          | IDENTICAL x3 | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c | (not run)        |
| rf-clf/dupes                 | IDENTICAL x3 | 941ea7485b906b92 | 941ea7485b906b92 | 941ea7485b906b92 | (not run)        |
| rf-clf/hashed                | IDENTICAL x3 | 30000a54b1ebf87f | 30000a54b1ebf87f | 30000a54b1ebf87f | (not run)        |
| rf-clf/negative              | IDENTICAL x3 | 5c321c2a1e99f705 | 5c321c2a1e99f705 | 5c321c2a1e99f705 | (not run)        |
| rf-clf/odd                   | IDENTICAL x3 | 8eadf0d0c523cf9a | 8eadf0d0c523cf9a | 8eadf0d0c523cf9a | (not run)        |
| rf-clf/ties                  | IDENTICAL x3 | 578c313bdad14449 | 578c313bdad14449 | 578c313bdad14449 | (not run)        |
| rf-clf/wide                  | IDENTICAL x3 | e57dc48ebb4fda48 | e57dc48ebb4fda48 | e57dc48ebb4fda48 | (not run)        |
| rf-reg/base                  | IDENTICAL x3 | f032017cfd1c73dd | f032017cfd1c73dd | f032017cfd1c73dd | (not run)        |
| rf-reg/denormal              | IDENTICAL x3 | feed3869ba06eaf7 | feed3869ba06eaf7 | feed3869ba06eaf7 | (not run)        |
| rf-reg/denormal_ftz          | IDENTICAL x3 | feed3869ba06eaf7 | feed3869ba06eaf7 | feed3869ba06eaf7 | (not run)        |
| rf-reg/dupes                 | IDENTICAL x3 | 55f5becd2a3a172c | 55f5becd2a3a172c | 55f5becd2a3a172c | (not run)        |
| rf-reg/hashed                | IDENTICAL x3 | c755113ac878c8b9 | c755113ac878c8b9 | c755113ac878c8b9 | (not run)        |
| rf-reg/negative              | IDENTICAL x3 | cd81c456c75aaaf0 | cd81c456c75aaaf0 | cd81c456c75aaaf0 | (not run)        |
| rf-reg/odd                   | IDENTICAL x3 | 33f207a8fab32866 | 33f207a8fab32866 | 33f207a8fab32866 | (not run)        |
| rf-reg/ties                  | IDENTICAL x3 | ec6e7b28cd0d16a9 | ec6e7b28cd0d16a9 | ec6e7b28cd0d16a9 | (not run)        |
| rf-reg/wide                  | IDENTICAL x3 | 8d9b05172d7a3777 | 8d9b05172d7a3777 | 8d9b05172d7a3777 | (not run)        |
| ridge/base                   | IDENTICAL x3 | a91478be750dc756 | a91478be750dc756 | a91478be750dc756 | (not run)        |
| ridge/denormal               | IDENTICAL x3 | 2eed6e454ed965da | 2eed6e454ed965da | 2eed6e454ed965da | (not run)        |
| ridge/denormal_ftz           | IDENTICAL x3 | 2eed6e454ed965da | 2eed6e454ed965da | 2eed6e454ed965da | (not run)        |
| ridge/dupes                  | IDENTICAL x3 | c69b8fef7932da21 | c69b8fef7932da21 | c69b8fef7932da21 | (not run)        |
| ridge/hashed                 | IDENTICAL x3 | fb5037b3d70d60ee | fb5037b3d70d60ee | fb5037b3d70d60ee | (not run)        |
| ridge/negative               | IDENTICAL x3 | 473e3ff40fc67b0e | 473e3ff40fc67b0e | 473e3ff40fc67b0e | (not run)        |
| ridge/odd                    | IDENTICAL x3 | bdaf14e02a8f07ec | bdaf14e02a8f07ec | bdaf14e02a8f07ec | (not run)        |
| ridge/ties                   | IDENTICAL x3 | 42410e35cdae30cb | 42410e35cdae30cb | 42410e35cdae30cb | (not run)        |
| ridge/wide                   | IDENTICAL x3 | 7215c2605901cdc6 | 7215c2605901cdc6 | 7215c2605901cdc6 | (not run)        |
| samba/base                   | IDENTICAL x3 | 037e7701daa7fc7c | 037e7701daa7fc7c | 037e7701daa7fc7c | (not run)        |
| samba/denormal               | IDENTICAL x3 | 97c929c9824ede42 | 97c929c9824ede42 | 97c929c9824ede42 | (not run)        |
| samba/denormal_ftz           | IDENTICAL x3 | 2dc833bbce3de194 | 2dc833bbce3de194 | 2dc833bbce3de194 | (not run)        |
| samba/dupes                  | IDENTICAL x3 | daa904c0d89aefde | daa904c0d89aefde | daa904c0d89aefde | (not run)        |
| samba/hashed                 | IDENTICAL x3 | 0fb42364f4c84411 | 0fb42364f4c84411 | 0fb42364f4c84411 | (not run)        |
| samba/negative               | IDENTICAL x3 | 8c6bfc3b26396833 | 8c6bfc3b26396833 | 8c6bfc3b26396833 | (not run)        |
| samba/odd                    | IDENTICAL x3 | 037e7701daa7fc7c | 037e7701daa7fc7c | 037e7701daa7fc7c | (not run)        |
| samba/ties                   | IDENTICAL x3 | e02c7412e926a415 | e02c7412e926a415 | e02c7412e926a415 | (not run)        |
| samba/wide                   | IDENTICAL x3 | 68e2e32002737938 | 68e2e32002737938 | 68e2e32002737938 | (not run)        |
| spectral/base                | IDENTICAL x3 | 7dd80ac8f13fc9eb | 7dd80ac8f13fc9eb | 7dd80ac8f13fc9eb | (not run)        |
| spectral/denormal            | IDENTICAL x3 | 4544b0d64dd6ad84 | 4544b0d64dd6ad84 | 4544b0d64dd6ad84 | (not run)        |
| spectral/denormal_ftz        | IDENTICAL x3 | 4544b0d64dd6ad84 | 4544b0d64dd6ad84 | 4544b0d64dd6ad84 | (not run)        |
| spectral/dupes               | IDENTICAL x3 | 7dd80ac8f13fc9eb | 7dd80ac8f13fc9eb | 7dd80ac8f13fc9eb | (not run)        |
| spectral/hashed              | IDENTICAL x3 | 2bd3b69e87fa6b9b | 2bd3b69e87fa6b9b | 2bd3b69e87fa6b9b | (not run)        |
| spectral/negative            | IDENTICAL x3 | de29c53c40a728c5 | de29c53c40a728c5 | de29c53c40a728c5 | (not run)        |
| spectral/odd                 | IDENTICAL x3 | a48b941d2c585a12 | a48b941d2c585a12 | a48b941d2c585a12 | (not run)        |
| spectral/ties                | IDENTICAL x3 | f160e7dc7c262f73 | f160e7dc7c262f73 | f160e7dc7c262f73 | (not run)        |
| spectral/wide                | IDENTICAL x3 | d1857f998728ef34 | d1857f998728ef34 | d1857f998728ef34 | (not run)        |
| standard-scaler/base         | IDENTICAL x3 | 9954d8aba9fdfba3 | 9954d8aba9fdfba3 | 9954d8aba9fdfba3 | (not run)        |
| standard-scaler/denormal     | IDENTICAL x3 | 87862ff4b450f03a | 87862ff4b450f03a | 87862ff4b450f03a | (not run)        |
| standard-scaler/denormal_ftz | IDENTICAL x3 | 87862ff4b450f03a | 87862ff4b450f03a | 87862ff4b450f03a | (not run)        |
| standard-scaler/dupes        | IDENTICAL x3 | 70e05276ca28159d | 70e05276ca28159d | 70e05276ca28159d | (not run)        |
| standard-scaler/hashed       | IDENTICAL x3 | e9675c57b4a95c8f | e9675c57b4a95c8f | e9675c57b4a95c8f | (not run)        |
| standard-scaler/negative     | IDENTICAL x3 | 252a531100f1ae68 | 252a531100f1ae68 | 252a531100f1ae68 | (not run)        |
| standard-scaler/odd          | IDENTICAL x3 | 24632a63d5c0debd | 24632a63d5c0debd | 24632a63d5c0debd | (not run)        |
| standard-scaler/ties         | IDENTICAL x3 | dc97bf1ab9890a0f | dc97bf1ab9890a0f | dc97bf1ab9890a0f | (not run)        |
| standard-scaler/wide         | IDENTICAL x3 | 20a74ee4504bf472 | 20a74ee4504bf472 | 20a74ee4504bf472 | (not run)        |
| svc/base                     | IDENTICAL x3 | dec306e940b8a444 | dec306e940b8a444 | dec306e940b8a444 | (not run)        |
| svc/denormal                 | IDENTICAL x3 | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf | (not run)        |
| svc/denormal_ftz             | IDENTICAL x3 | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf | (not run)        |
| svc/dupes                    | IDENTICAL x3 | b2f0d9a49c9f241c | b2f0d9a49c9f241c | b2f0d9a49c9f241c | (not run)        |
| svc/hashed                   | IDENTICAL x3 | 274bf9087fb0750e | 274bf9087fb0750e | 274bf9087fb0750e | (not run)        |
| svc/negative                 | IDENTICAL x3 | 667155f7eda847aa | 667155f7eda847aa | 667155f7eda847aa | (not run)        |
| svc/odd                      | IDENTICAL x3 | 61b1676a7e40c914 | 61b1676a7e40c914 | 61b1676a7e40c914 | (not run)        |
| svc/ties                     | IDENTICAL x3 | 2093351e33d072ed | 2093351e33d072ed | 2093351e33d072ed | (not run)        |
| svc/wide                     | IDENTICAL x3 | 550d1845e417ca18 | 550d1845e417ca18 | 550d1845e417ca18 | (not run)        |
| svr/base                     | IDENTICAL x3 | 2afafe190450304b | 2afafe190450304b | 2afafe190450304b | (not run)        |
| svr/denormal                 | IDENTICAL x3 | e916e4426dcd5a14 | e916e4426dcd5a14 | e916e4426dcd5a14 | (not run)        |
| svr/denormal_ftz             | IDENTICAL x3 | e916e4426dcd5a14 | e916e4426dcd5a14 | e916e4426dcd5a14 | (not run)        |
| svr/dupes                    | IDENTICAL x3 | 6e2a4421f6b02f85 | 6e2a4421f6b02f85 | 6e2a4421f6b02f85 | (not run)        |
| svr/hashed                   | IDENTICAL x3 | cab554d4bdf018d2 | cab554d4bdf018d2 | cab554d4bdf018d2 | (not run)        |
| svr/negative                 | IDENTICAL x3 | 157297e596168454 | 157297e596168454 | 157297e596168454 | (not run)        |
| svr/odd                      | IDENTICAL x3 | 07d6f7035db0e04b | 07d6f7035db0e04b | 07d6f7035db0e04b | (not run)        |
| svr/ties                     | IDENTICAL x3 | d69c878738f75a68 | d69c878738f75a68 | d69c878738f75a68 | (not run)        |
