| lane/fixture                 | verdict    | apple-m4         | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       |
| knn-clf/denormal_ftz         | IDENTICAL x3 | (not run)        | eb1e9c1b10e931a6 | eb1e9c1b10e931a6 | eb1e9c1b10e931a6 |
| knn-clf/dupes                | IDENTICAL x3 | (not run)        | 855703a33d6460e5 | 855703a33d6460e5 | 855703a33d6460e5 |
| knn-clf/hashed               | IDENTICAL x3 | (not run)        | 9ddcb99c00d6b865 | 9ddcb99c00d6b865 | 9ddcb99c00d6b865 |
| knn-clf/negative             | IDENTICAL x3 | (not run)        | 14109bcae1b2b950 | 14109bcae1b2b950 | 14109bcae1b2b950 |
| knn-clf/odd                  | IDENTICAL x3 | (not run)        | b875a97832653115 | b875a97832653115 | b875a97832653115 |
| knn-clf/ties                 | IDENTICAL x3 | (not run)        | e49edb14ac08e443 | e49edb14ac08e443 | e49edb14ac08e443 |
| knn-clf/wide                 | IDENTICAL x3 | (not run)        | a3167e29faf6ab4f | a3167e29faf6ab4f | a3167e29faf6ab4f |
| knn-reg/base                 | IDENTICAL x3 | (not run)        | 33e7da5c3fdd343c | 33e7da5c3fdd343c | 33e7da5c3fdd343c |
| knn-reg/denormal             | IDENTICAL x3 | (not run)        | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 |
| knn-reg/denormal_ftz         | IDENTICAL x3 | (not run)        | 4c84ea510c9509c5 | 4c84ea510c9509c5 | 4c84ea510c9509c5 |
| knn-reg/dupes                | IDENTICAL x3 | (not run)        | 3bb71dcd3b676bd6 | 3bb71dcd3b676bd6 | 3bb71dcd3b676bd6 |
| knn-reg/hashed               | IDENTICAL x3 | (not run)        | 81f9b8890b3f8185 | 81f9b8890b3f8185 | 81f9b8890b3f8185 |
| knn-reg/negative             | IDENTICAL x3 | (not run)        | b34860cd7e03c8fe | b34860cd7e03c8fe | b34860cd7e03c8fe |
| knn-reg/odd                  | IDENTICAL x3 | (not run)        | 4fddd38927851559 | 4fddd38927851559 | 4fddd38927851559 |
| knn-reg/ties                 | IDENTICAL x3 | (not run)        | 556283a80ad1e387 | 556283a80ad1e387 | 556283a80ad1e387 |
| knn-reg/wide                 | IDENTICAL x3 | (not run)        | 0d128580a2408383 | 0d128580a2408383 | 0d128580a2408383 |
| knn/base                     | IDENTICAL x3 | (not run)        | 6869ae45e01fcb7a | 6869ae45e01fcb7a | 6869ae45e01fcb7a |
| knn/denormal                 | IDENTICAL x3 | (not run)        | c5404ea40ba502da | c5404ea40ba502da | c5404ea40ba502da |
| knn/denormal_ftz             | IDENTICAL x3 | (not run)        | c5404ea40ba502da | c5404ea40ba502da | c5404ea40ba502da |
| knn/dupes                    | IDENTICAL x3 | (not run)        | 55dffcfe5d6aa112 | 55dffcfe5d6aa112 | 55dffcfe5d6aa112 |
| knn/hashed                   | IDENTICAL x3 | (not run)        | 96db6b5a57d4d248 | 96db6b5a57d4d248 | 96db6b5a57d4d248 |
| knn/negative                 | IDENTICAL x3 | (not run)        | b73513bc451075d0 | b73513bc451075d0 | b73513bc451075d0 |
| knn/odd                      | IDENTICAL x3 | (not run)        | f4ddd08c4744ae8d | f4ddd08c4744ae8d | f4ddd08c4744ae8d |
| knn/ties                     | IDENTICAL x3 | (not run)        | 23daf3a923d4c74f | 23daf3a923d4c74f | 23daf3a923d4c74f |
| knn/wide                     | IDENTICAL x3 | (not run)        | 3956d623d56e1786 | 3956d623d56e1786 | 3956d623d56e1786 |
| lasso/base                   | IDENTICAL x3 | (not run)        | 2fa3301e45a46091 | 2fa3301e45a46091 | 2fa3301e45a46091 |
| lasso/denormal               | IDENTICAL x3 | (not run)        | 5374b434a96382d6 | 5374b434a96382d6 | 5374b434a96382d6 |
| lasso/denormal_ftz           | IDENTICAL x3 | (not run)        | 5374b434a96382d6 | 5374b434a96382d6 | 5374b434a96382d6 |
| lasso/dupes                  | IDENTICAL x3 | (not run)        | beafb1d480c34cf4 | beafb1d480c34cf4 | beafb1d480c34cf4 |
| lasso/hashed                 | IDENTICAL x3 | (not run)        | 0446105edc307f9c | 0446105edc307f9c | 0446105edc307f9c |
| lasso/negative               | IDENTICAL x3 | (not run)        | c332c713694ff28d | c332c713694ff28d | c332c713694ff28d |
| lasso/odd                    | IDENTICAL x3 | (not run)        | 5593579edd6113d6 | 5593579edd6113d6 | 5593579edd6113d6 |
| lasso/ties                   | IDENTICAL x3 | (not run)        | 1e207f82f555270b | 1e207f82f555270b | 1e207f82f555270b |
| lasso/wide                   | IDENTICAL x3 | (not run)        | d0df889b0ede05a7 | d0df889b0ede05a7 | d0df889b0ede05a7 |
| logistic/base                | IDENTICAL x3 | (not run)        | 5b1e42c308451935 | 5b1e42c308451935 | 5b1e42c308451935 |
| logistic/denormal            | IDENTICAL x3 | (not run)        | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 |
| logistic/denormal_ftz        | IDENTICAL x3 | (not run)        | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 | 6b67b6ba386c99c1 |
| logistic/dupes               | IDENTICAL x3 | (not run)        | 8b3071b0cd8446b2 | 8b3071b0cd8446b2 | 8b3071b0cd8446b2 |
| logistic/hashed              | IDENTICAL x3 | (not run)        | ec4fd3f1b3f90393 | ec4fd3f1b3f90393 | ec4fd3f1b3f90393 |
| logistic/negative            | IDENTICAL x3 | (not run)        | b50b9cbe101d71d8 | b50b9cbe101d71d8 | b50b9cbe101d71d8 |
| logistic/odd                 | IDENTICAL x3 | (not run)        | 3c0d0924516a37e8 | 3c0d0924516a37e8 | 3c0d0924516a37e8 |
| logistic/ties                | IDENTICAL x3 | (not run)        | aa9b1fa93dc2ad08 | aa9b1fa93dc2ad08 | aa9b1fa93dc2ad08 |
| logistic/wide                | IDENTICAL x3 | (not run)        | 4e980d6d6bb17dd2 | 4e980d6d6bb17dd2 | 4e980d6d6bb17dd2 |
| mamba1/base                  | IDENTICAL x3 | (not run)        | 1609902abaf80a04 | 1609902abaf80a04 | 1609902abaf80a04 |
| mamba1/denormal              | IDENTICAL x3 | (not run)        | b7b8e653d7d0f153 | b7b8e653d7d0f153 | b7b8e653d7d0f153 |
| mamba1/denormal_ftz          | IDENTICAL x3 | (not run)        | b7b8e653d7d0f153 | b7b8e653d7d0f153 | b7b8e653d7d0f153 |
| mamba1/dupes                 | IDENTICAL x3 | (not run)        | 2ac98fad7386a721 | 2ac98fad7386a721 | 2ac98fad7386a721 |
| mamba1/hashed                | IDENTICAL x3 | (not run)        | 062931419c55ee5a | 062931419c55ee5a | 062931419c55ee5a |
| mamba1/negative              | IDENTICAL x3 | (not run)        | 0a83c66670f92b55 | 0a83c66670f92b55 | 0a83c66670f92b55 |
| mamba1/odd                   | IDENTICAL x3 | (not run)        | 1609902abaf80a04 | 1609902abaf80a04 | 1609902abaf80a04 |
| mamba1/ties                  | IDENTICAL x3 | (not run)        | c821893bfb5ba46c | c821893bfb5ba46c | c821893bfb5ba46c |
| mamba1/wide                  | IDENTICAL x3 | (not run)        | 0e7b2cee60a53003 | 0e7b2cee60a53003 | 0e7b2cee60a53003 |
| mamba2/base                  | IDENTICAL x3 | (not run)        | 5b05a3ecbd70248e | 5b05a3ecbd70248e | 5b05a3ecbd70248e |
| mamba2/denormal              | IDENTICAL x3 | (not run)        | a143926e29ac0813 | a143926e29ac0813 | a143926e29ac0813 |
| mamba2/denormal_ftz          | IDENTICAL x3 | (not run)        | a143926e29ac0813 | a143926e29ac0813 | a143926e29ac0813 |
| mamba2/dupes                 | IDENTICAL x3 | (not run)        | c565acd587b39ab2 | c565acd587b39ab2 | c565acd587b39ab2 |
| mamba2/hashed                | IDENTICAL x3 | (not run)        | 2689cc3187df61fd | 2689cc3187df61fd | 2689cc3187df61fd |
| mamba2/negative              | IDENTICAL x3 | (not run)        | 3506202ab66d8a1f | 3506202ab66d8a1f | 3506202ab66d8a1f |
| mamba2/odd                   | IDENTICAL x3 | (not run)        | 5b05a3ecbd70248e | 5b05a3ecbd70248e | 5b05a3ecbd70248e |
| mamba2/ties                  | IDENTICAL x3 | (not run)        | 48a4bec7b6f6e4f6 | 48a4bec7b6f6e4f6 | 48a4bec7b6f6e4f6 |
| mamba2/wide                  | IDENTICAL x3 | (not run)        | 0d1022f692c144dd | 0d1022f692c144dd | 0d1022f692c144dd |
| mamba3/base                  | IDENTICAL x3 | (not run)        | 63de4bf6b9f8262a | 63de4bf6b9f8262a | 63de4bf6b9f8262a |
| mamba3/denormal              | IDENTICAL x3 | (not run)        | d506465b344d39d6 | d506465b344d39d6 | d506465b344d39d6 |
| mamba3/denormal_ftz          | IDENTICAL x3 | (not run)        | d506465b344d39d6 | d506465b344d39d6 | d506465b344d39d6 |
| mamba3/dupes                 | IDENTICAL x3 | (not run)        | 59a1567b027ac450 | 59a1567b027ac450 | 59a1567b027ac450 |
| mamba3/hashed                | IDENTICAL x3 | (not run)        | 6535988e7df6b7c8 | 6535988e7df6b7c8 | 6535988e7df6b7c8 |
| mamba3/negative              | IDENTICAL x3 | (not run)        | 467cfdf1eeb3a1c6 | 467cfdf1eeb3a1c6 | 467cfdf1eeb3a1c6 |
| mamba3/odd                   | IDENTICAL x3 | (not run)        | 63de4bf6b9f8262a | 63de4bf6b9f8262a | 63de4bf6b9f8262a |
| mamba3/ties                  | IDENTICAL x3 | (not run)        | 4bad5909ae635933 | 4bad5909ae635933 | 4bad5909ae635933 |
| mamba3/wide                  | IDENTICAL x3 | (not run)        | 07f2064c0243e8c2 | 07f2064c0243e8c2 | 07f2064c0243e8c2 |
| metrics/base                 | IDENTICAL x3 | (not run)        | 2e2d6c84f00b9a0b | 2e2d6c84f00b9a0b | 2e2d6c84f00b9a0b |
| metrics/denormal             | IDENTICAL x3 | (not run)        | 70d525921f2192ca | 70d525921f2192ca | 70d525921f2192ca |
| metrics/denormal_ftz         | IDENTICAL x3 | (not run)        | 70d525921f2192ca | 70d525921f2192ca | 70d525921f2192ca |
| metrics/dupes                | IDENTICAL x3 | (not run)        | b9bf5106a8b03644 | b9bf5106a8b03644 | b9bf5106a8b03644 |
| metrics/hashed               | IDENTICAL x3 | (not run)        | 2a276b0f2347d198 | 2a276b0f2347d198 | 2a276b0f2347d198 |
| metrics/negative             | IDENTICAL x3 | (not run)        | 745d2eae0be9da2c | 745d2eae0be9da2c | 745d2eae0be9da2c |
| metrics/odd                  | IDENTICAL x3 | (not run)        | 8a7b2852763f246e | 8a7b2852763f246e | 8a7b2852763f246e |
| metrics/ties                 | IDENTICAL x3 | (not run)        | ea3e4d8076a7ea42 | ea3e4d8076a7ea42 | ea3e4d8076a7ea42 |
| metrics/wide                 | IDENTICAL x3 | (not run)        | 1244dee823ddccf9 | 1244dee823ddccf9 | 1244dee823ddccf9 |
| minmax-scaler/base           | IDENTICAL x3 | (not run)        | 646b46cf73ead58e | 646b46cf73ead58e | 646b46cf73ead58e |
| minmax-scaler/denormal       | IDENTICAL x3 | (not run)        | 760381e656d7edc6 | 760381e656d7edc6 | 760381e656d7edc6 |
| minmax-scaler/denormal_ftz   | IDENTICAL x3 | (not run)        | 760381e656d7edc6 | 760381e656d7edc6 | 760381e656d7edc6 |
| minmax-scaler/dupes          | IDENTICAL x3 | (not run)        | 768f7054da806434 | 768f7054da806434 | 768f7054da806434 |
| minmax-scaler/hashed         | IDENTICAL x3 | (not run)        | 4260fe8f43ec10b2 | 4260fe8f43ec10b2 | 4260fe8f43ec10b2 |
| minmax-scaler/negative       | IDENTICAL x3 | (not run)        | b1d799cf9b13f224 | b1d799cf9b13f224 | b1d799cf9b13f224 |
| minmax-scaler/odd            | IDENTICAL x3 | (not run)        | 803149932ba8b2da | 803149932ba8b2da | 803149932ba8b2da |
| minmax-scaler/ties           | IDENTICAL x3 | (not run)        | fcaf2c976dae67d9 | fcaf2c976dae67d9 | fcaf2c976dae67d9 |
| minmax-scaler/wide           | IDENTICAL x3 | (not run)        | 77b3a6c235e5a346 | 77b3a6c235e5a346 | 77b3a6c235e5a346 |
| mlp/base                     | IDENTICAL x3 | (not run)        | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 |
| mlp/denormal                 | IDENTICAL x3 | (not run)        | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f |
| mlp/denormal_ftz             | IDENTICAL x3 | (not run)        | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f |
| mlp/dupes                    | IDENTICAL x3 | (not run)        | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 |
| mlp/hashed                   | IDENTICAL x3 | (not run)        | 977a37258af573f0 | 977a37258af573f0 | 977a37258af573f0 |
| mlp/negative                 | IDENTICAL x3 | (not run)        | 3909a61277aad132 | 3909a61277aad132 | 3909a61277aad132 |
| mlp/odd                      | IDENTICAL x3 | (not run)        | 451d36242d1772be | 451d36242d1772be | 451d36242d1772be |
| mlp/ties                     | IDENTICAL x3 | (not run)        | 2f08d18719517d3b | 2f08d18719517d3b | 2f08d18719517d3b |
| mlp/wide                     | IDENTICAL x3 | (not run)        | 7d2d9a297e5f0507 | 7d2d9a297e5f0507 | 7d2d9a297e5f0507 |
| ols/base                     | IDENTICAL x3 | (not run)        | 3d1d7c30b12d9872 | 3d1d7c30b12d9872 | 3d1d7c30b12d9872 |
| ols/denormal                 | IDENTICAL x3 | (not run)        | f0e2e46f2203e17d | f0e2e46f2203e17d | f0e2e46f2203e17d |
| ols/denormal_ftz             | IDENTICAL x3 | (not run)        | f0e2e46f2203e17d | f0e2e46f2203e17d | f0e2e46f2203e17d |
| ols/dupes                    | IDENTICAL x3 | (not run)        | 5d93af9edf61d3e7 | 5d93af9edf61d3e7 | 5d93af9edf61d3e7 |
| ols/hashed                   | IDENTICAL x3 | (not run)        | 7a4cc4b643207e04 | 7a4cc4b643207e04 | 7a4cc4b643207e04 |
| ols/negative                 | IDENTICAL x3 | (not run)        | 737566e6c5e95e7d | 737566e6c5e95e7d | 737566e6c5e95e7d |
| ols/odd                      | IDENTICAL x3 | (not run)        | bfb2368a5a4871ba | bfb2368a5a4871ba | bfb2368a5a4871ba |
| ols/ties                     | IDENTICAL x3 | (not run)        | c73c0c1158ebcb9e | c73c0c1158ebcb9e | c73c0c1158ebcb9e |
| ols/wide                     | IDENTICAL x3 | (not run)        | 880f803e2a9840cf | 880f803e2a9840cf | 880f803e2a9840cf |
| pca/base                     | IDENTICAL x3 | (not run)        | 426e098860cb885e | 426e098860cb885e | 426e098860cb885e |
| pca/denormal                 | IDENTICAL x3 | (not run)        | 632dd2d41a856846 | 632dd2d41a856846 | 632dd2d41a856846 |
| pca/denormal_ftz             | IDENTICAL x3 | (not run)        | 632dd2d41a856846 | 632dd2d41a856846 | 632dd2d41a856846 |
| pca/dupes                    | IDENTICAL x3 | (not run)        | f0d80567379e28e4 | f0d80567379e28e4 | f0d80567379e28e4 |
| pca/hashed                   | IDENTICAL x3 | (not run)        | 9c43c580f84b913e | 9c43c580f84b913e | 9c43c580f84b913e |
| pca/negative                 | IDENTICAL x3 | (not run)        | c4903e2bddacb305 | c4903e2bddacb305 | c4903e2bddacb305 |
| pca/odd                      | IDENTICAL x3 | (not run)        | 2bde4e929e103470 | 2bde4e929e103470 | 2bde4e929e103470 |
| pca/ties                     | IDENTICAL x3 | (not run)        | 2cc3098a82f5e29c | 2cc3098a82f5e29c | 2cc3098a82f5e29c |
| pca/wide                     | IDENTICAL x3 | (not run)        | ee30334357c2fe6e | ee30334357c2fe6e | ee30334357c2fe6e |
| radius/base                  | IDENTICAL x3 | (not run)        | b4fa4ebf9623f5d0 | b4fa4ebf9623f5d0 | b4fa4ebf9623f5d0 |
| radius/denormal              | IDENTICAL x3 | (not run)        | b31c83097872381e | b31c83097872381e | b31c83097872381e |
| radius/denormal_ftz          | IDENTICAL x3 | (not run)        | b31c83097872381e | b31c83097872381e | b31c83097872381e |
| radius/dupes                 | IDENTICAL x3 | (not run)        | ad02d42d5b3fded7 | ad02d42d5b3fded7 | ad02d42d5b3fded7 |
| radius/hashed                | IDENTICAL x3 | (not run)        | cdc57602d696879d | cdc57602d696879d | cdc57602d696879d |
| radius/negative              | IDENTICAL x3 | (not run)        | 4b7b50fe64e2d7af | 4b7b50fe64e2d7af | 4b7b50fe64e2d7af |
| radius/odd                   | IDENTICAL x3 | (not run)        | 99a3e94304f0d55a | 99a3e94304f0d55a | 99a3e94304f0d55a |
| radius/ties                  | IDENTICAL x3 | (not run)        | d4e4484a004f4042 | d4e4484a004f4042 | d4e4484a004f4042 |
| radius/wide                  | IDENTICAL x3 | (not run)        | 4ea06c29cad72c3a | 4ea06c29cad72c3a | 4ea06c29cad72c3a |
| rf-clf/base                  | IDENTICAL x3 | (not run)        | 21178dc5457bf5dc | 21178dc5457bf5dc | 21178dc5457bf5dc |
| rf-clf/denormal              | IDENTICAL x3 | (not run)        | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c |
| rf-clf/denormal_ftz          | IDENTICAL x3 | (not run)        | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c |
| rf-clf/dupes                 | IDENTICAL x3 | (not run)        | 941ea7485b906b92 | 941ea7485b906b92 | 941ea7485b906b92 |
| rf-clf/hashed                | IDENTICAL x3 | (not run)        | 30000a54b1ebf87f | 30000a54b1ebf87f | 30000a54b1ebf87f |
| rf-clf/negative              | IDENTICAL x3 | (not run)        | 5c321c2a1e99f705 | 5c321c2a1e99f705 | 5c321c2a1e99f705 |
| rf-clf/odd                   | IDENTICAL x3 | (not run)        | 8eadf0d0c523cf9a | 8eadf0d0c523cf9a | 8eadf0d0c523cf9a |
| rf-clf/ties                  | IDENTICAL x3 | (not run)        | 578c313bdad14449 | 578c313bdad14449 | 578c313bdad14449 |
| rf-clf/wide                  | IDENTICAL x3 | (not run)        | e57dc48ebb4fda48 | e57dc48ebb4fda48 | e57dc48ebb4fda48 |
| rf-reg/base                  | IDENTICAL x3 | (not run)        | f032017cfd1c73dd | f032017cfd1c73dd | f032017cfd1c73dd |
| rf-reg/denormal              | IDENTICAL x3 | (not run)        | feed3869ba06eaf7 | feed3869ba06eaf7 | feed3869ba06eaf7 |
| rf-reg/denormal_ftz          | IDENTICAL x3 | (not run)        | feed3869ba06eaf7 | feed3869ba06eaf7 | feed3869ba06eaf7 |
| rf-reg/dupes                 | IDENTICAL x3 | (not run)        | 55f5becd2a3a172c | 55f5becd2a3a172c | 55f5becd2a3a172c |
| rf-reg/hashed                | IDENTICAL x3 | (not run)        | c755113ac878c8b9 | c755113ac878c8b9 | c755113ac878c8b9 |
| rf-reg/negative              | IDENTICAL x3 | (not run)        | cd81c456c75aaaf0 | cd81c456c75aaaf0 | cd81c456c75aaaf0 |
| rf-reg/odd                   | IDENTICAL x3 | (not run)        | 33f207a8fab32866 | 33f207a8fab32866 | 33f207a8fab32866 |
| rf-reg/ties                  | IDENTICAL x3 | (not run)        | ec6e7b28cd0d16a9 | ec6e7b28cd0d16a9 | ec6e7b28cd0d16a9 |
| rf-reg/wide                  | IDENTICAL x3 | (not run)        | 8d9b05172d7a3777 | 8d9b05172d7a3777 | 8d9b05172d7a3777 |
| ridge/base                   | IDENTICAL x3 | (not run)        | a91478be750dc756 | a91478be750dc756 | a91478be750dc756 |
| ridge/denormal               | IDENTICAL x3 | (not run)        | 2eed6e454ed965da | 2eed6e454ed965da | 2eed6e454ed965da |
| ridge/denormal_ftz           | IDENTICAL x3 | (not run)        | 2eed6e454ed965da | 2eed6e454ed965da | 2eed6e454ed965da |
| ridge/dupes                  | IDENTICAL x3 | (not run)        | c69b8fef7932da21 | c69b8fef7932da21 | c69b8fef7932da21 |
| ridge/hashed                 | IDENTICAL x3 | (not run)        | fb5037b3d70d60ee | fb5037b3d70d60ee | fb5037b3d70d60ee |
| ridge/negative               | IDENTICAL x3 | (not run)        | 473e3ff40fc67b0e | 473e3ff40fc67b0e | 473e3ff40fc67b0e |
| ridge/odd                    | IDENTICAL x3 | (not run)        | bdaf14e02a8f07ec | bdaf14e02a8f07ec | bdaf14e02a8f07ec |
| ridge/ties                   | IDENTICAL x3 | (not run)        | 42410e35cdae30cb | 42410e35cdae30cb | 42410e35cdae30cb |
| ridge/wide                   | IDENTICAL x3 | (not run)        | 7215c2605901cdc6 | 7215c2605901cdc6 | 7215c2605901cdc6 |
| samba/base                   | IDENTICAL x3 | (not run)        | 037e7701daa7fc7c | 037e7701daa7fc7c | 037e7701daa7fc7c |
| samba/denormal               | IDENTICAL x3 | (not run)        | 97c929c9824ede42 | 97c929c9824ede42 | 97c929c9824ede42 |
| samba/denormal_ftz           | IDENTICAL x3 | (not run)        | 2dc833bbce3de194 | 2dc833bbce3de194 | 2dc833bbce3de194 |
| samba/dupes                  | IDENTICAL x3 | (not run)        | daa904c0d89aefde | daa904c0d89aefde | daa904c0d89aefde |
| samba/hashed                 | IDENTICAL x3 | (not run)        | 0fb42364f4c84411 | 0fb42364f4c84411 | 0fb42364f4c84411 |
| samba/negative               | IDENTICAL x3 | (not run)        | 8c6bfc3b26396833 | 8c6bfc3b26396833 | 8c6bfc3b26396833 |
| samba/odd                    | IDENTICAL x3 | (not run)        | 037e7701daa7fc7c | 037e7701daa7fc7c | 037e7701daa7fc7c |
| samba/ties                   | IDENTICAL x3 | (not run)        | e02c7412e926a415 | e02c7412e926a415 | e02c7412e926a415 |
| samba/wide                   | IDENTICAL x3 | (not run)        | 68e2e32002737938 | 68e2e32002737938 | 68e2e32002737938 |
| spectral/base                | IDENTICAL x3 | (not run)        | 7dd80ac8f13fc9eb | 7dd80ac8f13fc9eb | 7dd80ac8f13fc9eb |
| spectral/denormal            | IDENTICAL x3 | (not run)        | 4544b0d64dd6ad84 | 4544b0d64dd6ad84 | 4544b0d64dd6ad84 |
| spectral/denormal_ftz        | IDENTICAL x3 | (not run)        | 4544b0d64dd6ad84 | 4544b0d64dd6ad84 | 4544b0d64dd6ad84 |
| spectral/dupes               | IDENTICAL x3 | (not run)        | 7dd80ac8f13fc9eb | 7dd80ac8f13fc9eb | 7dd80ac8f13fc9eb |
| spectral/hashed              | IDENTICAL x3 | (not run)        | 2bd3b69e87fa6b9b | 2bd3b69e87fa6b9b | 2bd3b69e87fa6b9b |
| spectral/negative            | IDENTICAL x3 | (not run)        | de29c53c40a728c5 | de29c53c40a728c5 | de29c53c40a728c5 |
| spectral/odd                 | IDENTICAL x3 | (not run)        | a48b941d2c585a12 | a48b941d2c585a12 | a48b941d2c585a12 |
| spectral/ties                | IDENTICAL x3 | (not run)        | f160e7dc7c262f73 | f160e7dc7c262f73 | f160e7dc7c262f73 |
| spectral/wide                | IDENTICAL x3 | (not run)        | d1857f998728ef34 | d1857f998728ef34 | d1857f998728ef34 |
| standard-scaler/base         | IDENTICAL x3 | (not run)        | 9954d8aba9fdfba3 | 9954d8aba9fdfba3 | 9954d8aba9fdfba3 |
| standard-scaler/denormal     | IDENTICAL x3 | (not run)        | 87862ff4b450f03a | 87862ff4b450f03a | 87862ff4b450f03a |
| standard-scaler/denormal_ftz | IDENTICAL x3 | (not run)        | 87862ff4b450f03a | 87862ff4b450f03a | 87862ff4b450f03a |
| standard-scaler/dupes        | IDENTICAL x3 | (not run)        | 70e05276ca28159d | 70e05276ca28159d | 70e05276ca28159d |
| standard-scaler/hashed       | IDENTICAL x3 | (not run)        | e9675c57b4a95c8f | e9675c57b4a95c8f | e9675c57b4a95c8f |
| standard-scaler/negative     | IDENTICAL x3 | (not run)        | 252a531100f1ae68 | 252a531100f1ae68 | 252a531100f1ae68 |
| standard-scaler/odd          | IDENTICAL x3 | (not run)        | 24632a63d5c0debd | 24632a63d5c0debd | 24632a63d5c0debd |
| standard-scaler/ties         | IDENTICAL x3 | (not run)        | dc97bf1ab9890a0f | dc97bf1ab9890a0f | dc97bf1ab9890a0f |
| standard-scaler/wide         | IDENTICAL x3 | (not run)        | 20a74ee4504bf472 | 20a74ee4504bf472 | 20a74ee4504bf472 |
| svc/base                     | IDENTICAL x3 | (not run)        | dec306e940b8a444 | dec306e940b8a444 | dec306e940b8a444 |
| svc/denormal                 | IDENTICAL x3 | (not run)        | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf |
| svc/denormal_ftz             | IDENTICAL x3 | (not run)        | 549c0b5c319d84cf | 549c0b5c319d84cf | 549c0b5c319d84cf |
| svc/dupes                    | IDENTICAL x3 | (not run)        | b2f0d9a49c9f241c | b2f0d9a49c9f241c | b2f0d9a49c9f241c |
| svc/hashed                   | IDENTICAL x3 | (not run)        | 274bf9087fb0750e | 274bf9087fb0750e | 274bf9087fb0750e |
| svc/negative                 | IDENTICAL x3 | (not run)        | 667155f7eda847aa | 667155f7eda847aa | 667155f7eda847aa |
| svc/odd                      | IDENTICAL x3 | (not run)        | 61b1676a7e40c914 | 61b1676a7e40c914 | 61b1676a7e40c914 |
| svc/ties                     | IDENTICAL x3 | (not run)        | 2093351e33d072ed | 2093351e33d072ed | 2093351e33d072ed |
| svc/wide                     | IDENTICAL x3 | (not run)        | 550d1845e417ca18 | 550d1845e417ca18 | 550d1845e417ca18 |
| svr/base                     | IDENTICAL x3 | (not run)        | 2afafe190450304b | 2afafe190450304b | 2afafe190450304b |
| svr/denormal                 | IDENTICAL x3 | (not run)        | e916e4426dcd5a14 | e916e4426dcd5a14 | e916e4426dcd5a14 |
| svr/denormal_ftz             | IDENTICAL x3 | (not run)        | e916e4426dcd5a14 | e916e4426dcd5a14 | e916e4426dcd5a14 |
| svr/dupes                    | IDENTICAL x3 | (not run)        | 6e2a4421f6b02f85 | 6e2a4421f6b02f85 | 6e2a4421f6b02f85 |
| svr/hashed                   | IDENTICAL x3 | (not run)        | cab554d4bdf018d2 | cab554d4bdf018d2 | cab554d4bdf018d2 |
| svr/negative                 | IDENTICAL x3 | (not run)        | 157297e596168454 | 157297e596168454 | 157297e596168454 |
| svr/odd                      | IDENTICAL x3 | (not run)        | 07d6f7035db0e04b | 07d6f7035db0e04b | 07d6f7035db0e04b |
| svr/ties                     | IDENTICAL x3 | (not run)        | d69c878738f75a68 | d69c878738f75a68 | d69c878738f75a68 |
| svr/wide                     | IDENTICAL x3 | (not run)        | 089b83a32233143b | 089b83a32233143b | 089b83a32233143b |
| transformer/base             | IDENTICAL x3 | (not run)        | 295d4e62d4c78b14 | 295d4e62d4c78b14 | 295d4e62d4c78b14 |
| transformer/denormal         | IDENTICAL x3 | (not run)        | da87cbc4fb93d086 | da87cbc4fb93d086 | da87cbc4fb93d086 |
| transformer/denormal_ftz     | IDENTICAL x3 | (not run)        | da87cbc4fb93d086 | da87cbc4fb93d086 | da87cbc4fb93d086 |
| transformer/dupes            | IDENTICAL x3 | (not run)        | e48bc0a8545b1a29 | e48bc0a8545b1a29 | e48bc0a8545b1a29 |
| transformer/hashed           | IDENTICAL x3 | (not run)        | 7d565e3a35324caa | 7d565e3a35324caa | 7d565e3a35324caa |
| transformer/negative         | IDENTICAL x3 | (not run)        | 79d66e219ac996a9 | 79d66e219ac996a9 | 79d66e219ac996a9 |
| transformer/odd              | IDENTICAL x3 | (not run)        | 295d4e62d4c78b14 | 295d4e62d4c78b14 | 295d4e62d4c78b14 |
| transformer/ties             | IDENTICAL x3 | (not run)        | 251eb6369ef11d70 | 251eb6369ef11d70 | 251eb6369ef11d70 |
| transformer/wide             | IDENTICAL x3 | (not run)        | ecbe59229197362b | ecbe59229197362b | ecbe59229197362b |
| tsvd/base                    | IDENTICAL x3 | (not run)        | 8e8d20af1d08720c | 8e8d20af1d08720c | 8e8d20af1d08720c |
