8243 external/tcmalloc+/tcmalloc/internal/system_allocator.h:713] Warning: Unable to mbind memory (errno=1, base=0x535f80000000, nodemask=1)
ARM optskip_noshadow_rows16 rows 16 mode IDENTICAL
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.020189
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018819
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018365
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018673
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018136
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018618
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018549
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.051939
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.05078
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.050809
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.050387
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.050177
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.051117
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.054181
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.074937
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.065982
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.065152
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.169442
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.167759
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.16778
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082256
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.083138
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082889
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082312
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082037
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082907
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.081775
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.103671
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.103705
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.103205
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.103169
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.102235
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.101472
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.101926
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 0.691961
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 0.613688
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 0.616453
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.172571
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.147291
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.112416
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.191648
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.187571
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.187171
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.19072
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.19224
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.188359
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.189139
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.238497
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.238684
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.23811
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.237523
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.237093
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.236899
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.237951
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 4.557278
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 3.192232
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 2.979623
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 6.284136
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 6.189321
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 5.60989
