8347 external/tcmalloc+/tcmalloc/internal/system_allocator.h:713] Warning: Unable to mbind memory (errno=1, base=0x310c80000000, nodemask=1)
ARM optskip_noshadow_rows16 rows 16 mode IDENTICAL
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.020475
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018685
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.017989
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018495
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018256
PRICE optskip_noshadow_rows16 16 512x64 kernel.forward 0.018566
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.052834
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.050757
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.051022
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.050497
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.050532
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.051725
PRICE optskip_noshadow_rows16 16 512x64 kernel.backward 0.050804
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.0724
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.065893
PRICE optskip_noshadow_rows16 16 512x64 host.forward 0.065189
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.169208
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.169444
PRICE optskip_noshadow_rows16 16 512x64 host.backward 0.167998
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082322
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082307
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082344
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082458
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.081949
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.082659
PRICE optskip_noshadow_rows16 16 2048x512 kernel.forward 0.081807
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.104871
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.103147
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.103068
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.102093
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.102167
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.102067
PRICE optskip_noshadow_rows16 16 2048x512 kernel.backward 0.102254
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 0.610601
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 0.60823
PRICE optskip_noshadow_rows16 16 2048x512 host.forward 0.598507
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.156345
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.282355
PRICE optskip_noshadow_rows16 16 2048x512 host.backward 1.127783
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.188117
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.191009
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.187869
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.190833
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.194448
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.188861
PRICE optskip_noshadow_rows16 16 8192x768 kernel.forward 0.190799
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.239293
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.241168
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.238737
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.237766
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.237468
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.238359
PRICE optskip_noshadow_rows16 16 8192x768 kernel.backward 0.238287
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 3.269528
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 3.291022
PRICE optskip_noshadow_rows16 16 8192x768 host.forward 3.007041
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 6.314924
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 6.271728
PRICE optskip_noshadow_rows16 16 8192x768 host.backward 5.783661
