lane	n	fast_med_s	ident_med_s	ratio_med	ratio_min	ratio_max	fast_min_s	fast_max_s	ident_min_s	ident_max_s	fast_hash	ident_hash	hash_note
kmeans	3	0.004407	0.004647	1.055	1.029	1.080	0.004397	0.004426	0.004535	0.004779	eeea38872c935b98	eeea38872c935b98	fast==ident bits
knn	3	0.001634	0.004704	2.879	2.866	2.951	0.001626	0.001641	0.004687	0.004798	9e9aa062eb21a806	4c6f4a612b096067	fast!=ident bits
dbscan	3	0.034844	0.033671	0.966	0.962	0.969	0.034801	0.035012	0.033668	0.033718	a9223881fb236c77	a9223881fb236c77	fast==ident bits
gram	3	0.000292	0.000501	1.714	1.712	3.084	0.000292	0.000295	0.000500	0.000909	8fc43d52cfaafa58	0e9de1a0121f721a	fast!=ident bits
nt	3	0.000062	0.000086	1.387	1.265	1.411	0.000061	0.000067	0.000084	0.000086	1ce38742d2ffc019	5c68413208583222	fast!=ident bits
gemv	3	0.000017	0.000027	1.541	1.402	1.548	0.000017	0.000019	0.000026	0.000027	c672e0ac7ed6697f	a0d44fa8c1343b19	fast!=ident bits
gbdt	3	0.730331	0.693179	0.949	0.937	0.957	0.723990	0.736570	0.690363	0.695309	4a1588d5f77560b2	edde9bd742ac76f3	fast!=ident bits
rf	3	0.802021	0.801589	0.999	0.994	1.021	0.801954	0.806603	0.798099	0.819075	acfbdbde102e8c54	acfbdbde102e8c54	fast==ident bits
et	3	2.111194	2.136783	1.012	0.995	1.028	2.109451	2.148072	2.134036	2.167566	a4d03520b4584c37	a4d03520b4584c37	fast==ident bits
