lane	mode	round	seconds	hash
kmeans	FAST	1	0.005035355	eeea38872c935b98
kmeans	IDENTICAL	1	0.005293014	eeea38872c935b98
kmeans	FAST	2	0.005072138	eeea38872c935b98
kmeans	IDENTICAL	2	0.006224919	eeea38872c935b98
kmeans	FAST	3	0.005042991	eeea38872c935b98
kmeans	IDENTICAL	3	0.005296854	eeea38872c935b98
knn	FAST	1	0.002866948	9e9aa062eb21a806
knn	IDENTICAL	1	0.004910697	4c6f4a612b096067
knn	FAST	2	0.002821145	9e9aa062eb21a806
knn	IDENTICAL	2	0.004851829	4c6f4a612b096067
knn	FAST	3	0.002892813	9e9aa062eb21a806
knn	IDENTICAL	3	0.004841317	4c6f4a612b096067
dbscan	FAST	1	0.036280726	a9223881fb236c77
dbscan	IDENTICAL	1	0.034673066	a9223881fb236c77
dbscan	FAST	2	0.035864453	a9223881fb236c77
dbscan	IDENTICAL	2	0.03520716	a9223881fb236c77
dbscan	FAST	3	0.03585514	a9223881fb236c77
dbscan	IDENTICAL	3	0.034767298	a9223881fb236c77
gram	FAST	1	0.093516675	8fc43d52cfaafa58
gram	IDENTICAL	1	0.000664807	0e9de1a0121f721a
gram	FAST	2	0.097151883	8fc43d52cfaafa58
gram	IDENTICAL	2	0.000677326	0e9de1a0121f721a
gram	FAST	3	0.092236112	8fc43d52cfaafa58
gram	IDENTICAL	3	0.000664522	0e9de1a0121f721a
nt	FAST	1	0.089068505	1ce38742d2ffc019
nt	IDENTICAL	1	0.000189051	5c68413208583222
nt	FAST	2	0.084020708	1ce38742d2ffc019
nt	IDENTICAL	2	0.000190886	5c68413208583222
nt	FAST	3	0.087888738	1ce38742d2ffc019
nt	IDENTICAL	3	0.000192278	5c68413208583222
gemv	FAST	1	0.00013134	c672e0ac7ed6697f
gemv	IDENTICAL	1	0.000155981	a0d44fa8c1343b19
gemv	FAST	2	0.000136132	c672e0ac7ed6697f
gemv	IDENTICAL	2	0.000138759	a0d44fa8c1343b19
gemv	FAST	3	0.000151354	c672e0ac7ed6697f
gemv	IDENTICAL	3	0.000137553	a0d44fa8c1343b19
gbdt	FAST	1	1.110121612	4a1588d5f77560b2
gbdt	IDENTICAL	1	1.064080126	edde9bd742ac76f3
gbdt	FAST	2	1.11507136	4a1588d5f77560b2
gbdt	IDENTICAL	2	1.062269605	edde9bd742ac76f3
gbdt	FAST	3	1.102709526	4a1588d5f77560b2
gbdt	IDENTICAL	3	1.074095991	edde9bd742ac76f3
rf	FAST	1	0.819010005	acfbdbde102e8c54
rf	IDENTICAL	1	0.800767247	acfbdbde102e8c54
rf	FAST	2	0.799501867	acfbdbde102e8c54
rf	IDENTICAL	2	0.799233879	acfbdbde102e8c54
rf	FAST	3	0.815245168	acfbdbde102e8c54
rf	IDENTICAL	3	0.807386417	acfbdbde102e8c54
et	FAST	1	2.110252991	a4d03520b4584c37
et	IDENTICAL	1	2.150291807	a4d03520b4584c37
et	FAST	2	2.14176158	a4d03520b4584c37
et	IDENTICAL	2	2.123159462	a4d03520b4584c37
et	FAST	3	2.139589428	a4d03520b4584c37
et	IDENTICAL	3	2.125174993	a4d03520b4584c37
