| lane/fixture                 | verdict    | apple-m4         | amd-mi325x-gfx942 |
| logistic/denormal            | infer  | IDENTICAL x2 | 2092f79961286d8a | 2092f79961286d8a |
| logistic/denormal            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| logistic/denormal_ftz        | infer  | IDENTICAL x2 | 2092f79961286d8a | 2092f79961286d8a |
| logistic/denormal_ftz        | model  | N/A          | n/a:no-save      | n/a:no-save      |
| logistic/dupes               | infer  | IDENTICAL x2 | df012d0cb1286818 | df012d0cb1286818 |
| logistic/dupes               | model  | N/A          | n/a:no-save      | n/a:no-save      |
| logistic/hashed              | infer  | IDENTICAL x2 | dfe219d0b67a77ca | dfe219d0b67a77ca |
| logistic/hashed              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| logistic/negative            | infer  | IDENTICAL x2 | 00fff477b42c65a0 | 00fff477b42c65a0 |
| logistic/negative            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| logistic/odd                 | infer  | IDENTICAL x2 | 7540ab14779d65c6 | 7540ab14779d65c6 |
| logistic/odd                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| logistic/ties                | infer  | IDENTICAL x2 | 31ae5dc087daddea | 31ae5dc087daddea |
| logistic/ties                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| logistic/wide                | infer  | IDENTICAL x2 | 0b4e034053a507a6 | 0b4e034053a507a6 |
| logistic/wide                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/base                 | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/base                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/denormal             | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/denormal             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/denormal_ftz         | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/denormal_ftz         | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/dupes                | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/dupes                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/hashed               | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/hashed               | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/negative             | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/negative             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/odd                  | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/odd                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/ties                 | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/ties                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| metrics/wide                 | infer  | N/A          | n/a:function     | n/a:function     |
| metrics/wide                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/base                     | infer  | IDENTICAL x2 | 2546a13c03838433 | 2546a13c03838433 |
| ols/base                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/denormal                 | infer  | IDENTICAL x2 | 050118359943fcd8 | 050118359943fcd8 |
| ols/denormal                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/denormal_ftz             | infer  | IDENTICAL x2 | 050118359943fcd8 | 050118359943fcd8 |
| ols/denormal_ftz             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/dupes                    | infer  | IDENTICAL x2 | 09ac924358918527 | 09ac924358918527 |
| ols/dupes                    | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/hashed                   | infer  | IDENTICAL x2 | 73b6c23acb537f4f | 73b6c23acb537f4f |
| ols/hashed                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/negative                 | infer  | IDENTICAL x2 | ddf1f9ebb606db70 | ddf1f9ebb606db70 |
| ols/negative                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/odd                      | infer  | IDENTICAL x2 | 60eb6ff64dfbea28 | 60eb6ff64dfbea28 |
| ols/odd                      | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/ties                     | infer  | IDENTICAL x2 | 55f61f34cae7e5ff | 55f61f34cae7e5ff |
| ols/ties                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ols/wide                     | infer  | IDENTICAL x2 | c40c1d99f114c282 | c40c1d99f114c282 |
| ols/wide                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/base                     | infer  | IDENTICAL x2 | 5ec98c317c9314a6 | 5ec98c317c9314a6 |
| pca/base                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/denormal                 | infer  | IDENTICAL x2 | d28a4176d38a79ad | d28a4176d38a79ad |
| pca/denormal                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/denormal_ftz             | infer  | IDENTICAL x2 | d28a4176d38a79ad | d28a4176d38a79ad |
| pca/denormal_ftz             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/dupes                    | infer  | IDENTICAL x2 | 25b7f77104e4b5b3 | 25b7f77104e4b5b3 |
| pca/dupes                    | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/hashed                   | infer  | IDENTICAL x2 | da7f8a40931a091a | da7f8a40931a091a |
| pca/hashed                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/negative                 | infer  | IDENTICAL x2 | bed836c726c23255 | bed836c726c23255 |
| pca/negative                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/odd                      | infer  | IDENTICAL x2 | 9f765336b6cbcc11 | 9f765336b6cbcc11 |
| pca/odd                      | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/ties                     | infer  | IDENTICAL x2 | 470065a905e144bf | 470065a905e144bf |
| pca/ties                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| pca/wide                     | infer  | IDENTICAL x2 | abbcfa36cfc4cc81 | abbcfa36cfc4cc81 |
| pca/wide                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| rf-clf/base                  | infer  | IDENTICAL x2 | 3b30324dc0a909d3 | 3b30324dc0a909d3 |
| rf-clf/base                  | model  | IDENTICAL x2 | ed1592a2b0ab1658 | ed1592a2b0ab1658 |
| rf-clf/denormal              | infer  | IDENTICAL x2 | 1f873a2912989c6e | 1f873a2912989c6e |
| rf-clf/denormal              | model  | IDENTICAL x2 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 |
| rf-clf/denormal_ftz          | infer  | IDENTICAL x2 | 1f873a2912989c6e | 1f873a2912989c6e |
| rf-clf/denormal_ftz          | model  | IDENTICAL x2 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 |
| rf-clf/dupes                 | infer  | IDENTICAL x2 | f7836c254af7cb78 | f7836c254af7cb78 |
| rf-clf/dupes                 | model  | IDENTICAL x2 | a481d93b96bec8af | a481d93b96bec8af |
| rf-clf/hashed                | infer  | IDENTICAL x2 | 95452dea53316b5c | 95452dea53316b5c |
| rf-clf/hashed                | model  | IDENTICAL x2 | 4acba627d01b9da9 | 4acba627d01b9da9 |
| rf-clf/negative              | infer  | IDENTICAL x2 | a8494465884e646a | a8494465884e646a |
| rf-clf/negative              | model  | IDENTICAL x2 | 58fcd13c13e9de79 | 58fcd13c13e9de79 |
| rf-clf/odd                   | infer  | IDENTICAL x2 | e067dff805be210f | e067dff805be210f |
| rf-clf/odd                   | model  | IDENTICAL x2 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 |
| rf-clf/ties                  | infer  | IDENTICAL x2 | 122d0397afe9bc84 | 122d0397afe9bc84 |
| rf-clf/ties                  | model  | IDENTICAL x2 | 2d8da1cf56084257 | 2d8da1cf56084257 |
| rf-clf/wide                  | infer  | IDENTICAL x2 | 576ce8ec7833b38d | 576ce8ec7833b38d |
| rf-clf/wide                  | model  | IDENTICAL x2 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 |
| rf-reg/base                  | infer  | IDENTICAL x2 | 16465c479f279614 | 16465c479f279614 |
| rf-reg/base                  | model  | IDENTICAL x2 | ee1ec176625ae198 | ee1ec176625ae198 |
| rf-reg/denormal              | infer  | IDENTICAL x2 | f2dbdf86d13054aa | f2dbdf86d13054aa |
| rf-reg/denormal              | model  | IDENTICAL x2 | 477f1583967a6e80 | 477f1583967a6e80 |
| rf-reg/denormal_ftz          | infer  | IDENTICAL x2 | f2dbdf86d13054aa | f2dbdf86d13054aa |
| rf-reg/denormal_ftz          | model  | IDENTICAL x2 | 477f1583967a6e80 | 477f1583967a6e80 |
| rf-reg/dupes                 | infer  | IDENTICAL x2 | 76d74b876471a685 | 76d74b876471a685 |
| rf-reg/dupes                 | model  | IDENTICAL x2 | 1836f0b40183be27 | 1836f0b40183be27 |
| rf-reg/hashed                | infer  | IDENTICAL x2 | c451d1194f8c47f5 | c451d1194f8c47f5 |
| rf-reg/hashed                | model  | IDENTICAL x2 | 3ce6c16334ce58a2 | 3ce6c16334ce58a2 |
| rf-reg/negative              | infer  | IDENTICAL x2 | b8e07686422213e6 | b8e07686422213e6 |
| rf-reg/negative              | model  | IDENTICAL x2 | 9deda76973ef536f | 9deda76973ef536f |
| rf-reg/odd                   | infer  | IDENTICAL x2 | c297fa86d8e8923e | c297fa86d8e8923e |
| rf-reg/odd                   | model  | IDENTICAL x2 | 95f31ab2b2ce0d0e | 95f31ab2b2ce0d0e |
| rf-reg/ties                  | infer  | IDENTICAL x2 | 9e088d6c6c1bf54b | 9e088d6c6c1bf54b |
| rf-reg/ties                  | model  | IDENTICAL x2 | a35ee93f7a000cbd | a35ee93f7a000cbd |
| rf-reg/wide                  | infer  | IDENTICAL x2 | 1dddbff05a6645de | 1dddbff05a6645de |
| rf-reg/wide                  | model  | IDENTICAL x2 | f252dc1602084e7d | f252dc1602084e7d |
| ridge/base                   | infer  | IDENTICAL x2 | a5a404bb201b0eeb | a5a404bb201b0eeb |
| ridge/base                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ridge/denormal               | infer  | IDENTICAL x2 | 4233d399ae41d2e6 | 4233d399ae41d2e6 |
| ridge/denormal               | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ridge/denormal_ftz           | infer  | IDENTICAL x2 | 4233d399ae41d2e6 | 4233d399ae41d2e6 |
| ridge/denormal_ftz           | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ridge/dupes                  | infer  | IDENTICAL x2 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 |
| ridge/dupes                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ridge/hashed                 | infer  | IDENTICAL x2 | 1f692bf67099df47 | 1f692bf67099df47 |
| ridge/hashed                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ridge/negative               | infer  | IDENTICAL x2 | 174ab0d4049ee591 | 174ab0d4049ee591 |
| ridge/negative               | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ridge/odd                    | infer  | IDENTICAL x2 | 83420de0d62b5c95 | 83420de0d62b5c95 |
| ridge/odd                    | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ridge/ties                   | infer  | IDENTICAL x2 | d23a652e5f82906f | d23a652e5f82906f |
| ridge/ties                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| ridge/wide                   | infer  | IDENTICAL x2 | cc8d5d1192f32b52 | cc8d5d1192f32b52 |
| ridge/wide                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/base                | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/base                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/denormal            | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/denormal            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/denormal_ftz        | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/denormal_ftz        | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/dupes               | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/dupes               | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/hashed              | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/hashed              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/negative            | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/negative            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/odd                 | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/odd                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/ties                | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/ties                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| spectral/wide                | infer  | N/A          | n/a:transductive | n/a:transductive |
| spectral/wide                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/base                     | infer  | IDENTICAL x2 | 4aee3fcc51c4761e | 4aee3fcc51c4761e |
| svc/base                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/denormal                 | infer  | IDENTICAL x2 | ebc593040592ca1e | ebc593040592ca1e |
| svc/denormal                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/denormal_ftz             | infer  | IDENTICAL x2 | ebc593040592ca1e | ebc593040592ca1e |
| svc/denormal_ftz             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/dupes                    | infer  | IDENTICAL x2 | 6e5c253fa1d7ea5b | 6e5c253fa1d7ea5b |
| svc/dupes                    | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/hashed                   | infer  | IDENTICAL x2 | 94cb46a9aa6a811c | 94cb46a9aa6a811c |
| svc/hashed                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/negative                 | infer  | IDENTICAL x2 | 685bebcb29a0cf8c | 685bebcb29a0cf8c |
| svc/negative                 | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/odd                      | infer  | IDENTICAL x2 | acd970db5a3ae605 | acd970db5a3ae605 |
| svc/odd                      | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/ties                     | infer  | IDENTICAL x2 | e400ffe98db4b786 | e400ffe98db4b786 |
| svc/ties                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| svc/wide                     | infer  | IDENTICAL x2 | ee2e31ef0e3bbfcb | ee2e31ef0e3bbfcb |
| svc/wide                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/base                    | infer  | IDENTICAL x2 | 36793a22ecfc11d9 | 36793a22ecfc11d9 |
| tsvd/base                    | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/denormal                | infer  | IDENTICAL x2 | fc4af18e4659ab46 | fc4af18e4659ab46 |
| tsvd/denormal                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/denormal_ftz            | infer  | IDENTICAL x2 | fc4af18e4659ab46 | fc4af18e4659ab46 |
| tsvd/denormal_ftz            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/dupes                   | infer  | IDENTICAL x2 | b20d1e18ded5c227 | b20d1e18ded5c227 |
| tsvd/dupes                   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/hashed                  | infer  | IDENTICAL x2 | a253da0a489ff1d7 | a253da0a489ff1d7 |
| tsvd/hashed                  | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/negative                | infer  | IDENTICAL x2 | 47e1b7225f50fa55 | 47e1b7225f50fa55 |
| tsvd/negative                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/odd                     | infer  | IDENTICAL x2 | 4ca5ee061209a589 | 4ca5ee061209a589 |
| tsvd/odd                     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/ties                    | infer  | IDENTICAL x2 | 441e224141ca3ef4 | 441e224141ca3ef4 |
| tsvd/ties                    | model  | N/A          | n/a:no-save      | n/a:no-save      |
| tsvd/wide                    | infer  | IDENTICAL x2 | cef9d6af2957dea2 | cef9d6af2957dea2 |
| tsvd/wide                    | model  | N/A          | n/a:no-save      | n/a:no-save      |

summary (infer/model): IDENTICAL=261, N/A=243
