create (POST to ssh up)	88
arm (on-pod watchdog)	6
stage (source + R2 URL maps)	14
env (pixi binary + envs)	16
build (host bindings)	152
run (command)	25
create to first result (POST to command end)	302
cache upload (misses only)	n/a
fetch	1
teardown (DELETE to verified gone)	1
billed (POST to verified gone)	428
spend	$0.0285 at $0.24/hr
