0, GPU-ee5f762b-e2d0-8c7d-2e40-8a0eaa36536d, 00000000:66:00.0, NVIDIA L40S
1, GPU-77aa98e6-e8b7-0d93-9647-70744bde4c3c, 00000000:E6:00.0, NVIDIA L40S
