"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,1,1,9092,9092,411705344,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_ACTIVE_INST_LDS",0.00000000e+00,1233001240332,1233002041704
1,1,1,1,9092,9092,411705344,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_SALU",135090816.000000,1233001240332,1233002041704
1,1,1,1,9092,9092,411705344,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_VMEM_RD",0.00000000e+00,1233001240332,1233002041704
1,1,1,1,9092,9092,411705344,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_ANY",29950660.000000,1233001240332,1233002041704
2,2,1,1,9092,9092,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_ACTIVE_INST_LDS",0.00000000e+00,1233002133992,1233002211568
2,2,1,1,9092,9092,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_SALU",12664764.000000,1233002133992,1233002211568
2,2,1,1,9092,9092,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_VMEM_RD",0.00000000e+00,1233002133992,1233002211568
2,2,1,1,9092,9092,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_ANY",3336173.000000,1233002133992,1233002211568
3,3,1,1,9092,9092,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_ACTIVE_INST_LDS",752841208.000000,1233004000655,1233060821838
3,3,1,1,9092,9092,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_SALU",910361472.000000,1233004000655,1233060821838
3,3,1,1,9092,9092,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_VMEM_RD",57920256.000000,1233004000655,1233060821838
3,3,1,1,9092,9092,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_INST_ANY",627227254.000000,1233004000655,1233060821838
4,4,1,1,9092,9092,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_ACTIVE_INST_LDS",0.00000000e+00,1233060872392,1233060967086
4,4,1,1,9092,9092,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_SALU",30081024.000000,1233060872392,1233060967086
4,4,1,1,9092,9092,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_VMEM_RD",688128.000000,1233060872392,1233060967086
4,4,1,1,9092,9092,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_ANY",37873664.000000,1233060872392,1233060967086
5,5,1,1,9092,9092,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_ACTIVE_INST_LDS",752838139.000000,1233319414049,1233376124900
5,5,1,1,9092,9092,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_SALU",910361472.000000,1233319414049,1233376124900
5,5,1,1,9092,9092,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_VMEM_RD",57920256.000000,1233319414049,1233376124900
5,5,1,1,9092,9092,688128,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_INST_ANY",631983386.000000,1233319414049,1233376124900
6,6,1,1,9092,9092,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_ACTIVE_INST_LDS",0.00000000e+00,1233376205561,1233376299815
6,6,1,1,9092,9092,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_SALU",30081024.000000,1233376205561,1233376299815
6,6,1,1,9092,9092,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_VMEM_RD",688128.000000,1233376205561,1233376299815
6,6,1,1,9092,9092,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_ANY",37777114.000000,1233376205561,1233376299815
