NOTE: column apple-m4 hashed byte-lm, byte-lm-resident, gbdt-lossguide-newtoncosine, gbdt-nan-modes, gbdt-pair-logit, gbdt-parametric-losses, hdbscan, hdbscan-leaf, holtwinters, holtwinters-multiplicative, mamba2-dtlimit, mamba3, par-arima, par-forecast-holtwinters, par-graph-umap, par-holtwinters, samba, samba-untied-dropout-accum, spectral, tokenizer, transformer, transformer-window, umap at an older lane revision (LANE_REVISIONS); its 189 cell(s) there are not compared and read as absent
NOTE: column nvidia-h100-sm_90a hashed byte-lm, byte-lm-resident, gbdt-lossguide-newtoncosine, gbdt-nan-modes, gbdt-pair-logit, gbdt-parametric-losses, hdbscan, hdbscan-leaf, holtwinters, holtwinters-multiplicative, mamba2-dtlimit, mamba3, par-arima, par-forecast-holtwinters, par-graph-umap, par-holtwinters, samba, samba-untied-dropout-accum, spectral, tokenizer, transformer, transformer-window, umap at an older lane revision (LANE_REVISIONS); its 189 cell(s) there are not compared and read as absent
NOTE: column amd-mi325x-gfx942 hashed byte-lm, byte-lm-resident, gbdt-lossguide-newtoncosine, gbdt-nan-modes, gbdt-pair-logit, gbdt-parametric-losses, hdbscan, hdbscan-leaf, holtwinters, holtwinters-multiplicative, mamba2-dtlimit, mamba3, par-arima, par-forecast-holtwinters, par-graph-umap, par-holtwinters, samba, samba-untied-dropout-accum, spectral, tokenizer, transformer, transformer-window, umap at an older lane revision (LANE_REVISIONS); its 189 cell(s) there are not compared and read as absent
NOTE: --lanes scopes this diff to 4 lane(s); 145 other lane(s) the JSONs carry are not compared
NOTE: column cpu-apple-m4 is a CPU column: cpu_model='Apple M4' column=cpu families=['_mojolearn_arima_host', '_mojolearn_byte_lm_host', '_mojolearn_core_host', '_mojolearn_embedding_host', '_mojolearn_embedding_infer_host', '_mojolearn_estimators_host', '_mojolearn_forecast_host', '_mojolearn_forest_host', '_mojolearn_gbdt_host', '_mojolearn_gp_host', '_mojolearn_gp_infer_host', '_mojolearn_hdbscan_host', '_mojolearn_hdbscan_infer_host', '_mojolearn_ivf_host', '_mojolearn_ivf_search_host', '_mojolearn_kernel_methods_host', '_mojolearn_linalg_host', '_mojolearn_mamba_host', '_mojolearn_metrics_host', '_mojolearn_mixture_host', '_mojolearn_mixture_infer_host', '_mojolearn_neural_host', '_mojolearn_preprocessing_host', '_mojolearn_resample_host', '_mojolearn_rf_host', '_mojolearn_solver_host', '_mojolearn_svm_host', '_mojolearn_tokenizer_host', '_mojolearn_training_host', '_mojolearn_transformer_host', '_mojolearn_trees_host', '_mojolearn_tsa_host'] commit=3e7d0f47501c8e0f776dcdcfedeb45ffd6a28d28
| lane/fixture                 | verdict    | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 | apple-m4         | cpu-apple-m4     |
|------------------------------|------------|------------------|------------------|------------------|------------------|------------------|
| holtwinters-multiplicative/base | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | a6769b817c4f9874 | a6769b817c4f9874 |
| holtwinters-multiplicative/denormal | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | db35c88da059e9e1 | db35c88da059e9e1 |
| holtwinters-multiplicative/denormal_ftz | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | db35c88da059e9e1 | db35c88da059e9e1 |
| holtwinters-multiplicative/dupes | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | a6769b817c4f9874 | a6769b817c4f9874 |
| holtwinters-multiplicative/hashed | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 977bff05464b5e92 | 977bff05464b5e92 |
| holtwinters-multiplicative/negative | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 96f97e04108fe82d | 96f97e04108fe82d |
| holtwinters-multiplicative/odd | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | c918cc92a22a370c | c918cc92a22a370c |
| holtwinters-multiplicative/ties | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | deb6bd1fcfeb0fc0 | deb6bd1fcfeb0fc0 |
| holtwinters-multiplicative/wide | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 4f949acd8a9fca37 | 4f949acd8a9fca37 |
| holtwinters/base             | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | a6a3572430bf4caf | a6a3572430bf4caf |
| holtwinters/denormal         | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | db35c88da059e9e1 | db35c88da059e9e1 |
| holtwinters/denormal_ftz     | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | db35c88da059e9e1 | db35c88da059e9e1 |
| holtwinters/dupes            | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | a6a3572430bf4caf | a6a3572430bf4caf |
| holtwinters/hashed           | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | f982611b6394b32c | f982611b6394b32c |
| holtwinters/negative         | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 4d85f2b280422343 | 4d85f2b280422343 |
| holtwinters/odd              | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 059fe095ee61a506 | 059fe095ee61a506 |
| holtwinters/ties             | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | ffbe8f0403c7d726 | ffbe8f0403c7d726 |
| holtwinters/wide             | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 236580f3b9cca265 | 236580f3b9cca265 |
| par-forecast-holtwinters/base | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | e129d91043f9ca1b | e129d91043f9ca1b |
| par-forecast-holtwinters/denormal | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 1a3f406a70294fb3 | 1a3f406a70294fb3 |
| par-forecast-holtwinters/denormal_ftz | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 1a3f406a70294fb3 | 1a3f406a70294fb3 |
| par-forecast-holtwinters/dupes | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | e129d91043f9ca1b | e129d91043f9ca1b |
| par-forecast-holtwinters/hashed | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | c6f5d8b3a7c6e2ef | c6f5d8b3a7c6e2ef |
| par-forecast-holtwinters/negative | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 16422c5a24ea4ff5 | 16422c5a24ea4ff5 |
| par-forecast-holtwinters/odd | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | ff71bc2acfcc04c0 | ff71bc2acfcc04c0 |
| par-forecast-holtwinters/ties | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 532ff0cb9a7c742d | 532ff0cb9a7c742d |
| par-forecast-holtwinters/wide | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | c1700d46bb89f370 | c1700d46bb89f370 |
| par-holtwinters/base         | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | d549f7f07351bd64 | d549f7f07351bd64 |
| par-holtwinters/denormal     | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | bb5e381e2f50c40e | bb5e381e2f50c40e |
| par-holtwinters/denormal_ftz | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | bb5e381e2f50c40e | bb5e381e2f50c40e |
| par-holtwinters/dupes        | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | d549f7f07351bd64 | d549f7f07351bd64 |
| par-holtwinters/hashed       | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 4e6ea1e565d33bef | 4e6ea1e565d33bef |
| par-holtwinters/negative     | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | af3a3d733e0bcdb3 | af3a3d733e0bcdb3 |
| par-holtwinters/odd          | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 342d9fd7ae1103cf | 342d9fd7ae1103cf |
| par-holtwinters/ties         | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 973db6ffecbe7092 | 973db6ffecbe7092 |
| par-holtwinters/wide         | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 890bf4dccda8d026 | 890bf4dccda8d026 |

summary: IDENTICAL=36

| lane/fixture                 | column | verdict      | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 | apple-m4         | cpu-apple-m4     |
|------------------------------|--------|--------------|------------------|------------------|------------------|------------------|------------------|
| holtwinters-multiplicative/base | infer  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 1923ecf4aa468950 | 1923ecf4aa468950 |
| holtwinters-multiplicative/base | model  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 316342a94d89d5c1 | 316342a94d89d5c1 |
| holtwinters-multiplicative/base | batch  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 6930ca7bf90707da | 6930ca7bf90707da |
| holtwinters-multiplicative/base | batchgrad | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/base | batchscale | N/A          | (not run)        | (not run)        | (not run)        | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/base | ragged | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/base | stepfull | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/denormal | infer  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 5e7dba822d698dd4 | 5e7dba822d698dd4 |
| holtwinters-multiplicative/denormal | model  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | b1e5b27840f59ee3 | b1e5b27840f59ee3 |
| holtwinters-multiplicative/denormal | batch  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 0b25b078a96b247e | 0b25b078a96b247e |
| holtwinters-multiplicative/denormal | batchgrad | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/denormal | batchscale | N/A          | (not run)        | (not run)        | (not run)        | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/denormal | ragged | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/denormal | stepfull | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/denormal_ftz | infer  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 5e7dba822d698dd4 | 5e7dba822d698dd4 |
| holtwinters-multiplicative/denormal_ftz | model  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | b1e5b27840f59ee3 | b1e5b27840f59ee3 |
| holtwinters-multiplicative/denormal_ftz | batch  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 0b25b078a96b247e | 0b25b078a96b247e |
| holtwinters-multiplicative/denormal_ftz | batchgrad | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/denormal_ftz | batchscale | N/A          | (not run)        | (not run)        | (not run)        | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/denormal_ftz | ragged | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/denormal_ftz | stepfull | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/dupes | infer  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 1923ecf4aa468950 | 1923ecf4aa468950 |
| holtwinters-multiplicative/dupes | model  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 316342a94d89d5c1 | 316342a94d89d5c1 |
| holtwinters-multiplicative/dupes | batch  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 6930ca7bf90707da | 6930ca7bf90707da |
| holtwinters-multiplicative/dupes | batchgrad | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/dupes | batchscale | N/A          | (not run)        | (not run)        | (not run)        | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/dupes | ragged | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/dupes | stepfull | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/hashed | infer  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | cce5c144749e2d29 | cce5c144749e2d29 |
| holtwinters-multiplicative/hashed | model  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 3fcbde97d3f830b0 | 3fcbde97d3f830b0 |
| holtwinters-multiplicative/hashed | batch  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 36d518fb04b2d7d9 | 36d518fb04b2d7d9 |
| holtwinters-multiplicative/hashed | batchgrad | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/hashed | batchscale | N/A          | (not run)        | (not run)        | (not run)        | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/hashed | ragged | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/hashed | stepfull | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/negative | infer  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 6f24666c34c57ce2 | 6f24666c34c57ce2 |
| holtwinters-multiplicative/negative | model  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | ec71aa6253751d3b | ec71aa6253751d3b |
| holtwinters-multiplicative/negative | batch  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 7d578ce6ff4dca72 | 7d578ce6ff4dca72 |
| holtwinters-multiplicative/negative | batchgrad | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/negative | batchscale | N/A          | (not run)        | (not run)        | (not run)        | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/negative | ragged | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/negative | stepfull | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/odd | infer  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | f0e5d8a2b6c65fa1 | f0e5d8a2b6c65fa1 |
| holtwinters-multiplicative/odd | model  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | a8cc78e3c3ab4a98 | a8cc78e3c3ab4a98 |
| holtwinters-multiplicative/odd | batch  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 3b3df44b3e2988dd | 3b3df44b3e2988dd |
| holtwinters-multiplicative/odd | batchgrad | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/odd | batchscale | N/A          | (not run)        | (not run)        | (not run)        | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/odd | ragged | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/odd | stepfull | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/ties | infer  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | cabd879417793c5c | cabd879417793c5c |
| holtwinters-multiplicative/ties | model  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | 4f2f71d0a5ec4125 | 4f2f71d0a5ec4125 |
| holtwinters-multiplicative/ties | batch  | IDENTICAL x2 | (not run)        | (not run)        | (not run)        | d1ffb3e9542d465b | d1ffb3e9542d465b |
| holtwinters-multiplicative/ties | batchgrad | N/A          | (not run)        | (not run)        | (not run)        | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/ties | batchscale | N/A          | (not run)        | (not run)        | (not run)        | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
