# DEVIATION 2630 step breakdown; ms per step, median over the timed steps
# gpu: NVIDIA H100 80GB HBM3, 580.126.09, 81559 MiB, 9.0, 5, 16, 700.00 W, 31, 1980 MHz, GPU-6ba9b52d-1dbd-23cc-e297-f09331d8896f
# host: model name	: Intel(R) Xeon(R) Platinum 8480+ | nproc=2 | 6.8.0-106-generic
corpus	kind	component	parent	depth	ms_per_step_median	share_of_envelope	lines_per_step	launches_per_step	syncs_per_step	note
pilegithub	category	swiglu activation forward (silu, gate product)	envelope.native_call	1	0.739	0.0025				leaves summed per step, then the median
pilegithub	category	binding admission, final wait and publish	envelope.native_call	1	0.025	0.0001				leaves summed per step, then the median
pilegithub	gemm	gemm.down_dA	(cross-cut)		6.917	0.0231	12	12.0	24.0	calls per step = lines_per_step; ms per call 0.576
pilegithub	gemm	gemm.down_dB	(cross-cut)		7.138	0.0238	12	24.0	48.0	calls per step = lines_per_step; ms per call 0.595
pilegithub	gemm	gemm.down_fwd	(cross-cut)		6.910	0.0231	12	24.0	48.0	calls per step = lines_per_step; ms per call 0.576
pilegithub	gemm	gemm.gateup_dA	(cross-cut)		13.902	0.0464	24	48.0	96.0	calls per step = lines_per_step; ms per call 0.579
pilegithub	gemm	gemm.gateup_dB	(cross-cut)		14.167	0.0473	24	48.0	96.0	calls per step = lines_per_step; ms per call 0.590
pilegithub	gemm	gemm.gateup_fwd	(cross-cut)		13.542	0.0452	24	24.0	48.0	calls per step = lines_per_step; ms per call 0.564
pilegithub	gemm	gemm.head_dA	(cross-cut)		14.390	0.0480	1	2.0	2.0	calls per step = lines_per_step; ms per call 14.390
pilegithub	gemm	gemm.head_dB	(cross-cut)		14.023	0.0468	1	1.0	1.0	calls per step = lines_per_step; ms per call 14.023
pilegithub	gemm	gemm.head_fwd	(cross-cut)		13.890	0.0464	1	1.0	1.0	calls per step = lines_per_step; ms per call 13.890
pilegithub	gemm	gemm.norm_dW	(cross-cut)		0.800	0.0027	24	48.0	48.0	calls per step = lines_per_step; ms per call 0.033
pilegithub	gemm	gemm.proj_dA	(cross-cut)		13.119	0.0438	48	96.0	192.0	calls per step = lines_per_step; ms per call 0.273
pilegithub	gemm	gemm.proj_dB	(cross-cut)		13.016	0.0434	48	96.0	192.0	calls per step = lines_per_step; ms per call 0.271
pilegithub	gemm	gemm.proj_fwd	(cross-cut)		13.028	0.0435	48	96.0	192.0	calls per step = lines_per_step; ms per call 0.271
pilegithub	gemm	gemm.total	(cross-cut)		144.858	0.4834				every gemm.* line per step
pilegithub	count	count.copies_d2d						24.0		per native step
pilegithub	count	count.copies_d2h						158.0		per native step
pilegithub	count	count.copies_h2d						2.0		per native step
pilegithub	count	count.device_allocs						678.0		per native step
pilegithub	count	count.host_allocs						155.0		per native step
pilegithub	count	count.launches						1324.0		per native step
pilegithub	count	count.native_steps						1.0		per native step
pilegithub	count	count.synchronizes						2021.0		per native step
pilegithub	untreed	step.py_flags			0.136	0.0005	1			not a node of the tree (outside the envelope or unknown)
pilegithub	untreed	step.py_tokens			0.329	0.0011	1			not a node of the tree (outside the envelope or unknown)
pilegithub	lean	lean.shipped_build			294.686	0.9834				steady median, shipped build, untimed (THE price)
pilegithub	lean	lean.timers_build_switch_off			295.049	0.9847				steady median, timers build, switch off
pilegithub	lean	lean.timers_build_switch_on_wall			300.253	1.0020				median wall of the timed steps (not a price)
pilegithub	lean	lean.shipped_build_again								shipped build rerun last (pod drift)
pilegithub	lean	overhead.compiled_in_switch_off			0.363	0.0012				timers build switch off minus shipped
pilegithub	lean	overhead.switch_on			5.567	0.0186				switch-on wall minus shipped
pilegithub	envelope	envelope.native_call		0	299.647	1.0000				median of 3 timed steps: 299.707, 299.647, 299.623
