"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,1,1,8783,8783,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_LDS",0.00000000e+00,1191533176099,1191533191534
1,1,1,1,8783,8783,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_ANY",12655573.000000,1191533176099,1191533191534
1,1,1,1,8783,8783,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_LDS",0.00000000e+00,1191533176099,1191533191534
1,1,1,1,8783,8783,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVE_CYCLES",20218454.000000,1191533176099,1191533191534
2,2,1,1,8783,8783,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_LDS",0.00000000e+00,1191533444224,1191533446790
2,2,1,1,8783,8783,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_ANY",1719381.000000,1191533444224,1191533446790
2,2,1,1,8783,8783,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_LDS",0.00000000e+00,1191533444224,1191533446790
2,2,1,1,8783,8783,589824,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVE_CYCLES",2616424.000000,1191533444224,1191533446790
3,3,1,1,8783,8783,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_LDS",10027008.000000,1191535216450,1191536022191
3,3,1,1,8783,8783,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_ANY",87104102.000000,1191535216450,1191536022191
3,3,1,1,8783,8783,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_INST_LDS",6468327.000000,1191535216450,1191536022191
3,3,1,1,8783,8783,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAVE_CYCLES",456860429.000000,1191535216450,1191536022191
4,4,1,1,8783,8783,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_LDS",0.00000000e+00,1191536215187,1191536282459
4,4,1,1,8783,8783,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_ANY",138477286.000000,1191536215187,1191536282459
4,4,1,1,8783,8783,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_LDS",0.00000000e+00,1191536215187,1191536282459
4,4,1,1,8783,8783,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVE_CYCLES",250316025.000000,1191536215187,1191536282459
5,5,1,1,8783,8783,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_INSTS_LDS",10027008.000000,1191817926615,1191818745866
5,5,1,1,8783,8783,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_ANY",87703034.000000,1191817926615,1191818745866
5,5,1,1,8783,8783,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAIT_INST_LDS",6394708.000000,1191817926615,1191818745866
5,5,1,1,8783,8783,589824,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_4e3063e3566ca973",256,40960,4104,128,152,112,"SQ_WAVE_CYCLES",459971418.000000,1191817926615,1191818745866
6,6,1,1,8783,8783,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_INSTS_LDS",0.00000000e+00,1191818824603,1191818893800
6,6,1,1,8783,8783,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_ANY",138193247.000000,1191818824603,1191818893800
6,6,1,1,8783,8783,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAIT_INST_LDS",0.00000000e+00,1191818824603,1191818893800
6,6,1,1,8783,8783,6291456,13,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_9e709e2daee4e9cf",256,0,0,40,0,48,"SQ_WAVE_CYCLES",250261084.000000,1191818824603,1191818893800
