step	lr_f32_hex	loss_mean	seconds	hash_seconds	state_sha256	gradient_sha256	losses_sha256_16	hash_scheme	label
260	3a1d48ec	5.486502	19.479	6.603	6e32d5f52bebb23c50cf99459143eab9ee5bd18d5965d0a1e3bf11d614400978	b82077882dc91952398266c4809f10b002ceffc83322409ec862ab610f092ced	0e4f1722ae2614df	sliced-sha256-8.v2	nvidia-A-1
261	3a1d48d7	5.461588	19.475	6.950	6eeaea54fa58fbfd453bb5d2dbfd7cea5cd342af5582537114ecf95be206ef68	dcd1a947d28d420589757e0a9ab8af483135fb3ea13e10cb94adc76d7b49f688	4f11f10f13870538	sliced-sha256-8.v2	nvidia-A-1
262	3a1d48bf	5.527426	19.477	6.642	0997aeaac800e515248bbeb7f0b1a64c53c77bf1231976cd469b4bba94549c9c	8e865d7b95354d1281f9df680adf1a5781957e0428912eabd89d8bbe3f1c9f77	1ccea87f016e2f8a	sliced-sha256-8.v2	nvidia-A-1
263	3a1d48a6	5.456682	19.482	6.623	f6a0110cd53f87de77429ea31ada749ba3078402e8aef62f90eace37e57cf501	63960fffe0c151fe369227d4625476a7c6ed47a158575ceccdc29f7e7a7b1640	6d574e845ddde2b9	sliced-sha256-8.v2	nvidia-A-1
264	3a1d488b	5.518863	19.483	6.573	cc4258ed566d7102e336f27c81b21ceaf20aa81e604588a4fb016e0d2eef8b1c	691fce7860cf8ae82e0b5c79d9b35f9e10174ae7c1a673d07c3ce7d9904ae250	5a4a6bde7cdf3ea3	sliced-sha256-8.v2	nvidia-A-1
265	3a1d486d	5.545021	19.478	6.784	cca14c71b03c6c03753e1bf6c66879da7238f72525c44a95bae49d59581b1e21	26593cf110404a29641fad2620b190a9f14bc9342e2497f7e9d6d6d830964db0	ce6d4c4e35d9eaa2	sliced-sha256-8.v2	nvidia-A-1
266	3a1d484e	5.573168	19.473	6.572	a63e3f0a8ee6aeba3a59259baa2aa7884253978d60a2c56411a68a92a2f5000d	bbb3a5c3f6c44fcbeff3c160bfd8f7c473bbe62a8494e3eb3c393f16b309a892	dbd99f13dea663d2	sliced-sha256-8.v2	nvidia-A-1
267	3a1d482c	5.421691	19.480	6.509	fafb85a703222c60e9437b4db340ec8a1a5ce04e8a20c4dc225e309068c93fbc	73ed1b96c857e5b8708ff4ca2450bc6be8459ebfb32c645a39f069139ffabcae	f2d7a4bba76c77b4	sliced-sha256-8.v2	nvidia-A-1
268	3a1d4809	5.416767	19.479	6.540	8c90900fef0d8c0b9ddcef00cd6580c0a4523620c6db0656c90d9659fb714424	9e461e1ef85ce7014212e742eda68a07a4bcec122a0ca3b29b371699d2686239	1bf81775fb18bd37	sliced-sha256-8.v2	nvidia-A-1
269	3a1d47e3	5.376941	19.482	6.518	a587c10622bbb03ac9d7b8b7eed9ea97280513c243be91ebbb0508a8070d4ca1	4bb374b887816e6d30575ab36a8b2763176fe02bdadd808166aad18709bf4567	6688aad019a83913	sliced-sha256-8.v2	nvidia-A-1
270	3a1d47bc	5.367586	19.474	6.554	bdd09df3c24fb71d41fde56afcde47d49472e70ac2af740025df2ac0acfd3abe	8f0aa8f8d9bbbbf9fc76aee8301da67947f430beece0cfb47e2ae8f7a459baa8	5299d4b7b93d7a46	sliced-sha256-8.v2	nvidia-A-1
271	3a1d4792	5.385373	19.482	6.506	7fa83a6fd6a60b4c5ae83a1300f5e5a90e68a68a6975f4086f18315a63d04cf0	cd5cf595e7d4f52f056913710adf917527daa92052557c93ae8db16495d66a92	e908d26c6e9da8e1	sliced-sha256-8.v2	nvidia-A-1
272	3a1d4766	5.411182	19.492	6.551	24f55b0fc6b9407f121078dfa64576a69b422465e1d4142414cdf3339791153f	6b0a403b2cc1448070b1dfd4b2853b6f2dae01f07e03f8515a08cb8a11909366	dc64a1803339b19e	sliced-sha256-8.v2	nvidia-A-1
273	3a1d4739	5.388484	19.481	6.538	f3ee1a2889e87439e18a37db44405cb88ebcaf8c2c4e4778430d8f0faa3c41c5	2f0948764b2fa27edd7eaca037ff6c14c6376e40bdd625c24adc50d132a0baf0	d858c8dd1122c78a	sliced-sha256-8.v2	nvidia-A-1
274	3a1d4709	5.374743	19.477	6.639	a5201eb49239a0ae5e166e041752839476f60617bf39b4dd8abc1b4b34ada730	780c9098a4c1bdb919f4d441b320a49772dc74c348cb9b36ed3309e10f319288	60e61aa595dcec60	sliced-sha256-8.v2	nvidia-A-1
275	3a1d46d7	5.339412	19.477	6.521	cbb1ba64e28bd7227614e5681fc70baefd266eee86239f606febf449faf38f3c	00eeb8ad904594e27be19845a61483500cb187da9080aeab056f98df152d03b5	16bb5b84e3d54db5	sliced-sha256-8.v2	nvidia-A-1
276	3a1d46a4	5.371876	19.481	6.418	9e1335d5797c9d6ab578914cc28ac4c510081cf4c00a679cdf72713f1150ed6a	b1b73aca64af1cb17cf69603eeb0e8a5538ecd1cb62b99dd1e3a5912e1987339	80dc66f4609f2356	sliced-sha256-8.v2	nvidia-A-1
277	3a1d466e	5.422847	19.477	6.625	5bfba1d31bf20a56742fc4e9d9d862082c5b7ae05388d8bf1497707a30be5f02	40b19a1c0287cb61b7fefdd805cedda629bc0a63bdecc355969eedc8c75eafb7	5f427fc42ba2fad2	sliced-sha256-8.v2	nvidia-A-1
278	3a1d4636	5.479181	19.477	6.706	461994cc20c19230252b55f458fdb4bfb2713b507a07295f9e71d13fe1d55524	e9ce9fa992ccbd682a146390733cce89540e32a4a21ea3fa9b0a1cc2fb0b0b53	5b6012761371716e	sliced-sha256-8.v2	nvidia-A-1
279	3a1d45fc	5.490876	19.478	6.564	8ca53b8d4cb3efb2055c8783d3fb254d0c2662af2620d816a9d001bbf61e7e5f	dda12e808c21a1527d2cc1586db807dfaee25b13614c2219a114c9b4e1cd5188	bb5eb068adfcc072	sliced-sha256-8.v2	nvidia-A-1
280	3a1d45c0	5.429469	19.483	6.481	225ebfccf918c5796deba2d778abd984217f7e39e4985ee05c62687880a02dbd	b3712cce34d5a25bf1d163224fd68afd5438744d6b3dcc8d3d93c99daf109416	efd731cce2e854b1	sliced-sha256-8.v2	nvidia-A-1
281	3a1d4583	5.381485	19.477	6.516	8248c45c70bb7a0f87a90d165a9c7065bc72380a7e2a06e1c56d1d5277c748e0	3bfdf62f20653d43753b9988beb0cbd3541c5b7139403132082f54621cc7024f	0f6ec652d03a847c	sliced-sha256-8.v2	nvidia-A-1
282	3a1d4543	5.394817	19.481	6.609	3b80978fa8b235068d6c5f49031f88bd2059b4200e538b25e53fb1f015bf6cd6	3fa2f87ef6a6489245eea7bb5b88122789fc43875b368d3e5e6fc91c69300c9f	79a04d45abfa1f48	sliced-sha256-8.v2	nvidia-A-1
283	3a1d4501	5.401189	19.477	6.515	90fdec1ee1dca555f17da8a45d647600f13edf4500f941bcd77f16da7c43364a	943d41ed7c3c1e757a878499024abf0ca4e66b510496048d9b24487696c5b593	b0f5160164ffad29	sliced-sha256-8.v2	nvidia-A-1
284	3a1d44bd	5.408441	19.478	6.501	ca0e12b7b458b47f9f3c630a97ef7f7a90b3c53f8c43d34c2554c00579432ead	9bc40b017f04e58226fb4d70e60f2c68da9b08cf78433d43805fbc74deb90d08	7f4bfbb534beb6d5	sliced-sha256-8.v2	nvidia-A-1
285	3a1d4477	5.382889	19.480	6.411	40d154502d1fc04f227eb23ee501c2a2a1368d5e6b44dfa001bf581a424e7d95	89f2ffe26a32fabc25866f639209a395542a8317fb08e539adb7715f355337ef	4af2fdd24d39e077	sliced-sha256-8.v2	nvidia-A-1
286	3a1d442f	5.332330	19.479	7.013	48a927f1a47f1ab52870244d855cc67554c411a114e863dfe6d9327193b9cde0	c18841e17ff20e95453d092a818972eedd2aac270728e59f6e32dee4a3a66c7c	d17804095de1a644	sliced-sha256-8.v2	nvidia-A-1
287	3a1d43e5	5.315790	19.477	6.531	ce147ebecdf5b4234a0b8519f73434d34543d9e9078bf2592de79c836bbba360	ca1102d3ba5624882e9be9a314821c5e53f400ba510d59bd3302797c34fbde7e	2c58b53ca0aad993	sliced-sha256-8.v2	nvidia-A-1
288	3a1d4399	5.352264	19.478	6.743	5142c1a31bf68483be9d0bcf83a8e56af2a0ebe3cac47389bd064ac69c46ab53	90e19c5299ddeaa01ce6b51799bb8ca2f76a6d5f40c4a72c2112c00999c51677	55361ce68d7550c9	sliced-sha256-8.v2	nvidia-A-1
289	3a1d434a	5.345126	19.492	6.775	ba4e55b76dca6851fb4a211152ab895e9e3f22a50cee5448f6b6e410c21a78e8	01bd42259d635f3b0aa77d07930602e4a9b0e7b29875a68d09e993090b7e8758	d76bc030f8992060	sliced-sha256-8.v2	nvidia-A-1
290	3a1d42fa	5.328476	19.486	7.144	57869910b0875d1a30ebf593f24323cb4bdfd03afb043ca4fb9a98db645d1802	4c85bd24a4b83cb0f2920c2ca1dc0f87ddccdf018c7ea0af9465d1fb8e56ecf8	a27f4a8040bbc5c9	sliced-sha256-8.v2	nvidia-A-1
291	3a1d42a8	5.290683	19.484	6.769	befd1241438e82959427a4dae0f7ddc943c019f3350a23e3b4dfc6e508c77944	5323952c38827713cd1a3b50f3d4663a5e8d67264b0a650ff41e53b188e3e172	967e800e5afafcda	sliced-sha256-8.v2	nvidia-A-1
292	3a1d4254	5.325454	19.485	6.763	99b1d379ea34071fdac6b3d307501de3df09133caffa5c08344d6942e20d41b7	fbe6f8fd6022b3550412005a2706e5151082634cc04a4d5ee3bec664d4217f14	43725746fa18acec	sliced-sha256-8.v2	nvidia-A-1
293	3a1d41fe	5.324410	19.489	6.777	64ef8e73b61e8f481a94a3dfee8cfa60c62cfa325f3fb800495f23292ba06066	c2db0271dcf37ecf432ff465237eac9137a51f7c32f375c855f94449628f7c7c	bedf88eb103eecfc	sliced-sha256-8.v2	nvidia-A-1
294	3a1d41a6	5.322309	19.497	6.791	e7efa65a9476f13b246dae8b2a3fdadd562009ec1db41e5a631131aeaa59eed6	e1e5a8f44a1e886f1b56bde9e773199a8aed8b63f6f8d9bb4347f20af7301f36	2648405927afad4c	sliced-sha256-8.v2	nvidia-A-1
295	3a1d414b	5.296232	19.480	6.667	f952bfe822c05500149392c2b667b91a5c03504fd3cce2c39dd67e82652cd804	758a808379c656792a7dfeb9132aeb2c393aecc6fa68e7dbd33fe4fe97656fa1	e069aedd735b3205	sliced-sha256-8.v2	nvidia-A-1
296	3a1d40ef	5.253573	19.482	6.700	1630f591c38c2843a0854fde90329187343cf357a79679ad713728369b1ecad6	ddf17daaf23e37dc288239c1c23080af1c2e649dbd11437f06a15bfa71184f0c	cca9f3189bb952bd	sliced-sha256-8.v2	nvidia-A-1
297	3a1d4091	5.306714	19.482	6.598	794922e44bebdd22d7ad2740d39f81d3a10e76d5098e5872c6fcb010d9a91a13	2993e10cf5eb9bc52552802c220688975ae6821d8ec8db8da3d6d4b093e43b78	64b9767c3c998f62	sliced-sha256-8.v2	nvidia-A-1
298	3a1d4030	5.378233	19.480	6.708	f48b995126829f305a04f8635d8f1242c933047666bbe14257017f803f92bb1e	688eb3f59091c18d7758d38f37647e99de8eebeac26f5a652847cf9fd0b49ec7	c76f077f5c6f51e3	sliced-sha256-8.v2	nvidia-A-1
299	3a1d3fce	5.392373	19.480	6.877	b69fbfecc3b444654ef1ba55320e390e5675f8f2c71d504d7da7e8f27abbc6d3	7cb8b6cdb37bc82eaba5172896de434f8e78dd2fdc14cec0ced6a5da051cf6c7	f969e43ab414e67e	sliced-sha256-8.v2	nvidia-A-1
300	3a1d3f69	5.258934	19.480	6.614	34715bcd2621ec7d032456ffdf202278f5ff691bb2b024a4919c214645b4c9d6	7dae67c4d00591d0b92c042925d311fdd0775c5c215d25e518b6ef40db20d2b7	cf75097de5431f22	sliced-sha256-8.v2	nvidia-A-1
301	3a1d3f03	5.275024	19.489	6.772	391c083322201403a2bccf6bc5981f9cd08e887fcdea084bc01d56477a2552c7	a4349c6a932c2c52a98950f727c84ff7d6c4fa0c1dfd3a641c7e491957456faa	731c348f54a94d88	sliced-sha256-8.v2	nvidia-A-1
302	3a1d3e9a	5.236869	19.495	6.498	b63937fc8d64d86fcda876075df6332b4a2a4fd6848226a9d9341577e64e3745	f353c13cdc3b3a8589d8c4fe2045b9cb740dcd0c70d5257552d68e8a0ee89d12	7340aebde0e2910e	sliced-sha256-8.v2	nvidia-A-1
303	3a1d3e30	5.256742	19.492	6.558	15d071c5f7e5cefb2db249eee954db325b9fbc6081bae1a6626fae11e13145db	f3329ab4d1b3db0b83772bab6f67d5e42fb0b54b6c71e78f7b05bb1ba0f25764	3e54d50974c920ad	sliced-sha256-8.v2	nvidia-A-1
304	3a1d3dc3	5.255443	19.483	6.528	e5810ad6c0e53538b50919b4eaec7677be753eeb6108f857a0bf75f0d7d950d5	1d848117d6c7ea1dd0fa53c95eee84d55c8c8e9c24ec464b129018256e8c1bea	caa8a8c2b3fc5bbd	sliced-sha256-8.v2	nvidia-A-1
305	3a1d3d55	5.214545	19.481	6.947	996f977108d1e827df4ddabc7491f30d4c2588011ca0a5c69938f3911ea2738d	52900b42ad3d28e9b2b5335eb7d4f07b26fb631a705df890d2ad983007b369ca	3bd4fe012887ca57	sliced-sha256-8.v2	nvidia-A-1
306	3a1d3ce4	5.280420	19.490	6.853	76adf208f16aba48135b71e13a7e51b9fba1be621b98e56965ef6bd37407bd07	8b3c5a97815688c830d1caa2b211295fe79fb923350c7d804f10181c866223fa	dde92367dc5b8b33	sliced-sha256-8.v2	nvidia-A-1
307	3a1d3c72	5.197775	19.491	6.741	939fed84837000a74aa15a58583f898074830c71834df60d705d4d6180370e13	1b270717efc44331df17b334f1890a81fa94760d97a64031f3369f646bd4cfb5	0eacd32adc14079b	sliced-sha256-8.v2	nvidia-A-1
308	3a1d3bfd	5.247135	19.488	6.656	b4f1da499baec3ba0f2df4e77a0e119db3d15bfa442ff4d285686ec708617f3b	d68df233916c8779e1739d574bcff87d4dcdfab305f7dd25945956debc59cd22	d9e7ad51b2c1f4ab	sliced-sha256-8.v2	nvidia-A-1
309	3a1d3b86	5.217048	19.478	6.545	2216f981260d9cf7d45f3ad0a060326202f28871db6a165166a29c44cf970df3	4cb53fd4ace774cfdfb2502315a860f6165692b9c884e27bd40fa07f5d600d6b	6a80c155848998df	sliced-sha256-8.v2	nvidia-A-1
310	3a1d3b0e	5.184684	19.479	6.702	5618d0d4b0bc87c86eb8f6ae3f576638697359ffb4c091d5c58e949777d02859	25682bdae5b2ac49c9e9a37de6eed9eb7c03edabac45c61491e914390063be87	baca963f679fe2e8	sliced-sha256-8.v2	nvidia-A-1
311	3a1d3a93	5.160497	19.481	6.702	38b27eb8a2f74ff3e254012350e27daa0ebcbbf106a0afd0646e11c18a9cdfce	0427ee35b6f103a1ea42acf91c575cdfb57ba325bf85373a43357060f491fcc0	7cc4363cae24a8ef	sliced-sha256-8.v2	nvidia-A-1
312	3a1d3a16	5.055793	19.478	6.922	db511729cca38758fd0a368c7788a95e8c21819173b105d4e82c18fb6b35aa60	92d5335730ba8c99a30fa08d782c9c6fe93b106623e3ca335959b9f8dddf9d8a	2a173eef35147682	sliced-sha256-8.v2	nvidia-A-1
313	3a1d3997	5.150399	19.500	6.630	8f2222ae47f2ed899297ff3aba90124320b857409aef2c1ab1b3d20e421cb296	bc3da01bfe0baa74ef8e8e1ef0fb0493ea9961c085f74ac69054cbb761feba89	554ee1e2b34171cf	sliced-sha256-8.v2	nvidia-A-1
314	3a1d3917	5.075107	19.479	6.618	6cb2f4b985a1e7af10eae908065e0bfcb1c86843562ffe806bc95573724df73f	093f20e9797c2a4647590af3f762856f03866d4be978994fefbe425684241f69	f7b526fc3386da57	sliced-sha256-8.v2	nvidia-A-1
315	3a1d3894	5.085824	19.478	6.620	3d36c504a858bfef1030f08fb13777f873a3fb1a3feb18b16a996167ddde88fa	35d554502e9a8fcd8d66082e2ec2d2023a2b09aa4df4613837d091566749aae6	04b83e82d021624c	sliced-sha256-8.v2	nvidia-A-1
316	3a1d380f	5.112176	19.475	6.574	6dc2bf3787a3d43cb7d85ab00f825840d2d52a395c7da7ae1ab69c962c19d597	5cd8d649a46d553ab46595b88ad00a9344034519085c9cac82d5f620070e187f	dffb940e6d8396f5	sliced-sha256-8.v2	nvidia-A-1
317	3a1d3788	5.075320	19.475	6.534	5f814f786112406c1020f987aa8b6f887c83ff65e098bfccd6b41aa699a282bf	6fa57bc366bfb67580e91796159616773e5eeb1a87fde2eda11f126312807376	a7b48e834f15c739	sliced-sha256-8.v2	nvidia-A-1
318	3a1d36ff	5.115012	19.473	6.588	cc72af00cb84e2986efff2b4b993ace2097a3c62f13fb8ef46849daad99fad8c	72b4fd2fa450b32f21d6f1b451c0660d561e6352c6ae14dfd49038f33bf5715e	56ac4135a4b4783e	sliced-sha256-8.v2	nvidia-A-1
319	3a1d3674	5.063074	19.479	6.866	2c5c47bc8f57713be7391659f589cc63450ecf9688f02f701b83ed3b140bb5b9	707f3350cd3cc20b192798b6cd6b5dc96d6838e7620e590e6c94ab5f1921f04a	ce829f702676c1ae	sliced-sha256-8.v2	nvidia-A-1
320	3a1d35e7	5.088914	19.484	6.481	d9cb1e8a558637cef55b1e63cb5919289bd6c69cae9d8e8311289dc2a9e00a19	fa5d44edaa1eb58653f66c647240487aec87b22f5ef0086b49fecd86ee658a69	4d7e2795f4b0ac03	sliced-sha256-8.v2	nvidia-A-1
321	3a1d3558	5.079071	19.480	6.442	6f0bacb6bb9ca45f4b2e90b51b07d4ef66d2101ddef0acfafda6a5d598332cf5	f576881af25ec34192cb8ad433c38f6895d6ae2df70d0f2d79600997da1af2d2	bed3dde74ba96dfd	sliced-sha256-8.v2	nvidia-A-1
322	3a1d34c7	5.112066	19.482	6.446	ab48012cbc1edefbfe5ef369266fe4b00629f5f0d0a80224d89ffce2fbb7a36c	f6fa87528a25d97f2235c66081fbf7c73397eb2f8bf799cbe4b711f341acafe5	3ab891054bf6746c	sliced-sha256-8.v2	nvidia-A-1
323	3a1d3434	5.294280	19.478	6.463	3bf7dc978085d2c63f676e46a5d0ad171240d57791d7881d9a68761f701e098a	229a2dab4d93306b46585b9f00bc5fbb495ec591558ddafdff929c4f3f91a327	f37376ef43d7b732	sliced-sha256-8.v2	nvidia-A-1
324	3a1d339f	5.220052	19.480	6.515	cdbc53742a2eed9a16da8fb66ecd4f51127025c15fda516de6cb51b3341d30cd	a8ddbf843e54a30aa0fd9d6b4471ebd6b320ad902b3480d3bb6fb88c53cefea1	3a072f5c5f9bc79d	sliced-sha256-8.v2	nvidia-A-1
325	3a1d3308	5.282138	19.477	6.495	b985d9058dacae028775a2496934f507d991d93c0f3d44b93b34c314d6e0b9d0	b5d98f773614e9ef372ee3553da0a10c40c7946796e2a483008d68e098a427ef	ef51e10913f7fdfb	sliced-sha256-8.v2	nvidia-A-1
326	3a1d326f	5.206637	19.478	6.500	a0e2113d5725f023c95ba27dff840e6f69289151c4c6081a99849d2eded28d40	76b4b45be156c3184687973387a1c304267605e0eae8ef545991bd491c21219e	03ec17c4d408ea09	sliced-sha256-8.v2	nvidia-A-1
327	3a1d31d4	5.177948	19.480	6.441	5cf86e011fe4b478c5e5eb6853d5aeab570bc313635fe7c66dcd93f7d466dd6f	d866550c392e5956e08833efd4ddc5522181973be1e87dc71b16dd5e5988c34b	d44024bf8a62b787	sliced-sha256-8.v2	nvidia-A-1
328	3a1d3136	5.137159	19.481	6.413	da62925f7c2b997f8f77dbe5afc49d07beaec698ff1d6fdfc321ed281c5cbb40	55dab98709fdfcd8672d9399c4b9bb629367bb4c77dda131d859d0e4758db4f2	c55a8a854fb75b3c	sliced-sha256-8.v2	nvidia-A-1
329	3a1d3097	5.152926	19.477	6.385	cf00bbc0d75fc38dda6a6ca7e0f0a7f70ea3393a59c7484591158579861ef76a	676c61b05e2e4a3f16f085596900c2e727e26249549285bc37df013e7a0da890	c3c7d107b8a5464c	sliced-sha256-8.v2	nvidia-A-1
330	3a1d2ff6	5.181880	19.484	6.415	c0ee174f15c48e79702ac03ebfbe1414d16ad31cd31550ea9c32a634815a475c	15d7ba642dba89b6e8266dbaa0ab143844cfd2ce93a54b0c578e7d7d3a1d8872	eacb892bbf6d227f	sliced-sha256-8.v2	nvidia-A-1
331	3a1d2f53	5.189000	19.482	6.422	edb7d921bbeab19e8bd6a3c615cff2f0cd3749daf3f38d60c9935b9c67f2c6ae	a496a916ab344b76213e011dd11f594296cca8a9a69378727eec1647779c0f66	0a8a7c1bd83a9fd3	sliced-sha256-8.v2	nvidia-A-1
332	3a1d2ead	5.167077	19.485	6.454	9a1a4e561ec6be160490fbb946fd5f679ba281f43b7eef8ced5a82b851b56200	4f355548395f3435599da5720da5a073826be809271eb4c79fa3ad346e38a9f4	cf3ae102400c4c5d	sliced-sha256-8.v2	nvidia-A-1
333	3a1d2e06	5.130929	19.483	6.687	5bee138a7b5e4d1258fefb2884810b065abca2c352d1425be653d6f9172d44f4	7b379bdbb67cb51cfbd0e7573731dc4b32e02739485b0490277e0dba97788a8a	facc2f369892f996	sliced-sha256-8.v2	nvidia-A-1
334	3a1d2d5d	5.086462	19.482	6.596	fd377d74bf6c3d63f4ab33c45c450e62568e1230db367c7b9930a1c479129f2e	16a53af283661e31243cf41687e3345c5d09c0b3dd1babcca2532eddcf4b5a4f	b948cc41928f9336	sliced-sha256-8.v2	nvidia-A-1
335	3a1d2cb1	5.121701	19.478	6.672	13793a69c4561edbd4b4d0e9b81710829bfbdba785b296ca8c504e3f29156b84	f67b71a071f8c1a0a7918d5aa163c54202ccc431af5a34e391271468c4556dee	15a0988b0d1abedf	sliced-sha256-8.v2	nvidia-A-1
336	3a1d2c04	5.155618	19.480	7.423	d4e77b44b76f5d6c6fe8cb86a6f2ab4ba363c32a872351cf029e3aa76e3fb1dc	0111d6feaecd2badc7d88120ef94779fe45cfc68a93464031f034c5e71fc5bc5	ab985cadcc0b554d	sliced-sha256-8.v2	nvidia-A-1
337	3a1d2b55	5.057123	19.482	7.487	13d49744c56a0d9f60ef901340b4b1acf7263d61342736ed2fd18a95ad6331e2	42d521664a9679e0e6e04989771982a6cdbde945a1d096093b6a03b805e8c75b	65ac87e9026e5d40	sliced-sha256-8.v2	nvidia-A-1
338	3a1d2aa3	5.071029	19.487	7.929	8fd3848e7cc80b35acd80744daf0e67ba6f0eab53b3fc67b6f8060e698d40df9	de47dd9d161a50d868ad6cd585e032cdab438141d8fa23d7acff0b7551ce1d72	b92f34813afa6d95	sliced-sha256-8.v2	nvidia-A-1
339	3a1d29f0	5.089623	19.486	8.223	af3e70031856b5bbb7fd4aaf414f86d85f215a52fbab05c35337cc0814045b5b	689c20df0d033a3e258ed116e372edec64ec7e116dae75ab2f3e8cb89209c076	1a4415fb21c2117d	sliced-sha256-8.v2	nvidia-A-1
340	3a1d293a	5.197933	19.480	8.208	f695d4452a192491ffb4833e24c4d7c662f67298a916d4df849f7c9879b10a19	36f138e7e75645866bee756d0ae5d9917d0061a630f848341d8c1837c0d9c229	c4b3b3b4efd53159	sliced-sha256-8.v2	nvidia-A-1
341	3a1d2883	5.112995	19.481	8.157	bea8632411bcbb7531d0d1cafc5fe5c9853ffdacdea4d0333a57047ebedeecea	239ab21da26fac73bc5ca8a4de0bbc53f8393c900031d1f7dbb8377119cdc09d	cd534ea1d9493611	sliced-sha256-8.v2	nvidia-A-1
342	3a1d27c9	5.042905	19.477	8.167	16af99e0b0b2f0e2d4edb7ea3ab25d4cadb9098696c9e2764d5613445157bcb0	185da2b7715ea02a76f5dacb42a2d011bee2f8cdd86f5e61bf4ba2f67b3e195d	72d8f60ef8be6722	sliced-sha256-8.v2	nvidia-A-1
343	3a1d270e	5.094166	19.481	8.270	44fad669fcefc163f2b86923ca12101521486891f04154b5a16be7617439bf3f	aa7e756f99ad5959b93ce071dcb4919ac1c9ec4d66fae9b01f67faed2285c235	084db1c52e344bab	sliced-sha256-8.v2	nvidia-A-1
344	3a1d2650	5.116528	19.481	8.480	3e8f2affb5e183943454a38c065504c68b9617d5e8880025f24b5b8920bb483a	dae02a297a5119c0ce93ab8cf91a48d31162726e7953e6047395fe52c6a280e8	17eab36a022078b3	sliced-sha256-8.v2	nvidia-A-1
345	3a1d2590	5.046889	19.481	8.413	1f7eeb4fb601574efc4577a791508785b53e66b240822593a414039b76c0fb23	e787c2bc0141c73882d8588c75facaad2f7749abc4dd4dcfac5875895771b019	9b3fe91d59c1a441	sliced-sha256-8.v2	nvidia-A-1
346	3a1d24cf	5.016563	19.480	8.257	14631ca26b4d46e287558f79ee4290704ca7c80bc9ccd3734d21218532a72097	6cf10bbb972aa03603df71634bcea99909c03bfd995b5ef1ec345b589e32ec7f	08fc780becac291c	sliced-sha256-8.v2	nvidia-A-1
347	3a1d240b	5.072867	19.477	8.518	3b030b1a8bdf9f74c5c29d0e3fae38b6d3f496b1b10bb27c3c6c70ca40425dbe	a63ebe7c8d3b54781b3076da23dd58478e4c637a9eb81a9fa4a0eecd0cf58e68	f6fdce6ca2db6e02	sliced-sha256-8.v2	nvidia-A-1
348	3a1d2345	5.056276	19.479	8.358	90e7b08495ce7cb74a66115b675bb4a642413b2cf27a764140e35f8dab7d90b5	27b94ece6e602296eff5f7217c736b3b733c6883bdc01d9b340d888f73d7f537	68befd74cae42fd7	sliced-sha256-8.v2	nvidia-A-1
349	3a1d227e	5.050293	19.478	8.446	34ca8609482298d4c639864a03d62530ae32d903d059343d1b8103067a3f5ae7	3f5c169ae75bf9e9357bcf012712ad2832a48b92171ec19ed142a22e6eb610cd	86ca50b34774d7c5	sliced-sha256-8.v2	nvidia-A-1
350	3a1d21b4	5.071594	19.476	8.160	dc8c66240687f884bb3154093d27ad972824f5f451fd39b3c2517150ac712640	c5582febd62a63875e2803673f9eb6f4358237d4cb8a3e287157380e7e965dfb	934f68df9d57a49f	sliced-sha256-8.v2	nvidia-A-1
351	3a1d20e8	5.035001	19.477	8.228	41be89954a5a254cb8c108d5c66b6c0bb650bd3074240d517d9e1f5dbe36cd76	c484bc047e4c57535f8ce182745940cc3454512bc615c32ff8c354ead4a209d6	31b3b199f0afce0b	sliced-sha256-8.v2	nvidia-A-1
352	3a1d201a	5.023024	19.486	8.569	08e11a32250893a6dfbcef2b0203f77d489150d3fd5b59021e0fb718545022b8	a9c3b569a0f3d58adc4922f86f887dc9380d845886b23da4dc02f2b2fae3b04a	d6c6b323f0e3be01	sliced-sha256-8.v2	nvidia-A-1
353	3a1d1f4a	5.013312	19.481	8.409	dceae5a5d86a354236318848b27fda6d67a8d30b510f4fa01dc6f8beb7b3daf0	681cca5f661c3dfa0ecead73e10ea4c80ccd57554ebaf09069500b15986384ef	ad4dd234b0cb0d2f	sliced-sha256-8.v2	nvidia-A-1
354	3a1d1e79	5.020613	19.483	8.172	bce11710a6597b64560f51eceb6f64bacc9c9c0d98d841c378993f26dbad15c6	cf3608bb6702bbee96d2674f322a0b09a23a37848e65ccd7550e9b947bd6956b	df34d81fb8a70d4d	sliced-sha256-8.v2	nvidia-A-1
355	3a1d1da5	4.996530	19.480	8.454	64760fae93e635922d955a5ced2cb1cec222c0fcf5c2f2a1368f6c3dad84c36c	37dcbea215d0bdf97dae6a47d27d9983e6ad7237c8014dcb099adb959e010299	909826f2e68d8d0c	sliced-sha256-8.v2	nvidia-A-1
356	3a1d1ccf	4.923337	19.485	7.088	ee984bebab84aefc7e0878f942fb66c7773136610af699b9ab12dca8858372de	3ada021d9a5e05ec1baa5a8197d50e8cdef8172ecc29b11bf407df59b0890db3	53ed091fe9371574	sliced-sha256-8.v2	nvidia-A-1
357	3a1d1bf7	4.956188	19.499	6.668	4c863f92e72ea6642ad21ce209c2fbb5045c572c5da3dd591a8b437ce0eb2ddf	dd1697e0c3f5d5462fa7215edabf90f5ce56bea6c0f96cfab95c001af6c49195	c003554c66bffd07	sliced-sha256-8.v2	nvidia-A-1
