create (POST to ssh up)	158
arm (on-pod watchdog)	13
stage (source + R2 URL maps)	53
env (pixi binary + envs)	22
build (host bindings)	4
run (command)	1
create to first result (POST to command end)	254
cache upload (misses only)	132
fetch	3
teardown (DELETE to verified gone)	2
billed (POST to verified gone)	415
spend	$0.0277 at $0.24/hr
