prep-taxi	0	1	16:58:26
race-kmeans-taxi	0	16	16:58:42
race-pca-taxi	0	15	16:58:57
race-ols-taxi	0	18	16:59:16
race-knn-taxi	0	16	16:59:32
race-kde-taxi	0	8	16:59:40
race-svc-taxi	0	10	16:59:50
prep-istella	0	2	17:05:43
race-kmeans-istella	0	16	17:05:59
race-pca-istella	0	17	17:06:16
race-ols-istella	0	20	17:06:36
race-knn-istella	0	16	17:06:52
race-kde-istella	0	12	17:07:04
race-svc-istella	0	10	17:07:14
