EXPECTED FAIL: loss
EXPECTED FAIL: gradients
EXPECTED FAIL: parameters
EXPECTED FAIL: m
EXPECTED FAIL: v
EXPECTED FAIL: flags
EXPECTED FAIL: same legacy arm
MATCH step 687 loss 2.408578872680664
MATCH step 688 loss 2.4519734382629395
MATCH step 689 loss 2.2148666381835938
MATCH step 690 loss 2.0337953567504883
MATCH step 691 loss 2.134976863861084
MATCH step 692 loss 2.0477285385131836
MATCH step 693 loss 2.1045408248901367
MATCH step 694 loss 2.3514904975891113
MATCH step 695 loss 2.318235158920288
MATCH step 696 loss 2.3777883052825928
MATCH step 697 loss 1.9805667400360107
MATCH step 698 loss 2.05804181098938
MATCH step 699 loss 1d383a222db7137283d6c55a63bda06c9a3ada90bdc18880c3d55215837e989d
MATCH step 699 loss 1d383a222db7137283d6c55a63bda06c9a3ada90bdc18880c3d55215837e989d
MATCH step 699 gradients 978787f7196b453947a3fcd682345a6f9f57f4a850c445f2a84b809483c06b09
MATCH step 699 parameters 745dabc4b861040aa429218fd104c7b9969440a9ed86093c559802381157b459
MATCH step 699 m 91dc9edda6de5cf984cd573ba1c6c421158195d571f3075f8f8716b2a374e076
MATCH step 699 v b0c5fc9bc7faeefea13fdfab8c2802b8139899f8634c70003981afa03ef3c2e1
MATCH step 699 flags 360d579dbd14759b41afdf7fb5e80c0101e15150ae401d59f92a1e32d129f7cb
legacy backward_status {0: 4703, 2: 3697}
legacy head median_seconds 0.19829733110964298 device_mib [15153, 15153, 15153, 15153, 15153] eager_bytes 432 aexp_bytes 2415919104
legacy tail median_seconds 0.46132612228393555 device_mib [31537, 31537, 31537, 31537, 31537, 31537] eager_bytes 17314086912 aexp_bytes 2415919104
guarded backward_status {0: 4951, 2: 3449}
guarded head median_seconds 0.19823856744915247 device_mib [15153, 15153, 15153, 15153, 15153] eager_bytes 432 aexp_bytes 2415919104
guarded tail median_seconds 0.46053311601281166 device_mib [30257, 30257, 31537, 31537, 31537, 31537] eager_bytes 17314086912 aexp_bytes 2415919104
