EXPECTED FAIL: loss
EXPECTED FAIL: gradients
EXPECTED FAIL: parameters
EXPECTED FAIL: m
EXPECTED FAIL: v
EXPECTED FAIL: flags
EXPECTED FAIL: same legacy arm
MATCH step 92 loss 3.715205669403076
MATCH step 93 loss 3.8113088607788086
MATCH step 94 loss 4.140181541442871
MATCH step 95 loss 3.9257869720458984
MATCH step 96 loss 3.7744953632354736
MATCH step 97 loss 4.269001007080078
MATCH step 98 loss 4.337535858154297
MATCH step 99 loss 3.740506649017334
MATCH step 100 loss 3.3140149116516113
MATCH step 101 loss 3.1101796627044678
MATCH step 102 loss 3.041863441467285
MATCH step 103 loss 2.9371190071105957
MATCH step 104 loss 2.9605302810668945
MATCH step 105 loss 3.0792903900146484
MATCH step 106 loss 3.758115768432617
MATCH step 107 loss 3.840880870819092
MATCH step 108 loss 4.428732872009277
MATCH step 109 loss 3.086522102355957
MATCH step 110 loss 2.9127585887908936
MATCH step 111 loss 2.9679665565490723
MATCH step 112 loss 2.959627628326416
MATCH step 113 loss 2.8956947326660156
MATCH step 114 loss 2.9195523262023926
MATCH step 115 loss 2.9259185791015625
MATCH step 116 loss 2.9211347103118896
MATCH step 117 loss 2.7579617500305176
MATCH step 118 loss 2.686279296875
MATCH step 119 loss 2.9091179370880127
MATCH step 120 loss 2.8052940368652344
MATCH step 121 loss 2.682908773422241
MATCH step 122 loss 2.6021883487701416
MATCH step 123 loss 2.6289877891540527
MATCH step 124 loss 2.548065423965454
MATCH step 125 loss 2.6630911827087402
MATCH step 126 loss 2.62267804145813
MATCH step 127 loss 2.702528953552246
MATCH step 128 loss 2.6471619606018066
MATCH step 129 loss 2.677863121032715
MATCH step 130 loss 2.639498710632324
MATCH step 131 loss 2.613499164581299
MATCH step 132 loss 2.5929603576660156
MATCH step 133 loss 2.545260190963745
MATCH step 134 loss 2.619810104370117
MATCH step 135 loss 2.6124982833862305
MATCH step 136 loss 2.6934990882873535
MATCH step 137 loss 3.0275349617004395
MATCH step 138 loss 2.677365303039551
MATCH step 139 loss 2.726240634918213
MATCH step 140 loss 2.8395779132843018
MATCH step 141 loss 2.7667126655578613
MATCH step 142 loss 2.8271100521087646
MATCH step 143 loss 2.6770598888397217
MATCH step 144 loss 2.870863914489746
MATCH step 145 loss 3.2392594814300537
MATCH step 146 loss 3.022245407104492
MATCH step 147 loss 3.412064552307129
MATCH step 148 loss 4.094270706176758
MATCH step 149 loss 3.107293128967285
MATCH step 150 loss 2.9795684814453125
MATCH step 151 loss 2.7938332557678223
MATCH step 152 loss 2.8353774547576904
MATCH step 153 loss 2.5954678058624268
MATCH step 154 loss 2.7468504905700684
MATCH step 155 loss 2.6230709552764893
MATCH step 156 loss 2.886988639831543
MATCH step 157 loss 2.657728672027588
MATCH step 158 loss 2.576906681060791
MATCH step 159 loss 2.4636504650115967
MATCH step 160 loss 2.5573830604553223
MATCH step 161 loss 2.631629705429077
MATCH step 162 loss 2.6306819915771484
MATCH step 163 loss 2.6387476921081543
MATCH step 164 loss 2.5310444831848145
MATCH step 165 loss 2.986293315887451
MATCH step 166 loss 3.0174856185913086
MATCH step 167 loss 3.0835983753204346
MATCH step 168 loss 3.530991554260254
MATCH step 169 loss 3.474853038787842
MATCH step 170 loss 3.3727493286132812
MATCH step 171 loss 3.6151227951049805
MATCH step 172 loss 2.94612455368042
MATCH step 173 loss 2.487840175628662
MATCH step 174 loss 3.7282071113586426
MATCH step 175 loss 3.53684139251709
MATCH step 176 loss 2.951550245285034
MATCH step 177 loss 2.724905014038086
MATCH step 178 loss 3.284245729446411
MATCH step 179 loss 3.5606231689453125
MATCH step 180 loss 3.3529467582702637
MATCH step 181 loss 3.0739622116088867
MATCH step 182 loss 3.398711681365967
MATCH step 183 loss 2.9802095890045166
MATCH step 184 loss 2.845790386199951
MATCH step 185 loss 2.762815475463867
MATCH step 186 loss 2.801081657409668
MATCH step 187 loss 2.6811609268188477
MATCH step 188 loss 2.6363883018493652
MATCH step 189 loss 2.575077533721924
MATCH step 190 loss 2.5226292610168457
MATCH step 191 loss 2.6284804344177246
MATCH step 192 loss 2.4340248107910156
MATCH step 193 loss 2.379470109939575
MATCH step 194 loss 2.772907257080078
MATCH step 195 loss 3.2148804664611816
MATCH step 196 loss 2.7172422409057617
MATCH step 197 loss 3.3970189094543457
MATCH step 198 loss 3.1844851970672607
MATCH step 199 loss 2.8199424743652344
MATCH step 200 loss 2.714750289916992
MATCH step 201 loss 2.6923089027404785
MATCH step 202 loss 2.6074423789978027
MATCH step 203 loss 2.550210475921631
MATCH step 204 loss 2.6557939052581787
MATCH step 205 loss 2.490002155303955
MATCH step 206 loss 2.487244129180908
MATCH step 207 loss 2.556084156036377
MATCH step 208 loss 2.4718594551086426
MATCH step 209 loss 2.4063124656677246
MATCH step 210 loss 2.5255026817321777
MATCH step 211 loss 2.518277406692505
MATCH step 212 loss 2.8882503509521484
MATCH step 213 loss 3.21041202545166
MATCH step 214 loss 2.9529290199279785
MATCH step 215 loss 2.8892688751220703
MATCH step 216 loss 2.8920650482177734
MATCH step 217 loss 2.74773907661438
MATCH step 218 loss 2.9370110034942627
MATCH step 219 loss 2.9526891708374023
MATCH step 220 loss 2.681206703186035
MATCH step 221 loss 2.969578742980957
MATCH step 222 loss 2.774733066558838
MATCH step 223 loss 2.458524227142334
MATCH step 224 loss 2.6906325817108154
MATCH step 225 loss 2.7267987728118896
MATCH step 226 loss 2.8119707107543945
MATCH step 227 loss 2.7050561904907227
MATCH step 228 loss 2.284557342529297
MATCH step 229 loss 3.1091392040252686
MATCH step 230 loss 3.150057315826416
MATCH step 231 loss 2.6064324378967285
MATCH step 232 loss 2.605278491973877
MATCH step 233 loss 2.533613443374634
MATCH step 234 loss 2.432476043701172
MATCH step 235 loss 2.661954402923584
MATCH step 236 loss 2.9237918853759766
MATCH step 237 loss 2.5685019493103027
MATCH step 238 loss 2.6726865768432617
MATCH step 239 loss 2.5998783111572266
MATCH step 240 loss 2.895129442214966
MATCH step 241 loss 3.2393524646759033
MATCH step 242 loss 2.766913414001465
MATCH step 243 loss 2.667405605316162
MATCH step 244 loss 2.5891990661621094
MATCH step 245 loss 2.5541701316833496
MATCH step 246 loss 2.573176383972168
MATCH step 247 loss 2.3598761558532715
MATCH step 248 loss 2.397181510925293
MATCH step 249 loss 2.5567612648010254
MATCH step 250 loss 2.366635322570801
MATCH step 251 loss 2.3143301010131836
MATCH step 252 loss 2.233731746673584
MATCH step 253 loss 2.214293956756592
MATCH step 254 loss 2.258223295211792
MATCH step 255 loss 2.2663979530334473
MATCH step 256 loss 2.2596473693847656
MATCH step 257 loss 2.3692736625671387
MATCH step 258 loss 2.2900333404541016
MATCH step 259 loss 2.026862382888794
MATCH step 260 loss 1.9842116832733154
MATCH step 261 loss 1.824641227722168
MATCH step 262 loss 2.0261731147766113
MATCH step 263 loss 2.0064918994903564
MATCH step 264 loss 2.2270302772521973
MATCH step 265 loss 1.920011281967163
MATCH step 266 loss 2.1616153717041016
MATCH step 267 loss 2.1062192916870117
MATCH step 268 loss 2.2649340629577637
MATCH step 269 loss 2.0022497177124023
MATCH step 270 loss 1.9876785278320312
MATCH step 271 loss 1.8277815580368042
MATCH step 272 loss 1.816253423690796
MATCH step 273 loss 1.9733377695083618
MATCH step 274 loss 1.7388312816619873
MATCH step 275 loss 2.331075429916382
MATCH step 276 loss 2.0368878841400146
MATCH step 277 loss 2.175662040710449
MATCH step 278 loss 1.943126916885376
MATCH step 279 loss 2.108417510986328
MATCH step 280 loss 2.2160630226135254
MATCH step 281 loss 2.165987491607666
MATCH step 282 loss 2.220165967941284
MATCH step 283 loss 2.058450698852539
MATCH step 284 loss 3.247960329055786
MATCH step 285 loss 2.854674816131592
MATCH step 286 loss 2.4165725708007812
MATCH step 287 loss 2.324888229370117
MATCH step 288 loss 2.3302865028381348
MATCH step 289 loss 2.192861795425415
MATCH step 290 loss 2.3139572143554688
MATCH step 291 loss 2.3093481063842773
MATCH step 292 loss 2.3327746391296387
MATCH step 293 loss 2.174776315689087
MATCH step 294 loss 2.2659435272216797
MATCH step 295 loss 2.1346945762634277
MATCH step 296 loss 2.0857667922973633
MATCH step 297 loss 2.1141586303710938
MATCH step 298 loss 2.1429624557495117
MATCH step 299 loss 2.23508620262146
MATCH step 300 loss 2.2351953983306885
MATCH step 301 loss 2.7303855419158936
MATCH step 302 loss 2.428466558456421
MATCH step 303 loss 2.171072006225586
MATCH step 304 loss 2.1867706775665283
MATCH step 305 loss 2.1764605045318604
MATCH step 306 loss 2.1883997917175293
MATCH step 307 loss 2.211942672729492
MATCH step 308 loss 2.2314724922180176
MATCH step 309 loss 2.2828595638275146
MATCH step 310 loss 2.1442768573760986
MATCH step 311 loss 2.0539069175720215
MATCH step 312 loss 2.0050830841064453
MATCH step 313 loss 2.0712602138519287
MATCH step 314 loss 2.082054615020752
MATCH step 315 loss 2.1064467430114746
MATCH step 316 loss 2.0177741050720215
MATCH step 317 loss 2.0026936531066895
MATCH step 318 loss 2.31001615524292
MATCH step 319 loss 2.517862558364868
MATCH step 320 loss 3.277498960494995
MATCH step 321 loss 2.282804489135742
MATCH step 322 loss 2.1309046745300293
MATCH step 323 loss 2.091049909591675
MATCH step 324 loss 2.564286231994629
MATCH step 325 loss 2.309145927429199
MATCH step 326 loss 2.16776180267334
MATCH step 327 loss 2.0785775184631348
MATCH step 328 loss 2.0956552028656006
MATCH step 329 loss 2.195070266723633
MATCH step 330 loss 2.3488025665283203
MATCH step 331 loss 2.3385281562805176
MATCH step 332 loss 2.3581387996673584
MATCH step 333 loss 2.3861303329467773
MATCH step 334 loss 2.1966335773468018
MATCH step 335 loss 2.251600503921509
MATCH step 336 loss 2.193533182144165
MATCH step 337 loss 2.2077949047088623
MATCH step 338 loss 2.316105365753174
MATCH step 339 loss 2.3096797466278076
MATCH step 340 loss 2.237761974334717
MATCH step 341 loss 2.0507025718688965
MATCH step 342 loss 2.13651180267334
MATCH step 343 loss 2.1380038261413574
MATCH step 344 loss 2.2188754081726074
MATCH step 345 loss 2.2986202239990234
MATCH step 346 loss 2.1997132301330566
MATCH step 347 loss 2.1019649505615234
MATCH step 348 loss 2.148545265197754
MATCH step 349 loss 2.4500532150268555
MATCH step 350 loss 2.540118932723999
MATCH step 351 loss 2.9290475845336914
MATCH step 352 loss 2.7007429599761963
MATCH step 353 loss 2.621846914291382
MATCH step 354 loss 2.717398166656494
MATCH step 355 loss 2.601790428161621
MATCH step 356 loss 2.573516845703125
MATCH step 357 loss 2.236335277557373
MATCH step 358 loss 2.524556875228882
MATCH step 359 loss 2.3881893157958984
MATCH step 360 loss 2.356649875640869
MATCH step 361 loss 2.249587059020996
MATCH step 362 loss 2.7033987045288086
MATCH step 363 loss 3.841843605041504
MATCH step 364 loss 2.486969470977783
MATCH step 365 loss 2.512014865875244
MATCH step 366 loss 2.2681636810302734
MATCH step 367 loss 2.684060573577881
MATCH step 368 loss 2.478610038757324
MATCH step 369 loss 2.92063045501709
MATCH step 370 loss 2.412904739379883
MATCH step 371 loss 2.2250123023986816
MATCH step 372 loss 2.2969205379486084
MATCH step 373 loss 2.220184564590454
MATCH step 374 loss 2.3625388145446777
MATCH step 375 loss 2.424304485321045
MATCH step 376 loss 2.3746070861816406
MATCH step 377 loss 3.063754081726074
MATCH step 378 loss 3.186145782470703
MATCH step 379 loss 2.901956558227539
MATCH step 380 loss 2.3845176696777344
MATCH step 381 loss 2.548928737640381
MATCH step 382 loss 2.3416643142700195
MATCH step 383 loss 2.2983317375183105
MATCH step 384 loss 2.1693577766418457
MATCH step 385 loss 2.14577317237854
MATCH step 386 loss 2.1321840286254883
MATCH step 387 loss 1.976688265800476
MATCH step 388 loss 2.0256834030151367
MATCH step 389 loss 2.3379006385803223
MATCH step 390 loss 2.241687536239624
MATCH step 391 loss 2.2080607414245605
MATCH step 392 loss 2.091200828552246
MATCH step 393 loss 2.148531198501587
MATCH step 394 loss 2.0929861068725586
MATCH step 395 loss 2.17769718170166
MATCH step 396 loss 1.9404563903808594
MATCH step 397 loss 2.060882568359375
MATCH step 398 loss 2.2618231773376465
MATCH step 399 loss 2.782100200653076
MATCH step 400 loss 2.816594123840332
MATCH step 401 loss 2.524689197540283
MATCH step 402 loss 2.8096771240234375
MATCH step 403 loss 2.5154948234558105
MATCH step 404 loss 2.3811464309692383
MATCH step 405 loss 2.5054492950439453
MATCH step 406 loss 2.5297484397888184
MATCH step 407 loss 2.3056893348693848
MATCH step 408 loss 2.211495876312256
MATCH step 409 loss 2.4701638221740723
MATCH step 410 loss 2.421161651611328
MATCH step 411 loss 2.4508934020996094
MATCH step 412 loss 2.426609516143799
MATCH step 413 loss 2.302072286605835
MATCH step 414 loss 2.342050552368164
MATCH step 415 loss 2.3891587257385254
MATCH step 416 loss 2.7868850231170654
MATCH step 417 loss 2.3900227546691895
MATCH step 418 loss 2.6430277824401855
MATCH step 419 loss 2.3715624809265137
MATCH step 420 loss 2.875905752182007
MATCH step 421 loss 2.9052164554595947
MATCH step 422 loss 2.270218849182129
MATCH step 423 loss 2.3002004623413086
MATCH step 424 loss 2.3418972492218018
MATCH step 425 loss 2.192307233810425
MATCH step 426 loss 2.121910572052002
MATCH step 427 loss 2.6384804248809814
MATCH step 428 loss 2.5083885192871094
MATCH step 429 loss 2.695474624633789
MATCH step 430 loss 2.3356728553771973
MATCH step 431 loss 2.5828657150268555
MATCH step 432 loss 2.336508274078369
MATCH step 433 loss 2.4415154457092285
MATCH step 434 loss 2.5504724979400635
MATCH step 435 loss 2.3392186164855957
MATCH step 436 loss 2.137420415878296
MATCH step 437 loss 2.1912193298339844
MATCH step 438 loss 2.0824320316314697
MATCH step 439 loss 2.208883285522461
MATCH step 440 loss 2.266378402709961
MATCH step 441 loss 2.1381185054779053
MATCH step 442 loss 2.093045711517334
MATCH step 443 loss 2.014413356781006
MATCH step 444 loss 2.018824577331543
MATCH step 445 loss 1.8484855890274048
MATCH step 446 loss 2.0668203830718994
MATCH step 447 loss 2.155604839324951
MATCH step 448 loss 2.0854759216308594
MATCH step 449 loss 2.075796604156494
MATCH step 450 loss 2.8095040321350098
MATCH step 451 loss 2.105783700942993
MATCH step 452 loss 1.636523962020874
MATCH step 453 loss 1.6716768741607666
MATCH step 454 loss 1.4037398099899292
MATCH step 455 loss 2.076918125152588
MATCH step 456 loss 2.858490228652954
MATCH step 457 loss 2.7137656211853027
MATCH step 458 loss 2.6213059425354004
MATCH step 459 loss 2.7458183765411377
MATCH step 460 loss 2.1852684020996094
MATCH step 461 loss 2.4598608016967773
MATCH step 462 loss 2.2642440795898438
MATCH step 463 loss 2.1457409858703613
MATCH step 464 loss 2.3688693046569824
MATCH step 465 loss 2.6463944911956787
MATCH step 466 loss 2.5921645164489746
MATCH step 467 loss 2.4971258640289307
MATCH step 468 loss 2.3249855041503906
MATCH step 469 loss 2.287510395050049
MATCH step 470 loss 2.3953590393066406
MATCH step 471 loss 2.2583703994750977
MATCH step 472 loss 2.2655742168426514
MATCH step 473 loss 2.318800449371338
MATCH step 474 loss 2.166600227355957
MATCH step 475 loss 2.1963634490966797
MATCH step 476 loss 2.112919569015503
MATCH step 477 loss 2.216951608657837
MATCH step 478 loss 2.751818895339966
MATCH step 479 loss 2.6770427227020264
MATCH step 480 loss 2.5337352752685547
MATCH step 481 loss 2.7559502124786377
MATCH step 482 loss 2.4543111324310303
MATCH step 483 loss 2.2790939807891846
MATCH step 484 loss 2.2297863960266113
MATCH step 485 loss 2.2546989917755127
MATCH step 486 loss 2.167523145675659
MATCH step 487 loss 2.3160955905914307
MATCH step 488 loss 2.2485697269439697
MATCH step 489 loss 2.148908853530884
MATCH step 490 loss 2.3114261627197266
MATCH step 491 loss 2.2108988761901855
MATCH step 492 loss 2.3606925010681152
MATCH step 493 loss 2.901242733001709
MATCH step 494 loss 2.4158682823181152
MATCH step 495 loss 2.4127864837646484
MATCH step 496 loss 2.3265304565429688
MATCH step 497 loss 2.8489677906036377
MATCH step 498 loss 2.4011833667755127
MATCH step 499 loss 2.237761974334717
MATCH step 500 loss 2.1062872409820557
MATCH step 501 loss 2.0361108779907227
MATCH step 502 loss 1.5185822248458862
MATCH step 503 loss 1.1003470420837402
MATCH step 504 loss 3.617587089538574
MATCH step 505 loss 2.880373477935791
MATCH step 506 loss 2.6613521575927734
MATCH step 507 loss 2.6922430992126465
MATCH step 508 loss 2.3312764167785645
MATCH step 509 loss 2.594329833984375
MATCH step 510 loss 3.1327221393585205
MATCH step 511 loss 2.435879707336426
MATCH step 512 loss 2.4519340991973877
MATCH step 513 loss 2.953455686569214
MATCH step 514 loss 2.6697006225585938
MATCH step 515 loss 2.6013755798339844
MATCH step 516 loss 2.400181293487549
MATCH step 517 loss 2.2300922870635986
MATCH step 518 loss 2.4405834674835205
MATCH step 519 loss 2.201611042022705
MATCH step 520 loss 2.164431571960449
MATCH step 521 loss 1.9045964479446411
MATCH step 522 loss 1.57560396194458
MATCH step 523 loss 1.5336003303527832
MATCH step 524 loss 2.72006893157959
MATCH step 525 loss 2.6252846717834473
MATCH step 526 loss 2.5508322715759277
MATCH step 527 loss 2.151309013366699
MATCH step 528 loss 2.4393153190612793
MATCH step 529 loss 2.52424955368042
MATCH step 530 loss 2.4907894134521484
MATCH step 531 loss 2.3639204502105713
MATCH step 532 loss 2.2943103313446045
MATCH step 533 loss 2.179431438446045
MATCH step 534 loss 2.313270092010498
MATCH step 535 loss 2.1408915519714355
MATCH step 536 loss 2.337043285369873
MATCH step 537 loss 2.217973470687866
MATCH step 538 loss 2.1462185382843018
MATCH step 539 loss 2.290419340133667
MATCH step 540 loss 2.1254689693450928
MATCH step 541 loss 2.267563819885254
MATCH step 542 loss 2.3159966468811035
MATCH step 543 loss 2.1573047637939453
MATCH step 544 loss 2.1861143112182617
MATCH step 545 loss 2.2133336067199707
MATCH step 546 loss 2.130430221557617
MATCH step 547 loss 1.9732089042663574
MATCH step 548 loss 2.0083930492401123
MATCH step 549 loss 1.9799734354019165
MATCH step 550 loss 1.9751803874969482
MATCH step 551 loss 2.1921842098236084
MATCH step 552 loss 2.3715479373931885
MATCH step 553 loss 2.313810348510742
MATCH step 554 loss 2.2398548126220703
MATCH step 555 loss 2.176389694213867
MATCH step 556 loss 2.3363609313964844
MATCH step 557 loss 2.2589046955108643
MATCH step 558 loss 2.0928173065185547
MATCH step 559 loss 2.100719928741455
MATCH step 560 loss 2.1087639331817627
MATCH step 561 loss 2.2296266555786133
MATCH step 562 loss 2.144289970397949
MATCH step 563 loss 2.11944842338562
MATCH step 564 loss 2.13254714012146
MATCH step 565 loss 2.2076480388641357
MATCH step 566 loss 2.1450424194335938
MATCH step 567 loss 2.0808300971984863
MATCH step 568 loss 2.649453639984131
MATCH step 569 loss 2.622751474380493
MATCH step 570 loss 2.3972017765045166
MATCH step 571 loss 2.2674708366394043
MATCH step 572 loss 2.5842318534851074
MATCH step 573 loss 2.275939702987671
MATCH step 574 loss 2.595395803451538
MATCH step 575 loss 2.3255257606506348
MATCH step 576 loss 2.280593156814575
MATCH step 577 loss 2.284802198410034
MATCH step 578 loss 2.0863726139068604
MATCH step 579 loss 2.1501100063323975
MATCH step 580 loss 2.0069048404693604
MATCH step 581 loss 2.166599750518799
MATCH step 582 loss 2.047471284866333
MATCH step 583 loss 2.007852554321289
MATCH step 584 loss 2.0538177490234375
MATCH step 585 loss 2.021033763885498
MATCH step 586 loss 2.1980533599853516
MATCH step 587 loss 2.092945098876953
MATCH step 588 loss 1.8767199516296387
MATCH step 589 loss 2.015249490737915
MATCH step 590 loss 2.272617816925049
MATCH step 591 loss 2.2185349464416504
MATCH step 592 loss 2.2945244312286377
MATCH step 593 loss 2.320664882659912
MATCH step 594 loss 1.9301666021347046
MATCH step 595 loss 2.23673152923584
MATCH step 596 loss 2.104679584503174
MATCH step 597 loss 2.0739355087280273
MATCH step 598 loss 2.189300537109375
MATCH step 599 loss 2.2685437202453613
MATCH step 600 loss 2.092543601989746
MATCH step 601 loss 2.3745131492614746
MATCH step 602 loss 2.367556095123291
MATCH step 603 loss 2.079561948776245
MATCH step 604 loss 2.0546865463256836
MATCH step 605 loss 2.3250668048858643
MATCH step 606 loss 2.7661216259002686
MATCH step 607 loss 2.5216493606567383
MATCH step 608 loss 2.3309826850891113
MATCH step 609 loss 2.34342098236084
MATCH step 610 loss 2.1287801265716553
MATCH step 611 loss 2.1223394870758057
MATCH step 612 loss 2.1211130619049072
MATCH step 613 loss 2.277782917022705
MATCH step 614 loss 2.175797939300537
MATCH step 615 loss 2.3223767280578613
MATCH step 616 loss 2.085002899169922
MATCH step 617 loss 2.3982768058776855
MATCH step 618 loss 2.3726320266723633
MATCH step 619 loss 2.1488256454467773
MATCH step 620 loss 2.4529967308044434
MATCH step 621 loss 2.444711446762085
MATCH step 622 loss 2.2649104595184326
MATCH step 623 loss 2.1107678413391113
MATCH step 624 loss 2.3281378746032715
MATCH step 625 loss 2.2505722045898438
MATCH step 626 loss 2.3967108726501465
MATCH step 627 loss 2.3739166259765625
MATCH step 628 loss 1.8342465162277222
MATCH step 629 loss 1.8750479221343994
MATCH step 630 loss 2.2418136596679688
MATCH step 631 loss 2.311826467514038
MATCH step 632 loss 2.079916000366211
MATCH step 633 loss 2.054300546646118
MATCH step 634 loss 2.0411441326141357
MATCH step 635 loss 2.091590404510498
MATCH step 636 loss 2.0083751678466797
MATCH step 637 loss 1.9332470893859863
MATCH step 638 loss 1.8293393850326538
MATCH step 639 loss 1.8004896640777588
MATCH step 640 loss 1.8329434394836426
MATCH step 641 loss 1.9339237213134766
MATCH step 642 loss 1.734027624130249
MATCH step 643 loss 1.8002939224243164
MATCH step 644 loss 1.9364519119262695
MATCH step 645 loss 1.5257104635238647
MATCH step 646 loss 1.851130723953247
MATCH step 647 loss 1.9497284889221191
MATCH step 648 loss 1.832200288772583
MATCH step 649 loss 2.053102731704712
MATCH step 650 loss 1.9997913837432861
MATCH step 651 loss 1.9404799938201904
MATCH step 652 loss 1.888078212738037
MATCH step 653 loss 1.8254566192626953
MATCH step 654 loss 1.8060812950134277
MATCH step 655 loss 2.0175907611846924
MATCH step 656 loss 1.6716413497924805
MATCH step 657 loss 1.497241497039795
MATCH step 658 loss 1.7470533847808838
MATCH step 659 loss 2.263199806213379
MATCH step 660 loss 2.1019225120544434
MATCH step 661 loss 2.5273663997650146
MATCH step 662 loss 2.458378791809082
MATCH step 663 loss 1.9801932573318481
MATCH step 664 loss 2.1645572185516357
MATCH step 665 loss 2.0929112434387207
MATCH step 666 loss 2.2880630493164062
MATCH step 667 loss 2.809406042098999
MATCH step 668 loss 2.3587779998779297
MATCH step 669 loss 1.6655561923980713
MATCH step 670 loss 2.2687997817993164
MATCH step 671 loss 2.219147205352783
MATCH step 672 loss 2.097562313079834
MATCH step 673 loss 2.0888023376464844
MATCH step 674 loss 2.094743251800537
MATCH step 675 loss 2.234386444091797
MATCH step 676 loss 2.121671676635742
MATCH step 677 loss 2.122861385345459
MATCH step 678 loss 2.3190717697143555
MATCH step 679 loss 1.9188209772109985
MATCH step 680 loss 1.5411169528961182
MATCH step 681 loss 1.6806960105895996
MATCH step 682 loss 2.041498899459839
MATCH step 683 loss 2.1965527534484863
MATCH step 684 loss 2.254716634750366
MATCH step 685 loss 1.7425463199615479
MATCH step 686 loss 2.261870861053467
