lane	n	fast_med_s	ident_med_s	ratio_med	ratio_min	ratio_max	fast_min_s	fast_max_s	ident_min_s	ident_max_s	fast_hash	ident_hash	hash_note
kmeans	3	0.043487	0.048037	1.105	1.090	1.108	0.043463	0.043632	0.047399	0.048339	caa59e8ae153607e	caa59e8ae153607e	fast==ident bits
knn	3	0.002616	0.065463	25.026	24.352	28.759	0.002276	0.002682	0.065303	0.065583	MOVED	ace2883778a10918	FAST HASH MOVED across legs (3 distinct)
dbscan	3	0.288653	0.278964	0.966	0.966	0.969	0.288505	0.288810	0.278852	0.279433	f67f486b1e2d7905	f67f486b1e2d7905	fast==ident bits
gram	3	0.001493	0.002247	1.505	1.413	1.839	0.001222	0.001590	0.002247	0.002250	76f85725740a26b3	33eca610f6f32a1c	fast!=ident bits
nt	3	0.000089	0.000491	5.513	5.312	5.816	0.000084	0.000092	0.000490	0.000491	bf48d23d15b01a74	bf48d23d15b01a74	fast==ident bits
gemv	3	0.000024	0.000548	22.591	22.406	22.862	0.000024	0.000024	0.000548	0.000548	85c2a07bf282e0a5	d93b9dc2340c96a4	fast!=ident bits
gbdt	3	0.541203	0.539605	0.997	0.975	0.998	0.540558	0.554016	0.538943	0.539908	9277198f24f4a26f	f8ccfb0d67e1674b	fast!=ident bits
rf	3	0.606656	0.608880	1.004	0.999	1.004	0.605811	0.609800	0.608448	0.609385	32314ca1c01ab68f	f6605d229455c942	fast!=ident bits
et	3	3.265417	3.267929	1.001	1.000	1.006	3.248011	3.267178	3.266709	3.271970	f6cec505b824d346	f6cec505b824d346	fast==ident bits
