lane	mode	round	seconds	hash
kmeans	FAST	1	0.046122026	caa59e8ae153607e
kmeans	IDENTICAL	1	0.049876664	caa59e8ae153607e
kmeans	FAST	2	0.046044515	caa59e8ae153607e
kmeans	IDENTICAL	2	0.050520072	caa59e8ae153607e
kmeans	FAST	3	0.046165417	caa59e8ae153607e
kmeans	IDENTICAL	3	0.050809595	caa59e8ae153607e
knn	FAST	1	0.403261414	e2084c293152f319
knn	IDENTICAL	1	0.065906477	ace2883778a10918
knn	FAST	2	0.39460671	71ad199bbb431419
knn	IDENTICAL	2	0.065533841	ace2883778a10918
knn	FAST	3	0.393267599	52e0ed362090d1e5
knn	IDENTICAL	3	0.065558127	ace2883778a10918
dbscan	FAST	1	0.292335532	f67f486b1e2d7905
dbscan	IDENTICAL	1	0.28368052	f67f486b1e2d7905
dbscan	FAST	2	0.29272999	f67f486b1e2d7905
dbscan	IDENTICAL	2	0.282863599	f67f486b1e2d7905
dbscan	FAST	3	0.29309932	f67f486b1e2d7905
dbscan	IDENTICAL	3	0.283473287	f67f486b1e2d7905
gram	FAST	1	0.394475012	76f85725740a26b3
gram	IDENTICAL	1	0.002814239	33eca610f6f32a1c
gram	FAST	2	0.389825159	76f85725740a26b3
gram	IDENTICAL	2	0.002722328	33eca610f6f32a1c
gram	FAST	3	0.396444522	76f85725740a26b3
gram	IDENTICAL	3	0.002690686	33eca610f6f32a1c
nt	FAST	1	0.385528417	bf48d23d15b01a74
nt	IDENTICAL	1	0.00106379	bf48d23d15b01a74
nt	FAST	2	0.383261266	bf48d23d15b01a74
nt	IDENTICAL	2	0.000953138	bf48d23d15b01a74
nt	FAST	3	0.393495973	bf48d23d15b01a74
nt	IDENTICAL	3	0.000961579	bf48d23d15b01a74
gemv	FAST	1	0.000532384	85c2a07bf282e0a5
gemv	IDENTICAL	1	0.001131771	d93b9dc2340c96a4
gemv	FAST	2	0.000512915	85c2a07bf282e0a5
gemv	IDENTICAL	2	0.001130961	d93b9dc2340c96a4
gemv	FAST	3	0.000504355	85c2a07bf282e0a5
gemv	IDENTICAL	3	0.00112242	d93b9dc2340c96a4
gbdt	FAST	1	0.63208034	9277198f24f4a26f
gbdt	IDENTICAL	1	0.634983896	f8ccfb0d67e1674b
gbdt	FAST	2	0.634769115	9277198f24f4a26f
gbdt	IDENTICAL	2	0.634045407	f8ccfb0d67e1674b
gbdt	FAST	3	0.633455964	9277198f24f4a26f
gbdt	IDENTICAL	3	0.625638479	f8ccfb0d67e1674b
rf	FAST	1	0.609689588	32314ca1c01ab68f
rf	IDENTICAL	1	0.613020611	f6605d229455c942
rf	FAST	2	0.61531346	32314ca1c01ab68f
rf	IDENTICAL	2	0.614881453	f6605d229455c942
rf	FAST	3	0.61401422	32314ca1c01ab68f
rf	IDENTICAL	3	0.615227103	f6605d229455c942
et	FAST	1	3.270114643	f6cec505b824d346
et	IDENTICAL	1	3.274391447	f6cec505b824d346
et	FAST	2	3.264378446	f6cec505b824d346
et	IDENTICAL	2	3.274354216	f6cec505b824d346
et	FAST	3	3.263611958	f6cec505b824d346
et	IDENTICAL	3	3.271856742	f6cec505b824d346
