"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,1,1,2645,2645,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_LDS",0.00000000e+00,380824325711,380824341347
1,1,1,1,2645,2645,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_VALU_MFMA_BUSY_CYCLES",0.00000000e+00,380824325711,380824341347
1,1,1,1,2645,2645,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_LDS",0.00000000e+00,380824325711,380824341347
1,1,1,1,2645,2645,6291456,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVE_CYCLES",21813712.000000,380824325711,380824341347
2,2,1,1,2645,2645,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_INSTS_LDS",0.00000000e+00,380824613167,380824690664
2,2,1,1,2645,2645,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_VALU_MFMA_BUSY_CYCLES",0.00000000e+00,380824613167,380824690664
2,2,1,1,2645,2645,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAIT_INST_LDS",0.00000000e+00,380824613167,380824690664
2,2,1,1,2645,2645,38597376,11,"gemm_excp_ab_main_fill_kernel6A6AoA6A_b69c332405d3a959",256,0,0,8,0,16,"SQ_WAVE_CYCLES",105689152.000000,380824613167,380824690664
3,3,1,1,2645,2645,6438912,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_938aad5397e36ead",256,40960,4104,128,184,112,"SQ_INSTS_LDS",154533888.000000,380826280878,380855699146
3,3,1,1,2645,2645,6438912,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_938aad5397e36ead",256,40960,4104,128,184,112,"SQ_VALU_MFMA_BUSY_CYCLES",9890168832.000000,380826280878,380855699146
3,3,1,1,2645,2645,6438912,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_938aad5397e36ead",256,40960,4104,128,184,112,"SQ_WAIT_INST_LDS",25609734.000000,380826280878,380855699146
3,3,1,1,2645,2645,6438912,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_938aad5397e36ead",256,40960,4104,128,184,112,"SQ_WAVE_CYCLES",14873859764.000000,380826280878,380855699146
4,4,1,1,2645,2645,6438912,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_938aad5397e36ead",256,40960,4104,128,184,112,"SQ_INSTS_LDS",154533888.000000,384405959989,384435066141
4,4,1,1,2645,2645,6438912,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_938aad5397e36ead",256,40960,4104,128,184,112,"SQ_VALU_MFMA_BUSY_CYCLES",9890168832.000000,384405959989,384435066141
4,4,1,1,2645,2645,6438912,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_938aad5397e36ead",256,40960,4104,128,184,112,"SQ_WAIT_INST_LDS",24429153.000000,384405959989,384435066141
4,4,1,1,2645,2645,6438912,12,"gemm_checks_gemm_identical_id6A6A6A6A6A6A_938aad5397e36ead",256,40960,4104,128,184,112,"SQ_WAVE_CYCLES",15272214907.000000,384405959989,384435066141
