torch-python	0	2s
torch-pin	0	1s
corpus-enwik8	0	0s
corpus-pile-github	0	1s
eager_fp32-enwik8	0	10s
eager_fp32-pile_github	0	8s
eager_tf32-enwik8	0	7s
eager_tf32-pile_github	0	9s
eager_bf16-enwik8	0	9s
eager_bf16-pile_github	0	8s
compile_fp32-enwik8	0	27s
compile_fp32-pile_github	0	23s
compile_tf32-enwik8	0	24s
compile_tf32-pile_github	0	23s
compile_bf16-enwik8	0	28s
compile_bf16-pile_github	0	27s
summary	0	0s
